Protein,Drug,ED,MD,WC,WQ,WG,YH,AI,FL,EM,TM,CW,EW,FW,MY,CV,NH,NF,MATS3c,MATS5v,GATS2c,GATS5c,nBase,Kier1,nAtomP,MLFER_BO,MPC6,nFRing,nF8HeteroRing,RotBtFrac,GGI6,JGI10,JGT,MWC9,WPATH,'Class Label'
hsa_6331,D00477,0.005462,0.002979,0.000497,0,0,0.000497,0.002979,0.005958,0.003972,0.00149,0.00149,0.000497,0.000497,0.00149,0.002483,0.000497,0.003972,0.729044,0.788844,0.383372,0.353347,0.4,0.172873,0.5,0.361621,0.075472,0,0,0.571078,0.09872,1,0.388004,0.489518,0.017888,Interactive
hsa_779,D00616,0.005342,0.001068,0,0.000534,0,0,0.005342,0.00641,0.003205,0.001068,0,0.001603,0,0.001068,0.001603,0.001603,0.005342,0.82656,0.786411,0.465108,0.43132,0.4,0.320671,0.45,0.491514,0.380503,0.015152,0,0.327957,0.407153,0.381036,0.384784,0.764028,0.061243,Interactive
hsa_57657,D00294,0,0.001294,0,0,0.001294,0,0.002587,0.005175,0,0.001294,0.001294,0,0,0.001294,0,0.002587,0.002587,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_2562,D00499,0,0.004237,0,0,0.002119,0,0.006356,0.006356,0.002119,0.004237,0,0,0.002119,0.004237,0.002119,0,0,0.302478,0.603445,0.163461,0.485726,0,0.15575,0.4,0.322134,0.100629,0,0,0.414063,0.037782,0,0.742595,0.654677,0.011351,Interactive
hsa_2554,D00548,0.006593,0.004396,0,0,0,0,0,0,0,0.006593,0,0.002198,0.002198,0,0,0,0,0.805907,0.68137,0.402443,0.532914,0,0.161721,0.4,0.33876,0.125786,0,0,0.342105,0.100295,0.855124,0.232733,0.616718,0.01774,Interactive
hsa_3741,D00638,0.004902,0,0,0,0,0.001634,0.00817,0.001634,0,0.001634,0,0,0.001634,0,0.001634,0,0.001634,0.781549,0.830775,0.353353,0.302042,0.2,0.331196,0.55,0.321441,0.201258,0,0,0.533046,0.28245,0.929918,0.567846,0.673902,0.065849,Interactive
hsa_6328,D02356,0.004615,0.00359,0.000513,0,0,0.000513,0.005128,0.005641,0.004103,0.00359,0.001026,0.001026,0.000513,0.001538,0.002051,0,0.003077,0.873125,0.660895,0.529463,0.470891,0.4,0.416452,0.4,0.35123,0.257862,0,0,0.571078,0.371725,0.381625,0.541931,0.754651,0.109411,Interactive
hsa_2556,D02253,0.002037,0.004073,0,0,0,0,0.004073,0.002037,0.002037,0.004073,0,0,0.002037,0,0,0,0,0.305676,0.594445,0.157573,0.462506,0.4,0.15575,0.4,0.617943,0.100629,0,0,0.479167,0.037782,0,0.742595,0.654677,0.011351,Interactive
hsa_2890,D00543,0.003315,0.001105,0,0.00221,0.001105,0.001105,0.003315,0.00442,0.00221,0.00221,0,0.001105,0,0,0.001105,0,0.001105,0.598036,0.740178,0.275627,0.53109,0,0.085931,0,0.074818,0,0,0,1,0,0,0.901293,0.382315,0.00309,Interactive
hsa_8912,D00560,0.005115,0.000853,0.000853,0.000853,0.001279,0.001705,0.004263,0.004689,0.002558,0.001279,0,0,0,0.000853,0.001705,0.000426,0.002558,0.620558,0.71479,0.331302,0.382334,0.4,0.354744,0.5,0.286457,0.383648,0.015152,0,0.205044,0.318082,0.499748,0.286325,0.797369,0.117226,Interactive
hsa_6334,D00732,0.005676,0.00258,0.000516,0,0,0.000516,0.003096,0.006192,0.001548,0.001032,0.001032,0.000516,0.000516,0.001548,0.00258,0.000516,0.003612,0.752525,0.740178,0.269892,0.328856,0.4,0.190003,0.5,0.271562,0.08805,0,0,0.594907,0.09872,1,0.469495,0.537086,0.020325,Interactive
hsa_116444,D00136,0.002879,0.00096,0,0,0,0.00096,0.003839,0.004798,0,0,0,0.00096,0,0,0,0,0,0.692342,0.740178,0.253003,0.141594,0.4,0.270287,0.4,0.347073,0.220126,0,0,0.293155,0.196222,0.714566,0.503607,0.695904,0.059995,Interactive
hsa_3359,D00726,0.00207,0.00207,0,0.00207,0,0,0.004141,0.008282,0.00207,0,0,0.00207,0,0,0,0.00207,0.00207,0.657776,0.740178,0.263442,0.277601,0.4,0.224279,0.55,0.420159,0.116352,0,0,0.635417,0.113955,0.5,0.486142,0.593019,0.026328,Interactive
hsa_6331,D02356,0.005462,0.002979,0.000497,0,0,0.000497,0.002979,0.005958,0.003972,0.00149,0.00149,0.000497,0.000497,0.00149,0.002483,0.000497,0.003972,0.873125,0.660895,0.529463,0.470891,0.4,0.416452,0.4,0.35123,0.257862,0,0,0.571078,0.371725,0.381625,0.541931,0.754651,0.109411,Interactive
hsa_785,D00332,0.007707,0,0,0,0,0.001927,0.009634,0.003854,0.003854,0,0,0,0,0,0,0.003854,0,0.636296,0.733744,0.172163,0.462245,0,0.087363,0.15,0.161067,0.037736,0,0,0.392361,0.02986,0,0.504484,0.483738,0.00526,Interactive
hsa_1135,D05453,0.007576,0,0,0,0,0.001894,0.003788,0.011364,0.001894,0.003788,0,0.003788,0,0,0.001894,0,0,0.693474,0.689137,0.591828,0.368913,0.4,0.137575,0.3,0.064773,0.176101,0,0,0.0625,0.087751,0,0.0674,0.678484,0.015838,Interactive
hsa_2554,D00530,0.006593,0.004396,0,0,0,0,0,0,0,0.006593,0,0.002198,0.002198,0,0,0,0,0.507142,0.615038,0.326503,0.315689,0,0.220175,1,0.505369,0.264151,0.015152,0,0.208333,0.194411,0.686926,0.307769,0.728143,0.034261,Interactive
hsa_6324,D00332,0.004608295,0,0,0,0,0,0.004608295,0,0.004608295,0,0,0.004608295,0,0.004608295,0.004608295,0.004608295,0,0.636296,0.733744,0.172163,0.462245,0,0.087363,0.15,0.161067,0.037736,0,0,0.392361,0.02986,0,0.504484,0.483738,0.00526,Interactive
hsa_6530,D04999,0.001623,0,0,0.001623,0.003247,0,0.006494,0.00974,0,0,0.001623,0,0.001623,0,0,0.001623,0.001623,0.599005,0.731383,0.373349,0.642681,0.2,0.144915,0.3,0.180811,0.113208,0,0,0.247685,0.104205,0,0.099743,0.586199,0.014323,Interactive
hsa_1144,D00726,0.001938,0,0,0.001938,0.001938,0.001938,0.005814,0.00969,0,0.001938,0,0.003876,0,0,0.003876,0.001938,0.001938,0.657776,0.740178,0.263442,0.277601,0.4,0.224279,0.55,0.420159,0.116352,0,0,0.635417,0.113955,0.5,0.486142,0.593019,0.026328,Interactive
hsa_3781,D00326,0.00173,0.00346,0,0,0.00173,0.00346,0.00346,0.00692,0.00173,0,0,0,0,0.00173,0,0,0.00519,0.740672,0.756072,0.362717,0.441664,0.2,0.229268,0.35,0.115691,0.160377,0,0,0.456522,0.090798,0.702859,0.380474,0.628154,0.033637,Interactive
hsa_2555,D00549,0.004444,0.004444,0,0,0,0,0,0.004444,0,0.006667,0,0,0.002222,0,0,0,0,0.768745,0.540755,0.1976,1,0,0.104439,0.35,0.16176,0.059748,0,0,0.519231,0,0,0.48146,0.527792,0.006478,Interactive
hsa_3783,D01453,0,0.002347,0,0,0.002347,0,0.002347,0.00939,0.004695,0.002347,0,0,0,0,0.002347,0,0.002347,0.689399,0.324705,0.334892,0.434875,0,0.094791,0.55,0.425701,0.144654,0.015152,0,0.166667,0,0,0.438183,0.665984,0.007191,Interactive
hsa_8912,D00649,0.005115,0.000853,0.000853,0.000853,0.001279,0.001705,0.004263,0.004689,0.002558,0.001279,0,0,0,0.000853,0.001705,0.000426,0.002558,0.625614,0.740178,0.266549,0.535804,0.6,0.138635,0.7,0.813994,0.084906,0,0,0.444444,0.075868,0,0.649424,0.552278,0.01046,Interactive
hsa_10369,D00332,0.003106,0,0,0,0,0,0.003106,0.006211,0.003106,0,0,0,0,0.003106,0,0,0.003106,0.636296,0.733744,0.172163,0.462245,0,0.087363,0.15,0.161067,0.037736,0,0,0.392361,0.02986,0,0.504484,0.483738,0.00526,Interactive
hsa_2556,D00711,0.002037,0.004073,0,0,0,0,0.004073,0.002037,0.002037,0.004073,0,0,0.002037,0,0,0,0,0.706551,0.740178,0.245818,0.612434,0.2,0.128153,0.3,0.178039,0.113208,0,0,0.203431,0.07404,0,0.407926,0.658688,0.011054,Interactive
hsa_3750,D02356,0.003096,0.001548,0,0,0,0.001548,0.006192,0.004644,0,0.003096,0,0,0.001548,0,0.003096,0,0.004644,0.873125,0.660895,0.529463,0.470891,0.4,0.416452,0.4,0.35123,0.257862,0,0,0.571078,0.371725,0.381625,0.541931,0.754651,0.109411,Interactive
hsa_779,D00629,0.005342,0.001068,0,0.000534,0,0,0.005342,0.00641,0.003205,0.001068,0,0.001603,0,0.001068,0.001603,0.001603,0.005342,0.585647,0.654403,0.29757,0.653341,0,0.297163,0.55,0.409075,0.305031,0,0,0.421296,0.320536,0,0.427335,0.756183,0.04383,Interactive
hsa_3780,D00326,0.00369,0.001845,0,0,0.001845,0.00369,0.00738,0.009225,0,0,0,0,0,0.001845,0,0,0.00369,0.740672,0.756072,0.362717,0.441664,0.2,0.229268,0.35,0.115691,0.160377,0,0,0.456522,0.090798,0.702859,0.380474,0.628154,0.033637,Interactive
hsa_776,D01295,0.006422,0.000917,0.000459,0.001376,0.000459,0.000459,0.006422,0.004128,0.001835,0.000917,0.000459,0.000917,0.000459,0.000917,0.001835,0.00367,0.004128,0.80456,0.734007,0.705307,0.511554,0.8,0.27911,0.4,0.1053,0.251572,0,0,0.159946,0.193784,0.403658,0,0.701083,0.068463,Interactive
hsa_6324,D00252,0.004608295,0,0,0,0,0,0.004608295,0,0.004608295,0,0,0.004608295,0,0.004608295,0.004608295,0.004608295,0,0.539776,0.58873,0.143227,0.4654,0,0.137575,0.9,0.235192,0.22956,0.045455,0,0.0625,0.085348,0,0.141081,0.683386,0.015006,Interactive
hsa_10369,D00542,0.003106,0,0,0,0,0,0.003106,0.006211,0.003106,0,0,0,0,0.003106,0,0,0.003106,0.699683,0.740178,0,0,0,0.034372,0,0,0,0,0,1,0,0,0.876471,0.24585,0.000773,Interactive
hsa_6331,D00738,0.005462,0.002979,0.000497,0,0,0.000497,0.002979,0.005958,0.003972,0.00149,0.00149,0.000497,0.000497,0.00149,0.002483,0.000497,0.003972,0.901103,0.745327,0.452293,0.594715,0.4,0.161721,0.45,0.210946,0.116352,0,0,0.287281,0.137416,0,0.374757,0.607752,0.017621,Interactive
hsa_6329,D02356,0.004905,0.00218,0.000545,0,0,0,0.00436,0.005995,0.003815,0.00327,0.000545,0.000545,0.000545,0.002725,0.00327,0.00109,0.00327,0.873125,0.660895,0.529463,0.470891,0.4,0.416452,0.4,0.35123,0.257862,0,0,0.571078,0.371725,0.381625,0.541931,0.754651,0.109411,Interactive
hsa_2556,D00499,0.002037,0.004073,0,0,0,0,0.004073,0.002037,0.002037,0.004073,0,0,0.002037,0,0,0,0,0.302478,0.603445,0.163461,0.485726,0,0.15575,0.4,0.322134,0.100629,0,0,0.414063,0.037782,0,0.742595,0.654677,0.011351,Interactive
hsa_2554,D00537,0.006593,0.004396,0,0,0,0,0,0,0,0.006593,0,0.002198,0.002198,0,0,0,0,0.604436,0.718593,0.35265,0.355269,0,0.203549,0.25,0.916176,0.349057,0.045455,0,0.305556,0.417564,0,1,0.812657,0.027694,Interactive
hsa_8645,D00294,0.004016,0,0,0,0.002008,0.004016,0.01004,0.004016,0,0,0,0,0,0,0.002008,0,0,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_6833,D00336,0.002532,0.000633,0,0.000633,0.000633,0.000633,0.007595,0.008228,0.002532,0.000633,0,0.000633,0.000633,0,0.001899,0.000633,0.001266,0.68517,0.740178,0.260553,0.318051,0,0.388155,0.65,0.512297,0.238994,0,0,0.345238,0.265082,0.497055,0.481032,0.731442,0.118325,Interactive
hsa_776,D00542,0.006422,0.000917,0.000459,0.001376,0.000459,0.000459,0.006422,0.004128,0.001835,0.000917,0.000459,0.000917,0.000459,0.000917,0.001835,0.00367,0.004128,0.699683,0.740178,0,0,0,0.034372,0,0,0,0,0,1,0,0,0.876471,0.24585,0.000773,Interactive
hsa_6328,D01287,0.004615,0.00359,0.000513,0,0,0.000513,0.005128,0.005641,0.004103,0.00359,0.001026,0.001026,0.000513,0.001538,0.002051,0,0.003077,0.881892,0.737802,0.439324,0.648594,0.4,0.212341,0.45,0.210946,0.147799,0,0,0.38447,0.175198,0.285512,0.316916,0.633217,0.027992,Interactive
hsa_779,D00617,0.005342,0.001068,0,0.000534,0,0,0.005342,0.00641,0.003205,0.001068,0,0.001603,0,0.001068,0.001603,0.001603,0.005342,0.677116,0.707956,0.392373,0.668778,0.4,0.421996,0.55,0.429858,0.36478,0,0,0.408784,0.358013,0.451012,0.405218,0.792384,0.114938,Interactive
hsa_3736,D00294,0.004049,0,0,0,0,0.002024,0.010121,0.002024,0,0.002024,0,0,0.002024,0.002024,0.002024,0,0.004049,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_6329,D02088,0.004905,0.00218,0.000545,0,0,0,0.00436,0.005995,0.003815,0.00327,0.000545,0.000545,0.000545,0.002725,0.00327,0.00109,0.00327,1,0.683829,0.262632,0.312395,0,0.121531,0.45,0.210946,0.066038,0,0,0.479167,0.045704,0,0.5453,0.512764,0.008558,Interactive
hsa_6329,D00640,0.004905,0.00218,0.000545,0,0,0,0.00436,0.005995,0.003815,0.00327,0.000545,0.000545,0.000545,0.002725,0.00327,0.00109,0.00327,0.808113,0.749358,0.394705,0.477374,0.2,0.280165,0.45,0.375476,0.144654,0,0,0.479167,0.160268,0.39311,0.16544,0.605613,0.052596,Interactive
hsa_2555,D00331,0.004444,0.004444,0,0,0,0,0,0.004444,0,0.006667,0,0,0.002222,0,0,0,0,0.751162,0.740178,0.278212,0.495747,0,0.212341,0.7,0.374091,0.185535,0,0,0.337121,0.136807,0.69265,0.609023,0.671833,0.027427,Interactive
hsa_781,D00618,0.007339,0.000917,0,0.001835,0,0,0.001835,0.004587,0.001835,0,0,0,0,0,0.000917,0.000917,0.00367,0.637648,0.69384,0.297732,0.814175,0,0.331196,0.55,0.416003,0.339623,0,0,0.461207,0.480195,0.213781,0.444653,0.774572,0.053428,Interactive
hsa_773,D00615,0.006181,0.002208,0,0.000442,0.000442,0.000442,0.003974,0.004857,0.004857,0.000883,0,0.001766,0.000442,0.001766,0.001325,0.000442,0.002208,0.682544,0.740178,0.267758,0.445669,0,0.331196,0.55,0.554555,0.345912,0,0,0.497126,0.365021,0.321555,0.318716,0.765662,0.054081,Interactive
hsa_6323,D01243,0.005478,0.002988,0.000498,0,0,0.000996,0.003984,0.006972,0.003486,0.00249,0.000996,0.000498,0.000996,0.001494,0.00249,0.000996,0.002988,0.931072,0.800058,0.365757,0.433525,0.2,0.15575,0.45,0.215102,0.066038,0,0,0.544271,0.060938,0.855124,0.37752,0.496372,0.014025,Interactive
hsa_6323,D00640,0.005478,0.002988,0.000498,0,0,0.000996,0.003984,0.006972,0.003486,0.00249,0.000996,0.000498,0.000996,0.001494,0.00249,0.000996,0.002988,0.808113,0.749358,0.394705,0.477374,0.2,0.280165,0.45,0.375476,0.144654,0,0,0.479167,0.160268,0.39311,0.16544,0.605613,0.052596,Interactive
hsa_5026,D00533,0.007143,0.002381,0.002381,0,0,0,0,0.007143,0,0,0,0.002381,0,0,0,0.004762,0.004762,0.492714,0.59668,0.156691,0.568769,0,0.153974,0.9,0.344302,0.261006,0.045455,0,0.05754,0.100278,0,0.203408,0.709845,0.017146,Non-Interactive
hsa_2904,D00354,0.002697,0.000674,0,0.000674,0.000674,0.000674,0.00472,0.001349,0.002023,0.000674,0,0.001349,0.000674,0,0.000674,0,0.000674,0.818401,0.740178,0.383869,0.451167,0,0.128153,0.7,0.434015,0.128931,0,0,0.264706,0.112431,0,0.466608,0.613339,0.011916,Non-Interactive
hsa_782,D00499,0.0067,0,0,0,0.001675,0,0.001675,0.00335,0.001675,0.001675,0,0,0,0,0.001675,0.001675,0,0.302478,0.603445,0.163461,0.485726,0,0.15575,0.4,0.322134,0.100629,0,0,0.414063,0.037782,0,0.742595,0.654677,0.011351,Non-Interactive
hsa_5025,D00530,0.005168,0,0.002584,0,0,0,0,0.005168,0,0.005168,0,0,0,0,0.002584,0,0.007752,0.507142,0.615038,0.326503,0.315689,0,0.220175,1,0.505369,0.264151,0.015152,0,0.208333,0.194411,0.686926,0.307769,0.728143,0.034261,Non-Interactive
hsa_2564,D02485,0,0.00198,0.00198,0.00198,0,0,0.00198,0.00198,0.00198,0.005941,0,0.00198,0.00198,0,0,0,0.005941,0.529519,0.740178,0.221658,0.318282,0.4,0.388155,0.7,0.202286,0.455975,0.045455,0,0.52381,0.410725,0.667138,0.496688,0.808324,0.095445,Non-Interactive
hsa_5024,D00512,0,0.002525,0.002525,0,0,0,0.002525,0.005051,0,0,0,0,0,0,0.005051,0,0.010101,0.475011,0.673317,0.179462,0.502528,0.4,0.153974,0.3,0.618982,0.207547,0,0,0.107143,0.104814,0,0.317891,0.735649,0.017859,Non-Interactive
hsa_3752,D00544,0.003058,0.001529,0,0,0,0.001529,0.006116,0.001529,0,0.004587,0,0,0.001529,0,0.003058,0.001529,0.003058,0.699683,0.740178,0,0,0,0.051558,0,0.100797,0,0,0,1,0,0,0.828634,0.309719,0.001367,Non-Interactive
hsa_9992,D00709,0.016393,0.008197,0,0.008197,0,0.008197,0.008197,0,0,0,0,0,0,0,0,0,0.016393,0.798627,0.489268,0.250599,0.417256,0,0.087363,0.15,0.479737,0.034591,0,0,0.392361,0,0,0.377601,0.497369,0.00517,Non-Interactive
hsa_3744,D03180,0.003922,0.003922,0,0,0,0.001961,0.003922,0.001961,0.001961,0.003922,0,0,0.003922,0,0,0.001961,0.003922,0.293403,0.610697,0.161711,0.465186,0,0.138635,0.4,0.322134,0.084906,0,0,0.375,0.030165,0,0.750523,0.64756,0.009152,Non-Interactive
hsa_1135,D01768,0.007576,0,0,0,0,0.001894,0.003788,0.011364,0.001894,0.003788,0,0.003788,0,0,0.001894,0,0,0.82839,0.796055,0.417511,0.421307,0.4,0.258574,0.55,0.349151,0.125786,0,0,0.668561,0.166971,0.571796,0.347962,0.570445,0.037055,Non-Interactive
hsa_9132,D00349,0.002882,0.002882,0,0.001441,0.001441,0.002882,0,0.007205,0,0.001441,0,0,0,0,0.001441,0,0,0.568569,0.683129,0.287489,0.760278,0,0.287056,0.55,0.59716,0.389937,0.015152,0,0.353448,0.374399,0,0.369176,0.796526,0.046861,Non-Interactive
hsa_2556,D01712,0.002037,0.004073,0,0,0,0,0.004073,0.002037,0.002037,0.004073,0,0,0.002037,0,0,0,0,0.699978,0.081422,0.28233,0.322003,0,0.078215,0.55,0.401108,0.122642,0.015152,0,0.107143,0,0,0.37702,0.63241,0.005794,Non-Interactive
hsa_93107,D00740,0.007722,0,0,0,0.003861,0,0.005792,0.003861,0.003861,0.001931,0,0,0,0,0.003861,0,0,0.756665,0.818916,0.39663,0.403226,0.4,0.172873,0.5,0.275719,0.075472,0,0,0.571078,0.09872,1,0.388004,0.489518,0.017888,Non-Interactive
hsa_785,D00537,0.007707,0,0,0,0,0.001927,0.009634,0.003854,0.003854,0,0,0,0,0,0,0.003854,0,0.604436,0.718593,0.35265,0.355269,0,0.203549,0.25,0.916176,0.349057,0.045455,0,0.305556,0.417564,0,1,0.812657,0.027694,Non-Interactive
hsa_51802,D00963,0,0,0,0.001984,0.001984,0,0.001984,0.005952,0.001984,0,0,0,0,0,0.003968,0.003968,0.005952,0.736742,0.723077,0.214901,0.284645,0,0.180853,0.4,0.336682,0.440252,0.090909,0,0.041667,0.267249,0,0.741458,0.844296,0.02603,Non-Interactive
hsa_3760,D00136,0.004,0,0,0,0.002,0,0.002,0.01,0.002,0,0,0,0,0,0.002,0,0.002,0.692342,0.740178,0.253003,0.141594,0.4,0.270287,0.4,0.347073,0.220126,0,0,0.293155,0.196222,0.714566,0.503607,0.695904,0.059995,Non-Interactive
hsa_2567,D02087,0.006438,0.004292,0,0.002146,0,0,0,0.004292,0.002146,0.004292,0,0,0.002146,0,0.002146,0,0.002146,0.625363,0.805269,0.375807,0.463268,0.4,0.312239,0.95,0.415656,0.380503,0.045455,0,0.242424,0.293723,0.368375,0.23174,0.772345,0.073812,Non-Interactive
hsa_3787,D00474,0.005714,0,0,0,0.00381,0,0,0.001905,0,0.001905,0.001905,0,0,0.001905,0.00381,0.001905,0.001905,0.468915,0.550002,0.271579,0.554918,0,0.128153,0.3,0.50814,0.116352,0,0,0.142157,0.07404,0,0.410046,0.668383,0.010965,Non-Interactive
hsa_2743,D00351,0.004032,0.004032,0,0.002016,0,0,0,0.008065,0,0.004032,0,0,0.002016,0.002016,0.002016,0,0.004032,0.532007,0.740178,0.224956,0.293059,0,0.387763,0.4,1,0.427673,0,0,0.244792,0.284904,0.330717,0.418573,0.819239,0.138947,Non-Interactive
hsa_8912,D00456,0.005115,0.000853,0.000853,0.000853,0.001279,0.001705,0.004263,0.004689,0.002558,0.001279,0,0,0,0.000853,0.001705,0.000426,0.002558,0.601625,0.729252,0.416082,0.41984,0,0.180853,0.55,0.46311,0.330189,0.045455,0,0.125,0.131966,0.393357,0.296836,0.776138,0.02915,Non-Interactive
hsa_2893,D00335,0.00222,0.00333,0,0,0.00222,0.00111,0.009989,0.006659,0.00111,0.00333,0,0.00222,0.00111,0.00111,0.00222,0.00111,0.00111,0.559006,0.82656,0.255218,0.578458,0,0.354376,0.65,0.587115,0.220126,0,0,0.305556,0.265082,0.57126,0.467783,0.703367,0.101447,Non-Interactive
hsa_3757,D01243,0.002591,0.001727,0,0,0.001727,0.000864,0.003454,0.006045,0,0,0,0,0.001727,0.001727,0.000864,0.001727,0.002591,0.931072,0.800058,0.365757,0.433525,0.2,0.15575,0.45,0.215102,0.066038,0,0,0.544271,0.060938,0.855124,0.37752,0.496372,0.014025,Non-Interactive
hsa_784,D00960,0.008282,0,0,0.00207,0,0,0.00207,0.004141,0,0,0,0,0,0.00207,0,0.004141,0.00207,0.789705,0.839028,0.275966,0.314202,0,0.229268,0.3,0.369934,0.201258,0,0,0.320652,0.292471,0,0.666306,0.693966,0.029685,Non-Interactive
hsa_2743,D00960,0.004032,0.004032,0,0.002016,0,0,0,0.008065,0,0.004032,0,0,0.002016,0.002016,0.002016,0,0.004032,0.789705,0.839028,0.275966,0.314202,0,0.229268,0.3,0.369934,0.201258,0,0,0.320652,0.292471,0,0.666306,0.693966,0.029685,Non-Interactive
hsa_89822,D00544,0,0,0,0.007407,0,0,0,0.007407,0,0.003704,0,0,0.003704,0.003704,0,0.003704,0.003704,0.699683,0.740178,0,0,0,0.051558,0,0.100797,0,0,0,1,0,0,0.828634,0.309719,0.001367,Non-Interactive
hsa_7225,D00648,0.008602,0.001075,0,0,0,0,0.008602,0.004301,0.002151,0.002151,0,0.001075,0.002151,0,0.001075,0.001075,0,0.607098,0.726603,0.345469,0.370118,0.4,0.327198,0.5,0.432629,0.128931,0,0,0.679487,0.189214,0.428887,0.421894,0.587439,0.065284,Non-Interactive
hsa_3760,D00618,0.004,0,0,0,0.002,0,0.002,0.01,0.002,0,0,0,0,0,0.002,0,0.002,0.637648,0.69384,0.297732,0.814175,0,0.331196,0.55,0.416003,0.339623,0,0,0.461207,0.480195,0.213781,0.444653,0.774572,0.053428,Non-Interactive
hsa_40,D00539,0.003914,0.001957,0,0,0.003914,0.001957,0,0.001957,0.001957,0.001957,0,0,0,0,0,0.001957,0.001957,0.46422,0.921226,0.166272,0.43804,0,0.053277,0.25,0.247662,0.015723,0,0,0.270833,0,0,0.771033,0.513592,0.002734,Non-Interactive
hsa_1134,D00618,0.004386,0.002193,0,0,0,0.002193,0.008772,0.004386,0,0.006579,0,0.004386,0,0,0,0,0.002193,0.637648,0.69384,0.297732,0.814175,0,0.331196,0.55,0.416003,0.339623,0,0,0.461207,0.480195,0.213781,0.444653,0.774572,0.053428,Non-Interactive
hsa_3742,D00733,0.007576,0,0,0,0,0.001894,0.00947,0.005682,0.001894,0.001894,0,0,0.001894,0.001894,0,0,0.001894,0.684042,0.795263,0.411933,0.428931,0.4,0.280165,0.7,0.447523,0.216981,0.015152,0,0.519231,0.181292,0.48189,0.240327,0.665597,0.048673,Non-Interactive
hsa_3749,D05024,0.0016,0,0,0.0016,0.0016,0,0.0016,0.008,0.0016,0.0032,0.0016,0,0.0032,0.0048,0.0032,0,0.0016,0.726062,0.635462,0.424195,0.490974,0.4,0.412366,0.45,0.428126,0.418239,0.030303,0,0.412393,0.442752,0.540546,0.46982,0.824904,0.129498,Non-Interactive
hsa_11280,D00451,0.005028,0.002235,0.001117,0,0,0.000559,0.005587,0.005587,0.002235,0.001676,0,0.000559,0.001117,0.000559,0.003352,0.000559,0.004469,0.658686,0.815763,0.43381,0.340364,0.4,0.195439,0.45,0.230689,0.18239,0.015152,0,0.404762,0.248036,0.327108,0.582824,0.654561,0.02505,Non-Interactive
hsa_3768,D00358,0.00463,0.002315,0,0,0.002315,0,0.002315,0.011574,0,0.002315,0,0,0.002315,0,0.006944,0,0,0.843632,0.713968,0.456122,0.508234,0.4,0.172873,0.45,0.204018,0.072327,0,0,0.571078,0.128885,0,0.483476,0.537758,0.016046,Non-Interactive
hsa_3736,D00293,0.004049,0,0,0,0,0.002024,0.010121,0.002024,0,0.002024,0,0,0.002024,0.002024,0.002024,0,0.004049,0.696871,0.740178,0.268818,0.345904,0,0.170441,0.85,0.415656,0.257862,0.015152,0,0.100379,0.182866,0,0.276866,0.694523,0.021098,Non-Interactive
hsa_3745,D00536,0.002334,0.001167,0,0,0.001167,0.002334,0.005834,0.004667,0.003501,0.002334,0,0,0.001167,0.002334,0,0.003501,0.004667,0.503643,0.806866,0.141739,0.446412,0,0.172873,0.3,0.252858,0.084906,0,0,0.509804,0.136502,0,0.282906,0.48977,0.016284,Non-Interactive
hsa_9424,D00546,0.003205,0,0,0,0.003205,0,0,0.009615,0,0.003205,0.003205,0,0,0,0.003205,0,0,0.968407,0.810722,0.310143,0.107032,0,0.085931,0,0.050225,0,0,0,1,0,0,0.911987,0.363613,0.00318,Non-Interactive
hsa_56479,D00530,0.001085,0.001085,0,0.001085,0.001085,0.001085,0.002169,0.004338,0,0.001085,0,0,0,0,0.002169,0,0,0.507142,0.615038,0.326503,0.315689,0,0.220175,1,0.505369,0.264151,0.015152,0,0.208333,0.194411,0.686926,0.307769,0.728143,0.034261,Non-Interactive
hsa_775,D00823,0.006083,0.001404,0,0.000936,0,0,0.005615,0.004679,0.002808,0.000468,0,0.000468,0,0.001404,0.00234,0.001872,0.002808,0.740672,0.756072,0.362717,0.441664,0.2,0.229268,0.35,0.115691,0.160377,0,0,0.456522,0.090798,0.702859,0.380474,0.628154,0.033637,Non-Interactive
hsa_781,D00548,0.007339,0.000917,0,0.001835,0,0,0.001835,0.004587,0.001835,0,0,0,0,0,0.000917,0.000917,0.00367,0.805907,0.68137,0.402443,0.532914,0,0.161721,0.4,0.33876,0.125786,0,0,0.342105,0.100295,0.855124,0.232733,0.616718,0.01774,Non-Interactive
hsa_6328,D00651,0.004615,0.00359,0.000513,0,0,0.000513,0.005128,0.005641,0.004103,0.00359,0.001026,0.001026,0.000513,0.001538,0.002051,0,0.003077,0.745839,0.740178,0.265823,0.403034,0.4,0.270287,0.8,0.46415,0.308176,0.015152,0,0.21875,0.151432,0.553445,0.668467,0.756696,0.052536,Non-Interactive
