Protein,Drug,ED,MD,WC,WQ,WG,YH,AI,FL,EM,TM,CW,EW,FW,MY,CV,NH,NF,MATS3c,MATS5v,GATS2c,GATS5c,nBase,Kier1,nAtomP,MLFER_BO,MPC6,nFRing,nF8HeteroRing,RotBtFrac,GGI6,JGI10,JGT,MWC9,WPATH,'Class Label'
hsa_55584,D02207,0.006276,0.002092,0,0,0,0,0.002092,0.002092,0,0.002092,0.002092,0.004184,0,0,0.004184,0,0,0.824235,0.837119,0.458883,0.43552,0.6,0.489716,0.75,0.206096,0.798742,1,0,0.142157,0.755637,0.534849,0.453057,0.925671,0.186492,Interactive
hsa_2559,D00530,0,0.006637,0,0,0,0.002212,0,0,0.002212,0.00885,0,0,0.002212,0,0,0,0.004425,0.507142,0.615038,0.326503,0.315689,0,0.220175,1,0.505369,0.264151,0.015152,0,0.208333,0.194411,0.686926,0.307769,0.728143,0.034261,Interactive
hsa_8913,D00538,0.002562,0.001708,0.000854,0,0.001708,0.001281,0.003416,0.003843,0.002989,0.000854,0,0.000427,0.000854,0.000854,0.000854,0.000427,0.002989,0.385204,0.62356,0.222015,0.39764,0,0.094791,0.45,0.214063,0.113208,0.015152,0,0.166667,0.053626,0,0.520382,0.589399,0.008231,Interactive
hsa_57192,D00649,0.001727,0,0,0,0,0.003454,0.001727,0.005181,0,0,0,0,0,0,0.001727,0,0,0.625614,0.740178,0.266549,0.535804,0.6,0.138635,0.7,0.813994,0.084906,0,0,0.444444,0.075868,0,0.649424,0.552278,0.01046,Interactive
hsa_8912,D00332,0.005115,0.000853,0.000853,0.000853,0.001279,0.001705,0.004263,0.004689,0.002558,0.001279,0,0,0,0.000853,0.001705,0.000426,0.002558,0.636296,0.733744,0.172163,0.462245,0,0.087363,0.15,0.161067,0.037736,0,0,0.392361,0.02986,0,0.504484,0.483738,0.00526,Interactive
hsa_779,D03830,0.005342,0.001068,0,0.000534,0,0,0.005342,0.00641,0.003205,0.001068,0,0.001603,0,0.001068,0.001603,0.001603,0.005342,0.82656,0.786411,0.465108,0.43132,0.4,0.320671,0.45,0.491514,0.380503,0.015152,0,0.327957,0.407153,0.381036,0.384784,0.764028,0.061243,Interactive
hsa_9177,D00451,0.004545,0,0,0,0.002273,0.004545,0.004545,0.015909,0,0,0,0.004545,0,0,0,0,0,0.658686,0.815763,0.43381,0.340364,0.4,0.195439,0.45,0.230689,0.18239,0.015152,0,0.404762,0.248036,0.327108,0.582824,0.654561,0.02505,Interactive
hsa_2902,D00711,0.005656,0,0,0,0.001131,0.001131,0.003394,0.003394,0.001131,0.003394,0,0.001131,0,0.001131,0.001131,0.001131,0.001131,0.706551,0.740178,0.245818,0.612434,0.2,0.128153,0.3,0.178039,0.113208,0,0,0.203431,0.07404,0,0.407926,0.658688,0.011054,Interactive
hsa_3781,D00809,0.00173,0.00346,0,0,0.00173,0.00346,0.00346,0.00692,0.00173,0,0,0,0,0.00173,0,0,0.00519,0.780046,0.67896,0.705587,0.287679,0.4,0.186969,0.7,0.06512,0.254717,0.045455,0,0.184783,0.121928,0,0.164043,0.681451,0.025733,Interactive
hsa_783,D00332,0.006623,0,0,0,0,0,0.004967,0.003311,0,0,0,0.001656,0,0,0,0.006623,0,0.636296,0.733744,0.172163,0.462245,0,0.087363,0.15,0.161067,0.037736,0,0,0.392361,0.02986,0,0.504484,0.483738,0.00526,Interactive
hsa_6338,D00649,0.00313,0.001565,0,0.001565,0.00313,0,0.001565,0.00313,0.001565,0.001565,0.001565,0.001565,0.001565,0,0,0.00313,0.007825,0.625614,0.740178,0.266549,0.535804,0.6,0.138635,0.7,0.813994,0.084906,0,0,0.444444,0.075868,0,0.649424,0.552278,0.01046,Interactive
hsa_6532,D00110,0.006359,0,0,0.00318,0.00159,0.00159,0.007949,0.007949,0.00318,0,0.00159,0,0.00159,0,0,0,0,0.564038,0.891246,0.379736,0.666605,0.4,0.203549,0.45,0.313128,0.261006,0.015152,0,0.262153,0.218177,0.855124,0.348634,0.725776,0.029864,Interactive
hsa_3785,D00294,0.007117,0.002372,0,0.002372,0.001186,0.002372,0.001186,0.00949,0,0,0,0,0,0.001186,0.002372,0,0.002372,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_6335,D00642,0.006073,0.002024,0.000506,0,0,0,0.003543,0.006073,0.00253,0.001518,0.000506,0.000506,0.000506,0.001518,0.00253,0.000506,0.003036,0.779646,0.782608,0.415382,0.474388,0.4,0.213377,0.55,0.435746,0.352201,0.060606,0,0.189815,0.181901,0.733973,0.311342,0.768751,0.037738,Interactive
hsa_786,D00560,0.004525,0.00905,0,0,0,0,0.00905,0.004525,0,0,0,0,0,0,0.004525,0,0,0.620558,0.71479,0.331302,0.382334,0.4,0.354744,0.5,0.286457,0.383648,0.015152,0,0.205044,0.318082,0.499748,0.286325,0.797369,0.117226,Interactive
hsa_778,D00437,0.006579,0.002024,0,0.000506,0.000506,0.000506,0.003543,0.005567,0.00253,0.001012,0,0.001012,0,0.000506,0.003036,0.001012,0.003543,0.631866,0.669899,0.307511,0.679199,0,0.280165,0.55,0.409075,0.314465,0,0,0.399038,0.426874,0,0.389568,0.764045,0.03756,Interactive
hsa_3767,D01799,0.007712,0,0,0,0.002571,0.002571,0.005141,0.010283,0,0.002571,0,0,0,0,0.002571,0,0,0.685598,0.740178,0.253897,0.227523,0.2,0.178564,0.7,0.022168,0.119497,0,0,0.270833,0.116071,0.653675,0.569939,0.608658,0.022138,Interactive
hsa_6330,D00538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385204,0.62356,0.222015,0.39764,0,0.094791,0.45,0.214063,0.113208,0.015152,0,0.166667,0.053626,0,0.520382,0.589399,0.008231,Interactive
hsa_1138,D05453,0.006424,0,0,0,0,0,0.004283,0.012848,0,0.002141,0.002141,0.004283,0,0,0,0,0,0.693474,0.689137,0.591828,0.368913,0.4,0.137575,0.3,0.064773,0.176101,0,0,0.0625,0.087751,0,0.0674,0.678484,0.015838,Interactive
hsa_6323,D00709,0.005478,0.002988,0.000498,0,0,0.000996,0.003984,0.006972,0.003486,0.00249,0.000996,0.000498,0.000996,0.001494,0.00249,0.000996,0.002988,0.798627,0.489268,0.250599,0.417256,0,0.087363,0.15,0.479737,0.034591,0,0,0.392361,0,0,0.377601,0.497369,0.00517,Interactive
hsa_6336,D00739,0.00665,0.001023,0.000512,0.000512,0,0,0.002558,0.004604,0.001535,0.001023,0.000512,0.000512,0.001535,0.001535,0.002558,0.000512,0.002558,0.704197,0.769131,0.538573,0.277514,0.4,0.212341,0.4,0.297887,0.106918,0,0,0.431818,0.082876,0.34205,0.001494,0.525973,0.03649,Interactive
hsa_6334,D01287,0.005676,0.00258,0.000516,0,0,0.000516,0.003096,0.006192,0.001548,0.001032,0.001032,0.000516,0.000516,0.001548,0.00258,0.000516,0.003612,0.881892,0.737802,0.439324,0.648594,0.4,0.212341,0.45,0.210946,0.147799,0,0,0.38447,0.175198,0.285512,0.316916,0.633217,0.027992,Interactive
hsa_59284,D00629,0,0,0,0,0,0,0.00365,0.014599,0.00365,0,0,0,0,0.00365,0.00365,0,0,0.585647,0.654403,0.29757,0.653341,0,0.297163,0.55,0.409075,0.305031,0,0,0.421296,0.320536,0,0.427335,0.756183,0.04383,Interactive
hsa_57053,D00524,0.002227,0.004454,0,0,0,0,0.006682,0.004454,0,0.004454,0,0.004454,0,0,0.004454,0,0,0.601328,0.974557,0.412803,0.45943,0.2,0.085931,0.2,0.126429,0.018868,0,0,0.884259,0,0,0.812136,0.266136,0.003655,Interactive
hsa_2555,D02207,0.004444,0.004444,0,0,0,0,0,0.004444,0,0.006667,0,0,0.002222,0,0,0,0,0.824235,0.837119,0.458883,0.43552,0.6,0.489716,0.75,0.206096,0.798742,1,0,0.142157,0.755637,0.534849,0.453057,0.925671,0.186492,Interactive
hsa_1136,D02101,0.003968,0,0,0,0,0,0.005952,0.009921,0,0.005952,0,0.001984,0,0,0,0,0.001984,0.848662,0.665701,0.425893,0.446565,0.4,0.160726,0.4,0.321787,0.679245,0.287879,1,0.11859,0.199607,0,0.447324,0.894521,0.02401,Interactive
hsa_774,D00437,0.003422,0.001711,0.000428,0,0.000428,0.001283,0.003849,0.004705,0.002566,0.001283,0,0.000855,0,0.000855,0.001711,0.000428,0.002994,0.631866,0.669899,0.307511,0.679199,0,0.280165,0.55,0.409075,0.314465,0,0,0.399038,0.426874,0,0.389568,0.764045,0.03756,Interactive
hsa_2557,D00548,0,0.005425,0,0,0,0,0.001808,0.001808,0.003617,0.007233,0,0,0.001808,0,0,0.001808,0.001808,0.805907,0.68137,0.402443,0.532914,0,0.161721,0.4,0.33876,0.125786,0,0,0.342105,0.100295,0.855124,0.232733,0.616718,0.01774,Interactive
hsa_8514,D00294,0,0,0.002732,0,0.005464,0.002732,0.008197,0,0.002732,0,0,0,0.002732,0.005464,0,0,0,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_6328,D00642,0.004615,0.00359,0.000513,0,0,0.000513,0.005128,0.005641,0.004103,0.00359,0.001026,0.001026,0.000513,0.001538,0.002051,0,0.003077,0.779646,0.782608,0.415382,0.474388,0.4,0.213377,0.55,0.435746,0.352201,0.060606,0,0.189815,0.181901,0.733973,0.311342,0.768751,0.037738,Interactive
hsa_55515,D00512,0.003008,0.001504,0,0,0.001504,0,0,0.003008,0,0,0,0,0,0,0,0.001504,0.004511,0.475011,0.673317,0.179462,0.502528,0.4,0.153974,0.3,0.618982,0.207547,0,0,0.107143,0.104814,0,0.317891,0.735649,0.017859,Interactive
hsa_778,D00616,0.006579,0.002024,0,0.000506,0.000506,0.000506,0.003543,0.005567,0.00253,0.001012,0,0.001012,0,0.000506,0.003036,0.001012,0.003543,0.82656,0.786411,0.465108,0.43132,0.4,0.320671,0.45,0.491514,0.380503,0.015152,0,0.327957,0.407153,0.381036,0.384784,0.764028,0.061243,Interactive
hsa_2890,D00294,0.003315,0.001105,0,0.00221,0.001105,0.001105,0.003315,0.00442,0.00221,0.00221,0,0.001105,0,0,0.001105,0,0.001105,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_55503,D00560,0.006906,0,0.001381,0,0,0,0.004144,0.002762,0,0.002762,0.001381,0,0,0.004144,0.001381,0.001381,0,0.620558,0.71479,0.331302,0.382334,0.4,0.354744,0.5,0.286457,0.383648,0.015152,0,0.205044,0.318082,0.499748,0.286325,0.797369,0.117226,Interactive
hsa_3782,D01242,0.004027,0.002685,0,0,0.001342,0.002685,0.005369,0.005369,0.001342,0,0,0,0.001342,0.001342,0,0.002685,0.004027,0.897155,0.846048,0.674354,0.466902,0.4,0.170441,0.65,0.145826,0.27044,0.045455,0,0.242424,0.197441,0,0.264167,0.702988,0.021633,Interactive
hsa_6332,D00512,0.004759,0.00119,0.000595,0.000595,0,0.000595,0.002974,0.010113,0.00238,0.00119,0.000595,0.000595,0,0.00238,0.00119,0,0.004164,0.475011,0.673317,0.179462,0.502528,0.4,0.153974,0.3,0.618982,0.207547,0,0,0.107143,0.104814,0,0.317891,0.735649,0.017859,Interactive
hsa_2554,D00225,0.006593,0.004396,0,0,0,0,0,0,0,0.006593,0,0.002198,0.002198,0,0,0,0,0.695134,0.740178,0.262713,0.369887,0,0.180853,0.95,0.719432,0.345912,0.045455,0,0.083333,0.222764,0,0.206394,0.755003,0.027041,Interactive
hsa_1138,D02173,0.006424,0,0,0,0,0,0.004283,0.012848,0,0.002141,0.002141,0.004283,0,0,0,0,0,0.753652,0.641231,0.434255,0.428251,0.4,0.164701,0.4,0.307932,0.468553,0.121212,0,0.131944,0.188605,0,0.466364,0.821091,0.022286,Interactive
hsa_3781,D00823,0.00173,0.00346,0,0,0.00173,0.00346,0.00346,0.00692,0.00173,0,0,0,0,0.00173,0,0,0.00519,0.740672,0.756072,0.362717,0.441664,0.2,0.229268,0.35,0.115691,0.160377,0,0,0.456522,0.090798,0.702859,0.380474,0.628154,0.033637,Interactive
hsa_55879,D00545,0.006339,0.00317,0,0,0.001585,0.001585,0.004754,0.006339,0.001585,0.001585,0,0,0.00317,0.001585,0,0,0.001585,0.704934,0.740178,0.321295,0.003122,0,0.085931,0,0.056806,0,0,0,1,0,0,0.911987,0.363613,0.00318,Interactive
hsa_2902,D03878,0.005656,0,0,0,0.001131,0.001131,0.003394,0.003394,0.001131,0.003394,0,0.001131,0,0.001131,0.001131,0.001131,0.001131,0.670384,0.617029,0.394442,0.419971,0.2,0.101055,0.3,0.08417,0.342767,0.090909,0,0.010417,0.025628,0,0.286549,0.78119,0.012243,Interactive
hsa_2558,D00550,0.006508,0.006508,0,0,0,0.002169,0,0,0.002169,0.004338,0,0,0.002169,0,0,0,0,0.693973,0.740178,0.262007,0.35595,0,0.197082,0.95,0.661933,0.36478,0.045455,0,0.11859,0.282196,0,0.268179,0.771043,0.03028,Interactive
hsa_3752,D05156,0.003058,0.001529,0,0,0,0.001529,0.006116,0.001529,0,0.004587,0,0,0.001529,0,0.003058,0.001529,0.003058,0.661836,0.663534,0.602924,0.35488,0.4,0.061728,0.3,0.155178,0.066038,0,0,0.11859,0.024054,0,0.095503,0.510219,0.0052,Interactive
hsa_2741,D00547,0.004464,0.008929,0,0.002232,0,0,0.002232,0.006696,0.002232,0.006696,0,0.002232,0.002232,0.004464,0,0,0.008929,0.693734,0.822292,0.350864,0.179814,0,0.120303,0,0.047454,0,0,0,1,0,0,0.949171,0.496332,0.005111,Interactive
hsa_3741,D00294,0.004902,0,0,0,0,0.001634,0.00817,0.001634,0,0.001634,0,0,0.001634,0,0.001634,0,0.001634,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_200909,D00677,0,0.004963,0,0,0,0,0.007444,0.009926,0,0,0,0.004963,0,0,0,0,0.002481,0.643591,0.800998,0.444168,0.529071,0.4,0.197082,0.6,0.353308,0.289308,0.030303,0,0.158654,0.185287,0.411464,0.333969,0.750991,0.035034,Interactive
hsa_3767,D00335,0.007712,0,0,0,0.002571,0.002571,0.005141,0.010283,0,0.002571,0,0,0,0,0.002571,0,0,0.559006,0.82656,0.255218,0.578458,0,0.354376,0.65,0.587115,0.220126,0,0,0.305556,0.265082,0.57126,0.467783,0.703367,0.101447,Interactive
hsa_778,D00332,0.006579,0.002024,0,0.000506,0.000506,0.000506,0.003543,0.005567,0.00253,0.001012,0,0.001012,0,0.000506,0.003036,0.001012,0.003543,0.636296,0.733744,0.172163,0.462245,0,0.087363,0.15,0.161067,0.037736,0,0,0.392361,0.02986,0,0.504484,0.483738,0.00526,Interactive
hsa_6334,D01243,0.005676,0.00258,0.000516,0,0,0.000516,0.003096,0.006192,0.001548,0.001032,0.001032,0.000516,0.000516,0.001548,0.00258,0.000516,0.003612,0.931072,0.800058,0.365757,0.433525,0.2,0.15575,0.45,0.215102,0.066038,0,0,0.544271,0.060938,0.855124,0.37752,0.496372,0.014025,Interactive
hsa_3742,D02237,0.007576,0,0,0,0,0.001894,0.00947,0.005682,0.001894,0.001894,0,0,0.001894,0.001894,0,0,0.001894,0.537593,0.73237,0.286456,0.246587,1,0.121531,0.2,0.454105,0.062893,0,0,0.330357,0.053016,0,0.074495,0.367412,0.009984,Non-Interactive
hsa_2564,D02087,0,0.00198,0.00198,0.00198,0,0,0.00198,0.00198,0.00198,0.005941,0,0.00198,0.00198,0,0,0,0.005941,0.625363,0.805269,0.375807,0.463268,0.4,0.312239,0.95,0.415656,0.380503,0.045455,0,0.242424,0.293723,0.368375,0.23174,0.772345,0.073812,Non-Interactive
hsa_6531,D02914,0,0,0,0.001616,0.001616,0,0.008078,0.008078,0,0.001616,0.001616,0,0,0,0.001616,0,0,0.682544,0.740178,0.267758,0.445669,0,0.331196,0.55,0.554555,0.345912,0,0,0.497126,0.365021,0.321555,0.318716,0.765662,0.054081,Non-Interactive
hsa_6326,D00694,0.006986,0.002994,0.000499,0,0,0.000998,0.004491,0.005489,0.003992,0.002994,0.000998,0.000499,0.000998,0.001497,0.002495,0.000499,0.002495,0.694594,0.740178,0.274211,0.400441,0,0.203549,0.85,0.570142,0.292453,0.015152,0,0.131944,0.236797,0,0.313557,0.713385,0.027368,Non-Interactive
hsa_2906,D01599,0.003745,0.000749,0,0,0.000749,0,0.001498,0.007491,0.000749,0,0,0,0,0.000749,0,0,0,0.576545,0.918375,0.293301,0.627769,0.2,0.203549,0.7,0.036024,0.194969,0.015152,1,0.21875,0.116376,0.203519,0.589227,0.692263,0.033816,Non-Interactive
hsa_56659,D00574,0.002457,0.002457,0,0,0.002457,0,0.004914,0.009828,0.004914,0,0,0,0,0.002457,0,0,0.004914,0.582579,0.694424,0.169766,0.330112,0,0.144915,0.35,0.377208,0.154088,0,0,0.189815,0.150518,0,0.649126,0.665265,0.013907,Non-Interactive
hsa_2558,D00809,0.006508,0.006508,0,0,0,0.002169,0,0,0.002169,0.004338,0,0,0.002169,0,0,0,0,0.780046,0.67896,0.705587,0.287679,0.4,0.186969,0.7,0.06512,0.254717,0.045455,0,0.184783,0.121928,0,0.164043,0.681451,0.025733,Non-Interactive
hsa_2904,D02207,0.002697,0.000674,0,0.000674,0.000674,0.000674,0.00472,0.001349,0.002023,0.000674,0,0.001349,0.000674,0,0.000674,0,0.000674,0.824235,0.837119,0.458883,0.43552,0.6,0.489716,0.75,0.206096,0.798742,1,0,0.142157,0.755637,0.534849,0.453057,0.925671,0.186492,Non-Interactive
hsa_2895,D00823,0.002982,0.002982,0,0.001988,0,0,0.002982,0.002982,0,0.001988,0.000994,0,0,0.000994,0,0.000994,0,0.740672,0.756072,0.362717,0.441664,0.2,0.229268,0.35,0.115691,0.160377,0,0,0.456522,0.090798,0.702859,0.380474,0.628154,0.033637,Non-Interactive
hsa_2564,D00740,0,0.00198,0.00198,0.00198,0,0,0.00198,0.00198,0.00198,0.005941,0,0.00198,0.00198,0,0,0,0.005941,0.756665,0.818916,0.39663,0.403226,0.4,0.172873,0.5,0.275719,0.075472,0,0,0.571078,0.09872,1,0.388004,0.489518,0.017888,Non-Interactive
hsa_2558,D00618,0.006508,0.006508,0,0,0,0.002169,0,0,0.002169,0.004338,0,0,0.002169,0,0,0,0,0.637648,0.69384,0.297732,0.814175,0,0.331196,0.55,0.416003,0.339623,0,0,0.461207,0.480195,0.213781,0.444653,0.774572,0.053428,Non-Interactive
hsa_55515,D03180,0.003008,0.001504,0,0,0.001504,0,0,0.003008,0,0,0,0,0,0,0,0.001504,0.004511,0.293403,0.610697,0.161711,0.465186,0,0.138635,0.4,0.322134,0.084906,0,0,0.375,0.030165,0,0.750523,0.64756,0.009152,Non-Interactive
hsa_3787,D03878,0.005714,0,0,0,0.00381,0,0,0.001905,0,0.001905,0.001905,0,0,0.001905,0.00381,0.001905,0.001905,0.670384,0.617029,0.394442,0.419971,0.2,0.101055,0.3,0.08417,0.342767,0.090909,0,0.010417,0.025628,0,0.286549,0.78119,0.012243,Non-Interactive
hsa_55515,D00227,0.003008,0.001504,0,0,0.001504,0,0,0.003008,0,0,0,0,0,0,0,0.001504,0.004511,0.699978,0.081422,0.28233,0.322003,0,0.078215,0.55,0.401108,0.122642,0.015152,0,0.107143,0,0,0.37702,0.63241,0.005794,Non-Interactive
hsa_3760,D01256,0.004,0,0,0,0.002,0,0.002,0.01,0.002,0,0,0,0,0,0.002,0,0.002,0.733926,0.740178,0.232284,0.407641,0,0.213377,0.75,0.362314,0.402516,0.030303,0,0.112654,0.223678,0.845272,0.75148,0.81348,0.03646,Non-Interactive
hsa_3787,D03274,0.005714,0,0,0,0.00381,0,0,0.001905,0,0.001905,0.001905,0,0,0.001905,0.00381,0.001905,0.001905,0.709219,0.740178,0.257988,0.345804,0.4,0.186969,0.65,0.134742,0.27673,0.045455,0,0.275362,0.187995,0,0.289196,0.7039,0.026149,Non-Interactive
hsa_89822,D00960,0,0,0,0.007407,0,0,0,0.007407,0,0.003704,0,0,0.003704,0.003704,0,0.003704,0.003704,0.789705,0.839028,0.275966,0.314202,0,0.229268,0.3,0.369934,0.201258,0,0,0.320652,0.292471,0,0.666306,0.693966,0.029685,Non-Interactive
hsa_6329,D01599,0.004905,0.00218,0.000545,0,0,0,0.00436,0.005995,0.003815,0.00327,0.000545,0.000545,0.000545,0.002725,0.00327,0.00109,0.00327,0.576545,0.918375,0.293301,0.627769,0.2,0.203549,0.7,0.036024,0.194969,0.015152,1,0.21875,0.116376,0.203519,0.589227,0.692263,0.033816,Non-Interactive
hsa_9992,D00319,0.016393,0.008197,0,0.008197,0,0.008197,0.008197,0,0,0,0,0,0,0,0,0,0.016393,0.798375,0.740178,0.350722,0.377003,0,0.280165,0.55,0.472116,0.311321,0,0,0.439103,0.365935,0,0.421993,0.762011,0.038154,Non-Interactive
hsa_3741,D00553,0.004902,0,0,0,0,0.001634,0.00817,0.001634,0,0.001634,0,0,0.001634,0,0.001634,0,0.001634,0.931072,0.800058,0.365757,0.433525,0.2,0.15575,0.45,0.215102,0.066038,0,0,0.544271,0.060938,0.855124,0.37752,0.496372,0.014025,Non-Interactive
hsa_93107,D02207,0.007722,0,0,0,0.003861,0,0.005792,0.003861,0.003861,0.001931,0,0,0,0,0.003861,0,0,0.824235,0.837119,0.458883,0.43552,0.6,0.489716,0.75,0.206096,0.798742,1,0,0.142157,0.755637,0.534849,0.453057,0.925671,0.186492,Non-Interactive
hsa_776,D00708,0.006422,0.000917,0.000459,0.001376,0.000459,0.000459,0.006422,0.004128,0.001835,0.000917,0.000459,0.000917,0.000459,0.000917,0.001835,0.00367,0.004128,0.564242,0.720287,0.220597,0.557724,0,0.111442,0.3,0.383443,0.113208,0,0,0.153646,0.05151,0,0.35102,0.611778,0.010014,Non-Interactive
hsa_2560,D01295,0,0.004228,0,0,0,0,0.002114,0.004228,0.002114,0.008457,0,0,0.002114,0.004228,0,0,0,0.80456,0.734007,0.705307,0.511554,0.8,0.27911,0.4,0.1053,0.251572,0,0,0.159946,0.193784,0.403658,0,0.701083,0.068463,Non-Interactive
hsa_9424,D01242,0.003205,0,0,0,0.003205,0,0,0.009615,0,0.003205,0.003205,0,0,0,0.003205,0,0,0.897155,0.846048,0.674354,0.466902,0.4,0.170441,0.65,0.145826,0.27044,0.045455,0,0.242424,0.197441,0,0.264167,0.702988,0.021633,Non-Interactive
hsa_9177,D02261,0.004545,0,0,0,0.002273,0.004545,0.004545,0.015909,0,0,0,0.004545,0,0,0,0,0,0.779646,0.782608,0.415382,0.474388,0.4,0.213377,0.55,0.435746,0.352201,0.060606,0,0.189815,0.181901,0.733973,0.311342,0.768751,0.037738,Non-Interactive
hsa_3762,D02086,0.002392,0.002392,0,0,0.002392,0,0.002392,0.004785,0.004785,0.002392,0,0.002392,0.002392,0,0.002392,0,0,0.843632,0.713968,0.456122,0.508234,0.4,0.172873,0.45,0.204018,0.072327,0,0,0.571078,0.128885,0,0.483476,0.537758,0.016046,Non-Interactive
hsa_7225,D00379,0.008602,0.001075,0,0,0,0,0.008602,0.004301,0.002151,0.002151,0,0.001075,0.002151,0,0.001075,0.001075,0,0.572224,0.942049,0.305153,0.572318,0.2,0.212341,0.7,0.022168,0.147799,0,0,0.242424,0.14781,0.416996,0.48784,0.614479,0.029656,Non-Interactive
hsa_3744,D00477,0.003922,0.003922,0,0,0,0.001961,0.003922,0.001961,0.001961,0.003922,0,0,0.003922,0,0,0.001961,0.003922,0.729044,0.788844,0.383372,0.353347,0.4,0.172873,0.5,0.361621,0.075472,0,0,0.571078,0.09872,1,0.388004,0.489518,0.017888,Non-Interactive
hsa_6323,D00651,0.005478,0.002988,0.000498,0,0,0.000996,0.003984,0.006972,0.003486,0.00249,0.000996,0.000498,0.000996,0.001494,0.00249,0.000996,0.002988,0.745839,0.740178,0.265823,0.403034,0.4,0.270287,0.8,0.46415,0.308176,0.015152,0,0.21875,0.151432,0.553445,0.668467,0.756696,0.052536,Non-Interactive
hsa_3769,D02914,0.010753,0.032258,0.010753,0,0.010753,0,0,0,0,0,0,0,0,0,0,0,0,0.682544,0.740178,0.267758,0.445669,0,0.331196,0.55,0.554555,0.345912,0,0,0.497126,0.365021,0.321555,0.318716,0.765662,0.054081,Non-Interactive
hsa_57053,D01599,0.002227,0.004454,0,0,0,0,0.006682,0.004454,0,0.004454,0,0.004454,0,0,0.004454,0,0,0.576545,0.918375,0.293301,0.627769,0.2,0.203549,0.7,0.036024,0.194969,0.015152,1,0.21875,0.116376,0.203519,0.589227,0.692263,0.033816,Non-Interactive
hsa_9254,D00650,0.007867,0.000874,0,0.001748,0,0.000874,0.002622,0.005245,0.001748,0.000874,0,0,0,0,0.001748,0.001748,0.004371,0.578015,0.743533,0.207899,0.450071,0,0.287056,0.75,0.319363,0.36478,0.015152,0,0.24569,0.372334,0.662103,0.806895,0.800662,0.051585,Non-Interactive
hsa_2897,D03274,0.002181,0,0,0,0,0.001091,0.005453,0.003272,0.001091,0.001091,0,0.002181,0.001091,0.003272,0.001091,0,0.001091,0.709219,0.740178,0.257988,0.345804,0.4,0.186969,0.65,0.134742,0.27673,0.045455,0,0.275362,0.187995,0,0.289196,0.7039,0.026149,Non-Interactive
hsa_40,D00726,0.003914,0.001957,0,0,0.003914,0.001957,0,0.001957,0.001957,0.001957,0,0,0,0,0,0.001957,0.001957,0.657776,0.740178,0.263442,0.277601,0.4,0.224279,0.55,0.420159,0.116352,0,0,0.635417,0.113955,0.5,0.486142,0.593019,0.026328,Non-Interactive
hsa_51305,D00611,0.005362,0,0,0,0,0,0.002681,0.005362,0.002681,0.002681,0,0.002681,0,0.002681,0,0,0,0.794112,0.788238,0.38341,0.197413,0.2,0.061728,0,0.074125,0.110063,0.015152,0,0.358974,0,0,0.888562,0.711392,0.004309,Non-Interactive
hsa_2559,D00636,0,0.006637,0,0,0,0.002212,0,0,0.002212,0.00885,0,0,0.002212,0,0,0,0.004425,0.745356,0.772639,0.471538,0.50135,0.4,0.354376,0.9,0.287496,0.345912,0.015152,0,0.463384,0.352867,0.355131,0.358653,0.777082,0.085609,Non-Interactive
hsa_55584,D00709,0.006276,0.002092,0,0,0,0,0.002092,0.002092,0,0.002092,0.002092,0.004184,0,0,0.004184,0,0,0.798627,0.489268,0.250599,0.417256,0,0.087363,0.15,0.479737,0.034591,0,0,0.392361,0,0,0.377601,0.497369,0.00517,Non-Interactive
hsa_60598,D00418,0.00304,0,0,0,0,0,0.00304,0.009119,0,0,0,0,0,0,0.00304,0,0,0.611355,0.71227,0.234373,0.459263,0,0.111442,0.1,0.698995,0.116352,0,0,0.21875,0.076173,0,0.390999,0.576984,0.010163,Non-Interactive
hsa_785,D02566,0.007707,0,0,0,0,0.001927,0.009634,0.003854,0.003854,0,0,0,0,0,0,0.003854,0,0.758719,0.617275,0.460902,0.255537,0.2,0.164701,0.3,0.272255,0.437107,0.121212,0,0.175347,0.119439,0,0.221964,0.812991,0.023594,Non-Interactive
hsa_23630,D02234,0,0,0,0,0,0,0,0,0,0,0,0.007092,0,0,0,0,0,0.715076,0.758627,0.670699,0.240261,0.4,0.180853,0.8,0.069276,0.330189,0.045455,0,0,0.140836,0,0.151995,0.73493,0.0271,Non-Interactive
