Protein,Drug,ED,MD,WC,WQ,WG,YH,AI,FL,EM,TM,CW,EW,FW,MY,CV,NH,NF,MATS3c,MATS5v,GATS2c,GATS5c,nBase,Kier1,nAtomP,MLFER_BO,MPC6,nFRing,nF8HeteroRing,RotBtFrac,GGI6,JGI10,JGT,MWC9,WPATH,'Class Label'
hsa_777,D00629,0.004407,0.001763,0,0.000881,0,0.000441,0.005289,0.003967,0.002644,0.001763,0,0.000441,0,0.001322,0.001763,0.000441,0.001763,0.585647,0.654403,0.29757,0.653341,0,0.297163,0.55,0.409075,0.305031,0,0,0.421296,0.320536,0,0.427335,0.756183,0.04383,Interactive
hsa_775,D00618,0.006083,0.001404,0,0.000936,0,0,0.005615,0.004679,0.002808,0.000468,0,0.000468,0,0.001404,0.00234,0.001872,0.002808,0.637648,0.69384,0.297732,0.814175,0,0.331196,0.55,0.416003,0.339623,0,0,0.461207,0.480195,0.213781,0.444653,0.774572,0.053428,Interactive
hsa_6339,D02356,0.002497,0,0.001248,0.002497,0.002497,0.001248,0.001248,0.002497,0,0,0.001248,0.001248,0,0,0,0.001248,0,0.873125,0.660895,0.529463,0.470891,0.4,0.416452,0.4,0.35123,0.257862,0,0,0.571078,0.371725,0.381625,0.541931,0.754651,0.109411,Interactive
hsa_6326,D02088,0.006986,0.002994,0.000499,0,0,0.000998,0.004491,0.005489,0.003992,0.002994,0.000998,0.000499,0.000998,0.001497,0.002495,0.000499,0.002495,1,0.683829,0.262632,0.312395,0,0.121531,0.45,0.210946,0.066038,0,0,0.479167,0.045704,0,0.5453,0.512764,0.008558,Interactive
hsa_6326,D00738,0.006986,0.002994,0.000499,0,0,0.000998,0.004491,0.005489,0.003992,0.002994,0.000998,0.000499,0.000998,0.001497,0.002495,0.000499,0.002495,0.901103,0.745327,0.452293,0.594715,0.4,0.161721,0.45,0.210946,0.116352,0,0,0.287281,0.137416,0,0.374757,0.607752,0.017621,Interactive
hsa_3768,D00294,0.00463,0.002315,0,0,0.002315,0,0.002315,0.011574,0,0.002315,0,0,0.002315,0,0.006944,0,0,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_2556,D02461,0.002037,0.004073,0,0,0,0,0.004073,0.002037,0.002037,0.004073,0,0,0.002037,0,0,0,0,0.776751,0.628648,0.250436,0.5301,0,0.220175,0.3,0.710772,0.286164,0.015152,0,0.291667,0.215756,0.593062,0.62639,0.792949,0.036579,Interactive
hsa_59284,D00618,0,0,0,0,0,0,0.00365,0.014599,0.00365,0,0,0,0,0.00365,0.00365,0,0,0.637648,0.69384,0.297732,0.814175,0,0.331196,0.55,0.416003,0.339623,0,0,0.461207,0.480195,0.213781,0.444653,0.774572,0.053428,Interactive
hsa_6331,D00640,0.005462,0.002979,0.000497,0,0,0.000497,0.002979,0.005958,0.003972,0.00149,0.00149,0.000497,0.000497,0.00149,0.002483,0.000497,0.003972,0.808113,0.749358,0.394705,0.477374,0.2,0.280165,0.45,0.375476,0.144654,0,0,0.479167,0.160268,0.39311,0.16544,0.605613,0.052596,Interactive
hsa_778,D00615,0.006579,0.002024,0,0.000506,0.000506,0.000506,0.003543,0.005567,0.00253,0.001012,0,0.001012,0,0.000506,0.003036,0.001012,0.003543,0.682544,0.740178,0.267758,0.445669,0,0.331196,0.55,0.554555,0.345912,0,0,0.497126,0.365021,0.321555,0.318716,0.765662,0.054081,Interactive
hsa_55800,D00538,0.004673,0,0,0,0,0,0.004673,0.009346,0.004673,0,0,0.004673,0,0.004673,0.004673,0,0,0.385204,0.62356,0.222015,0.39764,0,0.094791,0.45,0.214063,0.113208,0.015152,0,0.166667,0.053626,0,0.520382,0.589399,0.008231,Interactive
hsa_779,D00560,0.005342,0.001068,0,0.000534,0,0,0.005342,0.00641,0.003205,0.001068,0,0.001603,0,0.001068,0.001603,0.001603,0.005342,0.620558,0.71479,0.331302,0.382334,0.4,0.354744,0.5,0.286457,0.383648,0.015152,0,0.205044,0.318082,0.499748,0.286325,0.797369,0.117226,Interactive
hsa_2564,D00329,0,0.00198,0.00198,0.00198,0,0,0.00198,0.00198,0.00198,0.005941,0,0.00198,0.00198,0,0,0,0.005941,0.696353,0.740178,0.26131,0.294813,0.4,0.287056,0.85,0.4115,0.342767,0.015152,0,0.317529,0.386722,0.374558,0.349243,0.748747,0.051437,Interactive
hsa_6336,D00332,0.00665,0.001023,0.000512,0.000512,0,0,0.002558,0.004604,0.001535,0.001023,0.000512,0.000512,0.001535,0.001535,0.002558,0.000512,0.002558,0.636296,0.733744,0.172163,0.462245,0,0.087363,0.15,0.161067,0.037736,0,0,0.392361,0.02986,0,0.504484,0.483738,0.00526,Interactive
hsa_781,D00437,0.007339,0.000917,0,0.001835,0,0,0.001835,0.004587,0.001835,0,0,0,0,0,0.000917,0.000917,0.00367,0.631866,0.669899,0.307511,0.679199,0,0.280165,0.55,0.409075,0.314465,0,0,0.399038,0.426874,0,0.389568,0.764045,0.03756,Interactive
hsa_778,D00617,0.006579,0.002024,0,0.000506,0.000506,0.000506,0.003543,0.005567,0.00253,0.001012,0,0.001012,0,0.000506,0.003036,0.001012,0.003543,0.677116,0.707956,0.392373,0.668778,0.4,0.421996,0.55,0.429858,0.36478,0,0,0.408784,0.358013,0.451012,0.405218,0.792384,0.114938,Interactive
hsa_55879,D00547,0.006339,0.00317,0,0,0.001585,0.001585,0.004754,0.006339,0.001585,0.001585,0,0,0.00317,0.001585,0,0,0.001585,0.693734,0.822292,0.350864,0.179814,0,0.120303,0,0.047454,0,0,0,1,0,0,0.949171,0.496332,0.005111,Interactive
hsa_57053,D03826,0.002227,0.004454,0,0,0,0,0.006682,0.004454,0,0.004454,0,0.004454,0,0,0.004454,0,0,0.667848,0.518035,0.348015,0.246853,0.4,0.170441,0.55,0.281607,0.298742,0.045455,1,0.289773,0.175858,0,0.613759,0.789879,0.022108,Interactive
hsa_3790,D00294,0.010204,0,0,0,0.002041,0.002041,0.004082,0.002041,0,0,0.002041,0,0.002041,0,0.004082,0.002041,0.002041,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_781,D00349,0.007339,0.000917,0,0.001835,0,0,0.001835,0.004587,0.001835,0,0,0,0,0,0.000917,0.000917,0.00367,0.568569,0.683129,0.287489,0.760278,0,0.287056,0.55,0.59716,0.389937,0.015152,0,0.353448,0.374399,0,0.369176,0.796526,0.046861,Interactive
hsa_6326,D03991,0.006986,0.002994,0.000499,0,0,0.000998,0.004491,0.005489,0.003992,0.002994,0.000998,0.000499,0.000998,0.001497,0.002495,0.000499,0.002495,0.711999,0.848348,0.43036,0.354788,0.4,0.270287,0.8,0.31001,0.204403,0,0,0.293155,0.137416,0.317629,0.27711,0.668684,0.055062,Interactive
hsa_8912,D01295,0.005115,0.000853,0.000853,0.000853,0.001279,0.001705,0.004263,0.004689,0.002558,0.001279,0,0,0,0.000853,0.001705,0.000426,0.002558,0.80456,0.734007,0.705307,0.511554,0.8,0.27911,0.4,0.1053,0.251572,0,0,0.159946,0.193784,0.403658,0,0.701083,0.068463,Interactive
hsa_6329,D00332,0.004905,0.00218,0.000545,0,0,0,0.00436,0.005995,0.003815,0.00327,0.000545,0.000545,0.000545,0.002725,0.00327,0.00109,0.00327,0.636296,0.733744,0.172163,0.462245,0,0.087363,0.15,0.161067,0.037736,0,0,0.392361,0.02986,0,0.504484,0.483738,0.00526,Interactive
hsa_8913,D00629,0.002562,0.001708,0.000854,0,0.001708,0.001281,0.003416,0.003843,0.002989,0.000854,0,0.000427,0.000854,0.000854,0.000854,0.000427,0.002989,0.585647,0.654403,0.29757,0.653341,0,0.297163,0.55,0.409075,0.305031,0,0,0.421296,0.320536,0,0.427335,0.756183,0.04383,Interactive
hsa_6530,D05458,0.001623,0,0,0.001623,0.003247,0,0.006494,0.00974,0,0,0.001623,0,0.001623,0,0,0.001623,0.001623,0.411884,0.454361,0.184852,0.532525,0,0.070307,0.3,0.064773,0.031447,0,0,0.431818,0.04479,0,0.54255,0.401902,0.004279,Interactive
hsa_2742,D00547,0.004435,0.008869,0,0,0,0,0.004435,0.011086,0,0.008869,0,0.002217,0.002217,0.002217,0,0.002217,0.011086,0.693734,0.822292,0.350864,0.179814,0,0.120303,0,0.047454,0,0,0,1,0,0,0.949171,0.496332,0.005111,Interactive
hsa_2741,D00544,0.004464,0.008929,0,0.002232,0,0,0.002232,0.006696,0.002232,0.006696,0,0.002232,0.002232,0.004464,0,0,0.008929,0.699683,0.740178,0,0,0,0.051558,0,0.100797,0,0,0,1,0,0,0.828634,0.309719,0.001367,Interactive
hsa_8911,D01295,0.005487,0.002286,0.000914,0,0.000457,0.000457,0.003658,0.003201,0.003201,0.000914,0,0,0,0.001372,0.001372,0.000457,0.003658,0.80456,0.734007,0.705307,0.511554,0.8,0.27911,0.4,0.1053,0.251572,0,0,0.159946,0.193784,0.403658,0,0.701083,0.068463,Interactive
hsa_200909,D00633,0,0.004963,0,0,0,0,0.007444,0.009926,0,0,0,0.004963,0,0,0,0,0.002481,0.845319,0.591438,0.229047,0.420798,0,0.070307,0.4,0.146519,0.044025,0,0,0.431818,0.030165,0,0.448735,0.421324,0.004279,Interactive
hsa_83795,D02272,0.003115,0,0,0,0.003115,0,0.003115,0.009346,0,0,0.003115,0,0.003115,0,0.003115,0.003115,0.003115,0.779646,0.782608,0.415382,0.474388,0.4,0.213377,0.55,0.435746,0.352201,0.060606,0,0.189815,0.181901,0.733973,0.311342,0.768751,0.037738,Interactive
hsa_27133,D00294,0.004053,0.001013,0,0,0,0.00304,0.002026,0.005066,0.001013,0.001013,0,0,0.001013,0.002026,0.002026,0,0.001013,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_3764,D00294,0,0,0,0,0.002364,0,0.004728,0.009456,0,0.002364,0,0,0,0,0.002364,0,0,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_3763,D00373,0.004739,0.004739,0,0,0.00237,0,0.00237,0.004739,0,0,0,0,0.00237,0,0.00237,0,0,0.695696,0.809376,0.608543,0.360793,0.4,0.229733,0.65,0.173537,0.339623,0.045455,0,0.181548,0.219378,0.237927,0.213588,0.74814,0.042433,Interactive
hsa_6329,D02087,0.004905,0.00218,0.000545,0,0,0,0.00436,0.005995,0.003815,0.00327,0.000545,0.000545,0.000545,0.002725,0.00327,0.00109,0.00327,0.625363,0.805269,0.375807,0.463268,0.4,0.312239,0.95,0.415656,0.380503,0.045455,0,0.242424,0.293723,0.368375,0.23174,0.772345,0.073812,Interactive
hsa_6336,D01768,0.00665,0.001023,0.000512,0.000512,0,0,0.002558,0.004604,0.001535,0.001023,0.000512,0.000512,0.001535,0.001535,0.002558,0.000512,0.002558,0.82839,0.796055,0.417511,0.421307,0.4,0.258574,0.55,0.349151,0.125786,0,0,0.668561,0.166971,0.571796,0.347962,0.570445,0.037055,Interactive
hsa_8645,D00740,0.004016,0,0,0,0.002008,0.004016,0.01004,0.004016,0,0,0,0,0,0,0.002008,0,0,0.756665,0.818916,0.39663,0.403226,0.4,0.172873,0.5,0.275719,0.075472,0,0,0.571078,0.09872,1,0.388004,0.489518,0.017888,Interactive
hsa_1138,D03826,0.006424,0,0,0,0,0,0.004283,0.012848,0,0.002141,0.002141,0.004283,0,0,0,0,0,0.667848,0.518035,0.348015,0.246853,0.4,0.170441,0.55,0.281607,0.298742,0.045455,1,0.289773,0.175858,0,0.613759,0.789879,0.022108,Interactive
hsa_6531,D00367,0,0,0,0.001616,0.001616,0,0.008078,0.008078,0,0.001616,0.001616,0,0,0,0.001616,0,0,0.689793,0.740178,0.249438,0.147505,0.4,0.148633,0.45,0.70523,0.361635,0.045455,1,0.094203,0.095081,0,0.402401,0.806977,0.020385,Interactive
hsa_116443,D00711,0.002693,0.002693,0,0.000898,0,0,0.004488,0.005386,0.001795,0.003591,0.000898,0.000898,0,0,0,0,0.002693,0.706551,0.740178,0.245818,0.612434,0.2,0.128153,0.3,0.178039,0.113208,0,0,0.203431,0.07404,0,0.407926,0.658688,0.011054,Interactive
hsa_3739,D02356,0.006135,0,0,0,0,0.001534,0.006135,0.001534,0.001534,0.001534,0,0,0.001534,0,0,0,0.001534,0.873125,0.660895,0.529463,0.470891,0.4,0.416452,0.4,0.35123,0.257862,0,0,0.571078,0.371725,0.381625,0.541931,0.754651,0.109411,Interactive
hsa_2566,D00545,0.004292,0.006438,0,0,0,0,0.002146,0,0,0.002146,0,0,0.002146,0.002146,0,0,0.002146,0.704934,0.740178,0.321295,0.003122,0,0.085931,0,0.056806,0,0,0,1,0,0,0.911987,0.363613,0.00318,Interactive
hsa_779,D00332,0.005342,0.001068,0,0.000534,0,0,0.005342,0.00641,0.003205,0.001068,0,0.001603,0,0.001068,0.001603,0.001603,0.005342,0.636296,0.733744,0.172163,0.462245,0,0.087363,0.15,0.161067,0.037736,0,0,0.392361,0.02986,0,0.504484,0.483738,0.00526,Interactive
hsa_6337,D00332,0.001497,0.001497,0,0.001497,0.001497,0,0.001497,0.001497,0.001497,0.001497,0,0.002994,0.001497,0.002994,0,0,0.001497,0.636296,0.733744,0.172163,0.462245,0,0.087363,0.15,0.161067,0.037736,0,0,0.392361,0.02986,0,0.504484,0.483738,0.00526,Interactive
hsa_1135,D02207,0.007576,0,0,0,0,0.001894,0.003788,0.011364,0.001894,0.003788,0,0.003788,0,0,0.001894,0,0,0.824235,0.837119,0.458883,0.43552,0.6,0.489716,0.75,0.206096,0.798742,1,0,0.142157,0.755637,0.534849,0.453057,0.925671,0.186492,Interactive
hsa_8989,D00332,0.005367,0.003578,0,0.000894,0.000894,0,0.001789,0.010733,0.003578,0.001789,0,0.000894,0,0,0,0.000894,0.006261,0.636296,0.733744,0.172163,0.462245,0,0.087363,0.15,0.161067,0.037736,0,0,0.392361,0.02986,0,0.504484,0.483738,0.00526,Interactive
hsa_784,D02356,0.008282,0,0,0.00207,0,0,0.00207,0.004141,0,0,0,0,0,0.00207,0,0.004141,0.00207,0.873125,0.660895,0.529463,0.470891,0.4,0.416452,0.4,0.35123,0.257862,0,0,0.571078,0.371725,0.381625,0.541931,0.754651,0.109411,Interactive
hsa_6330,D00552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723718,0.683945,0.26128,0.520629,0,0.087363,0.5,0.275719,0.050314,0,0,0.392361,0.037782,0,0.416807,0.428052,0.005794,Interactive
hsa_1138,D02101,0.006424,0,0,0,0,0,0.004283,0.012848,0,0.002141,0.002141,0.004283,0,0,0,0,0,0.848662,0.665701,0.425893,0.446565,0.4,0.160726,0.4,0.321787,0.679245,0.287879,1,0.11859,0.199607,0,0.447324,0.894521,0.02401,Interactive
hsa_8973,D00195,0.004184,0.002092,0,0,0,0,0.004184,0.012552,0,0.004184,0,0.002092,0.002092,0,0.006276,0,0,0.848662,0.665701,0.425893,0.446565,0.4,0.160726,0.4,0.321787,0.679245,0.287879,1,0.11859,0.199607,0,0.447324,0.894521,0.02401,Interactive
hsa_6340,D00636,0.003086,0,0,0.003086,0,0,0.001543,0.001543,0.001543,0,0,0.00463,0,0.001543,0.001543,0,0.003086,0.745356,0.772639,0.471538,0.50135,0.4,0.354376,0.9,0.287496,0.345912,0.015152,0,0.463384,0.352867,0.355131,0.358653,0.777082,0.085609,Non-Interactive
hsa_40,D02092,0.003914,0.001957,0,0,0.003914,0.001957,0,0.001957,0.001957,0.001957,0,0,0,0,0,0.001957,0.001957,0.662932,0.740178,0.25736,0.264099,0.4,0.371257,0.55,0.589886,0.261006,0,0,0.417892,0.226996,0.434205,0.430899,0.730327,0.10531,Non-Interactive
hsa_2902,D04790,0.005656,0,0,0,0.001131,0.001131,0.003394,0.003394,0.001131,0.003394,0,0.001131,0,0.001131,0.001131,0.001131,0.001131,0.732847,0.726039,0.286348,0.446715,0,0.314174,0.15,0.509179,0.264151,0.015152,0,0.553571,0.26515,0.553371,0.634674,0.756635,0.063115,Non-Interactive
hsa_3782,D00619,0.004027,0.002685,0,0,0.001342,0.002685,0.005369,0.005369,0.001342,0,0,0,0.001342,0.001342,0,0.002685,0.004027,0.873125,0.660895,0.529463,0.470891,0.4,0.416452,0.4,0.35123,0.257862,0,0,0.571078,0.371725,0.381625,0.541931,0.754651,0.109411,Non-Interactive
hsa_2742,D00740,0.004435,0.008869,0,0,0,0,0.004435,0.011086,0,0.008869,0,0.002217,0.002217,0.002217,0,0.002217,0.011086,0.756665,0.818916,0.39663,0.403226,0.4,0.172873,0.5,0.275719,0.075472,0,0,0.571078,0.09872,1,0.388004,0.489518,0.017888,Non-Interactive
hsa_59284,D00380,0,0,0,0,0,0,0.00365,0.014599,0.00365,0,0,0,0,0.00365,0.00365,0,0,0.359452,0.861209,0.183994,0.650783,0,0.190003,0.65,0.210253,0.09434,0,0,0.479167,0.075868,0.64311,0.601561,0.561757,0.019879,Non-Interactive
hsa_775,D00338,0.006083,0.001404,0,0.000936,0,0,0.005615,0.004679,0.002808,0.000468,0,0.000468,0,0.001404,0.00234,0.001872,0.002808,0.698431,0.740178,0.266326,0.335192,0,0.236844,0.85,0.381018,0.311321,0.015152,0,0.238782,0.313935,0.855124,0.462655,0.737626,0.035391,Non-Interactive
hsa_778,D00335,0.006579,0.002024,0,0.000506,0.000506,0.000506,0.003543,0.005567,0.00253,0.001012,0,0.001012,0,0.000506,0.003036,0.001012,0.003543,0.559006,0.82656,0.255218,0.578458,0,0.354376,0.65,0.587115,0.220126,0,0,0.305556,0.265082,0.57126,0.467783,0.703367,0.101447,Non-Interactive
hsa_3763,D02088,0.004739,0.004739,0,0,0.00237,0,0.00237,0.004739,0,0,0,0,0.00237,0,0.00237,0,0,1,0.683829,0.262632,0.312395,0,0.121531,0.45,0.210946,0.066038,0,0,0.479167,0.045704,0,0.5453,0.512764,0.008558,Non-Interactive
hsa_6334,D00451,0.005676,0.00258,0.000516,0,0,0.000516,0.003096,0.006192,0.001548,0.001032,0.001032,0.000516,0.000516,0.001548,0.00258,0.000516,0.003612,0.658686,0.815763,0.43381,0.340364,0.4,0.195439,0.45,0.230689,0.18239,0.015152,0,0.404762,0.248036,0.327108,0.582824,0.654561,0.02505,Non-Interactive
hsa_23704,D00538,0,0,0,0,0.005917,0,0,0.005917,0,0,0,0,0,0,0,0,0,0.385204,0.62356,0.222015,0.39764,0,0.094791,0.45,0.214063,0.113208,0.015152,0,0.166667,0.053626,0,0.520382,0.589399,0.008231,Non-Interactive
hsa_1141,D00548,0.005988,0,0,0,0.001996,0,0.003992,0.00998,0,0.005988,0,0.003992,0.001996,0.001996,0.005988,0,0,0.805907,0.68137,0.402443,0.532914,0,0.161721,0.4,0.33876,0.125786,0,0,0.342105,0.100295,0.855124,0.232733,0.616718,0.01774,Non-Interactive
hsa_2898,D00656,0.002245,0,0,0,0,0.001122,0.004489,0.005612,0.002245,0.001122,0,0.001122,0.001122,0.002245,0.001122,0,0.001122,0.69719,0.740178,0.251564,0.405302,0,0.195439,0.75,0.333218,0.27044,0.015152,0,0.255952,0.182206,0,0.876905,0.753022,0.020919,Non-Interactive
hsa_7225,D00274,0.008602,0.001075,0,0,0,0,0.008602,0.004301,0.002151,0.002151,0,0.001075,0.002151,0,0.001075,0.001075,0,0.662932,0.740178,0.25736,0.264099,0.4,0.371257,0.55,0.589886,0.261006,0,0,0.417892,0.226996,0.434205,0.430899,0.730327,0.10531,Non-Interactive
hsa_778,D05077,0.006579,0.002024,0,0.000506,0.000506,0.000506,0.003543,0.005567,0.00253,0.001012,0,0.001012,0,0.000506,0.003036,0.001012,0.003543,0.625363,0.805269,0.375807,0.463268,0.4,0.312239,0.95,0.415656,0.380503,0.045455,0,0.242424,0.293723,0.368375,0.23174,0.772345,0.073812,Non-Interactive
hsa_3787,D00331,0.005714,0,0,0,0.00381,0,0,0.001905,0,0.001905,0.001905,0,0,0.001905,0.00381,0.001905,0.001905,0.751162,0.740178,0.278212,0.495747,0,0.212341,0.7,0.374091,0.185535,0,0,0.337121,0.136807,0.69265,0.609023,0.671833,0.027427,Non-Interactive
hsa_785,D00335,0.007707,0,0,0,0,0.001927,0.009634,0.003854,0.003854,0,0,0,0,0,0,0.003854,0,0.559006,0.82656,0.255218,0.578458,0,0.354376,0.65,0.587115,0.220126,0,0,0.305556,0.265082,0.57126,0.467783,0.703367,0.101447,Non-Interactive
hsa_3772,D00228,0.002674,0.002674,0,0,0.002674,0.002674,0.008021,0.013369,0,0,0,0,0,0,0,0.002674,0,0.695342,0.740178,0.252411,0.352535,0.6,0.180853,0.8,0.610669,0.327044,0.045455,0,0.041667,0.156392,0,0.129938,0.725582,0.027338,Non-Interactive
hsa_54207,D00364,0.005587,0,0,0,0,0,0.003724,0.007449,0,0,0,0.003724,0.001862,0,0.001862,0,0,0.696762,0.740178,0.249054,0.33253,0,0.262605,0.7,0.414964,0.393082,0.045455,0,0.131944,0.245057,0.549362,0.277027,0.770547,0.05218,Non-Interactive
hsa_2567,D00759,0.006438,0.004292,0,0.002146,0,0,0,0.004292,0.002146,0.004292,0,0,0.002146,0,0.002146,0,0.002146,0.770551,0.758355,0.516625,0.414274,0.4,0.881626,0.4,0.678905,0.845912,0.030303,0,0.479167,0.802559,0.540636,0.496874,0.955476,0.821086,Non-Interactive
hsa_93589,D00234,0.004401,0.002641,0,0.00088,0.002641,0,0.002641,0.009683,0,0.001761,0,0.001761,0.00088,0.00088,0,0.001761,0.002641,0.633912,0.847904,0.428687,0.46121,0.4,0.354744,0.5,0.439903,0.380503,0.015152,0,0.232456,0.190179,0.451522,0.256861,0.778581,0.121059,Non-Interactive
hsa_3741,D02362,0.004902,0,0,0,0,0.001634,0.00817,0.001634,0,0.001634,0,0,0.001634,0,0.001634,0,0.001634,0.668488,0.744003,0.40148,0.291906,0.2,0.213377,0.45,0.281954,0.242138,0.015152,0,0.151235,0.148707,0.342766,0.202125,0.699609,0.042463,Non-Interactive
hsa_6330,D00548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805907,0.68137,0.402443,0.532914,0,0.161721,0.4,0.33876,0.125786,0,0,0.342105,0.100295,0.855124,0.232733,0.616718,0.01774,Non-Interactive
hsa_3742,D01575,0.007576,0,0,0,0,0.001894,0.00947,0.005682,0.001894,0.001894,0,0,0.001894,0.001894,0,0,0.001894,0.601496,0.622642,0.330159,0.514171,0,0.378886,0.35,0.631798,0.339623,0.030303,0,0.380631,0.165753,0.381036,0.228246,0.782293,0.136659,Non-Interactive
hsa_57192,D04034,0.001727,0,0,0,0,0.003454,0.001727,0.005181,0,0,0,0,0,0,0.001727,0,0,0.671397,0.781357,0.160292,0.271012,0,0.236844,0.45,0.417042,0.264151,0,0,0.238782,0.285801,0,0.315853,0.715345,0.036431,Non-Interactive
hsa_9312,D02360,0.002198,0,0,0,0.001099,0.002198,0.003297,0.005495,0.003297,0.003297,0,0,0.001099,0,0,0.003297,0.003297,0.782005,0.740178,0.323623,0.23122,0.2,0.170441,0.3,0.070662,0.245283,0.015152,0,0.195076,0.172761,0,0.325869,0.698734,0.022405,Non-Interactive
hsa_774,D00379,0.003422,0.001711,0.000428,0,0.000428,0.001283,0.003849,0.004705,0.002566,0.001283,0,0.000855,0,0.000855,0.001711,0.000428,0.002994,0.572224,0.942049,0.305153,0.572318,0.2,0.212341,0.7,0.022168,0.147799,0,0,0.242424,0.14781,0.416996,0.48784,0.614479,0.029656,Non-Interactive
hsa_7225,D00326,0.008602,0.001075,0,0,0,0,0.008602,0.004301,0.002151,0.002151,0,0.001075,0.002151,0,0.001075,0.001075,0,0.740672,0.756072,0.362717,0.441664,0.2,0.229268,0.35,0.115691,0.160377,0,0,0.456522,0.090798,0.702859,0.380474,0.628154,0.033637,Non-Interactive
hsa_2900,D00537,0.001047,0.003141,0,0.002094,0,0,0.004188,0.006283,0.002094,0.002094,0,0.002094,0,0.001047,0.003141,0.001047,0.001047,0.604436,0.718593,0.35265,0.355269,0,0.203549,0.25,0.916176,0.349057,0.045455,0,0.305556,0.417564,0,1,0.812657,0.027694,Non-Interactive
hsa_3773,D00560,0.002398,0,0,0,0.004796,0.002398,0.002398,0.002398,0,0.002398,0,0.002398,0.002398,0,0.004796,0.002398,0.002398,0.620558,0.71479,0.331302,0.382334,0.4,0.354744,0.5,0.286457,0.383648,0.015152,0,0.205044,0.318082,0.499748,0.286325,0.797369,0.117226,Non-Interactive
hsa_2892,D02914,0.00224,0.00112,0,0.00112,0,0.00224,0.004479,0.005599,0.00224,0.00224,0,0.00112,0,0.00112,0.00112,0.00112,0.00112,0.682544,0.740178,0.267758,0.445669,0,0.331196,0.55,0.554555,0.345912,0,0,0.497126,0.365021,0.321555,0.318716,0.765662,0.054081,Non-Interactive
hsa_55799,D00648,0.002752,0,0,0.000917,0,0,0.004587,0.004587,0.000917,0.001835,0,0.001835,0.000917,0.000917,0,0.000917,0.001835,0.607098,0.726603,0.345469,0.370118,0.4,0.327198,0.5,0.432629,0.128931,0,0,0.679487,0.189214,0.428887,0.421894,0.587439,0.065284,Non-Interactive
hsa_6330,D00733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684042,0.795263,0.411933,0.428931,0.4,0.280165,0.7,0.447523,0.216981,0.015152,0,0.519231,0.181292,0.48189,0.240327,0.665597,0.048673,Non-Interactive
hsa_2569,D00477,0.004184,0.004184,0,0,0.002092,0,0.004184,0.008368,0.002092,0.004184,0,0,0.002092,0,0,0,0.002092,0.729044,0.788844,0.383372,0.353347,0.4,0.172873,0.5,0.361621,0.075472,0,0,0.571078,0.09872,1,0.388004,0.489518,0.017888,Non-Interactive
hsa_3760,D00225,0.004,0,0,0,0.002,0,0.002,0.01,0.002,0,0,0,0,0,0.002,0,0.002,0.695134,0.740178,0.262713,0.369887,0,0.180853,0.95,0.719432,0.345912,0.045455,0,0.083333,0.222764,0,0.206394,0.755003,0.027041,Non-Interactive
hsa_6324,D00799,0.004608295,0,0,0,0,0,0.004608295,0,0.004608295,0,0,0.004608295,0,0.004608295,0.004608295,0.004608295,0,0.767863,0.809861,0.49007,0.336193,0.8,0.27911,0.65,0.100104,0.371069,0.045455,0,0.260753,0.279707,0.652869,0.416538,0.772619,0.061183,Non-Interactive
hsa_59284,D01256,0,0,0,0,0,0,0.00365,0.014599,0.00365,0,0,0,0,0.00365,0.00365,0,0,0.733926,0.740178,0.232284,0.407641,0,0.213377,0.75,0.362314,0.402516,0.030303,0,0.112654,0.223678,0.845272,0.75148,0.81348,0.03646,Non-Interactive
hsa_3738,D00617,0.001742,0.001742,0,0,0,0.001742,0.008711,0.003484,0,0.001742,0,0,0.001742,0,0.001742,0.003484,0.001742,0.677116,0.707956,0.392373,0.668778,0.4,0.421996,0.55,0.429858,0.36478,0,0,0.408784,0.358013,0.451012,0.405218,0.792384,0.114938,Non-Interactive
hsa_22953,D00519,0.005025,0,0.002513,0,0,0,0,0.005025,0,0.002513,0.002513,0,0,0,0.002513,0,0.005025,0.747335,0.740178,0.265784,0.483111,0.4,0.144915,0.8,0.386907,0.204403,0.015152,0,0.131944,0.068556,0,0.848934,0.694345,0.013193,Non-Interactive
hsa_2558,D00633,0.006508,0.006508,0,0,0,0.002169,0,0,0.002169,0.004338,0,0,0.002169,0,0,0,0,0.845319,0.591438,0.229047,0.420798,0,0.070307,0.4,0.146519,0.044025,0,0,0.431818,0.030165,0,0.448735,0.421324,0.004279,Non-Interactive
