Protein,Drug,ED,MD,WC,WQ,WG,YH,AI,FL,EM,TM,CW,EW,FW,MY,CV,NH,NF,MATS3c,MATS5v,GATS2c,GATS5c,nBase,Kier1,nAtomP,MLFER_BO,MPC6,nFRing,nF8HeteroRing,RotBtFrac,GGI6,JGI10,JGT,MWC9,WPATH,'Class Label'
hsa_3736,D00616,0.004049,0,0,0,0,0.002024,0.010121,0.002024,0,0.002024,0,0,0.002024,0.002024,0.002024,0,0.004049,0.82656,0.786411,0.465108,0.43132,0.4,0.320671,0.45,0.491514,0.380503,0.015152,0,0.327957,0.407153,0.381036,0.384784,0.764028,0.061243,Interactive
hsa_2556,D00530,0.002037,0.004073,0,0,0,0,0.004073,0.002037,0.002037,0.004073,0,0,0.002037,0,0,0,0,0.507142,0.615038,0.326503,0.315689,0,0.220175,1,0.505369,0.264151,0.015152,0,0.208333,0.194411,0.686926,0.307769,0.728143,0.034261,Interactive
hsa_773,D00542,0.006181,0.002208,0,0.000442,0.000442,0.000442,0.003974,0.004857,0.004857,0.000883,0,0.001766,0.000442,0.001766,0.001325,0.000442,0.002208,0.699683,0.740178,0,0,0,0.034372,0,0,0,0,0,1,0,0,0.876471,0.24585,0.000773,Interactive
hsa_774,D00618,0.003422,0.001711,0.000428,0,0.000428,0.001283,0.003849,0.004705,0.002566,0.001283,0,0.000855,0,0.000855,0.001711,0.000428,0.002994,0.637648,0.69384,0.297732,0.814175,0,0.331196,0.55,0.416003,0.339623,0,0,0.461207,0.480195,0.213781,0.444653,0.774572,0.053428,Interactive
hsa_2555,D00530,0.004444,0.004444,0,0,0,0,0,0.004444,0,0.006667,0,0,0.002222,0,0,0,0,0.507142,0.615038,0.326503,0.315689,0,0.220175,1,0.505369,0.264151,0.015152,0,0.208333,0.194411,0.686926,0.307769,0.728143,0.034261,Interactive
hsa_55800,D00512,0.004673,0,0,0,0,0,0.004673,0.009346,0.004673,0,0,0.004673,0,0.004673,0.004673,0,0,0.475011,0.673317,0.179462,0.502528,0.4,0.153974,0.3,0.618982,0.207547,0,0,0.107143,0.104814,0,0.317891,0.735649,0.017859,Interactive
hsa_3779,D00294,0.005263,0,0,0,0,0.005263,0,0.005263,0,0.005263,0,0,0.005263,0,0,0,0,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_6328,D00740,0.004615,0.00359,0.000513,0,0,0.000513,0.005128,0.005641,0.004103,0.00359,0.001026,0.001026,0.000513,0.001538,0.002051,0,0.003077,0.756665,0.818916,0.39663,0.403226,0.4,0.172873,0.5,0.275719,0.075472,0,0,0.571078,0.09872,1,0.388004,0.489518,0.017888,Interactive
hsa_57053,D02101,0.002227,0.004454,0,0,0,0,0.006682,0.004454,0,0.004454,0,0.004454,0,0,0.004454,0,0,0.848662,0.665701,0.425893,0.446565,0.4,0.160726,0.4,0.321787,0.679245,0.287879,1,0.11859,0.199607,0,0.447324,0.894521,0.02401,Interactive
hsa_2741,D00546,0.004464,0.008929,0,0.002232,0,0,0.002232,0.006696,0.002232,0.006696,0,0.002232,0.002232,0.004464,0,0,0.008929,0.968407,0.810722,0.310143,0.107032,0,0.085931,0,0.050225,0,0,0,1,0,0,0.911987,0.363613,0.00318,Interactive
hsa_8913,D00332,0.002562,0.001708,0.000854,0,0.001708,0.001281,0.003416,0.003843,0.002989,0.000854,0,0.000427,0.000854,0.000854,0.000854,0.000427,0.002989,0.636296,0.733744,0.172163,0.462245,0,0.087363,0.15,0.161067,0.037736,0,0,0.392361,0.02986,0,0.504484,0.483738,0.00526,Interactive
hsa_8645,D02086,0.004016,0,0,0,0.002008,0.004016,0.01004,0.004016,0,0,0,0,0,0,0.002008,0,0,0.843632,0.713968,0.456122,0.508234,0.4,0.172873,0.45,0.204018,0.072327,0,0,0.571078,0.128885,0,0.483476,0.537758,0.016046,Interactive
hsa_775,D00619,0.006083,0.001404,0,0.000936,0,0,0.005615,0.004679,0.002808,0.000468,0,0.000468,0,0.001404,0.00234,0.001872,0.002808,0.873125,0.660895,0.529463,0.470891,0.4,0.416452,0.4,0.35123,0.257862,0,0,0.571078,0.371725,0.381625,0.541931,0.754651,0.109411,Interactive
hsa_2560,D00530,0,0.004228,0,0,0,0,0.002114,0.004228,0.002114,0.008457,0,0,0.002114,0.004228,0,0,0,0.507142,0.615038,0.326503,0.315689,0,0.220175,1,0.505369,0.264151,0.015152,0,0.208333,0.194411,0.686926,0.307769,0.728143,0.034261,Interactive
hsa_3739,D02272,0.006135,0,0,0,0,0.001534,0.006135,0.001534,0.001534,0.001534,0,0,0.001534,0,0,0,0.001534,0.779646,0.782608,0.415382,0.474388,0.4,0.213377,0.55,0.435746,0.352201,0.060606,0,0.189815,0.181901,0.733973,0.311342,0.768751,0.037738,Interactive
hsa_50801,D00294,0.002551,0,0,0,0,0,0.005102,0.007653,0.002551,0,0,0,0.002551,0,0.002551,0,0,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_57053,D02204,0.002227,0.004454,0,0,0,0,0.006682,0.004454,0,0.004454,0,0.004454,0,0,0.004454,0,0,0.636121,0.734292,1,0.319378,0.4,0.154675,0,0.02771,0.025157,0,0,1,0.076173,0,0.797031,0.371035,0.011203,Interactive
hsa_6328,D01243,0.004615,0.00359,0.000513,0,0,0.000513,0.005128,0.005641,0.004103,0.00359,0.001026,0.001026,0.000513,0.001538,0.002051,0,0.003077,0.931072,0.800058,0.365757,0.433525,0.2,0.15575,0.45,0.215102,0.066038,0,0,0.544271,0.060938,0.855124,0.37752,0.496372,0.014025,Interactive
hsa_2742,D00536,0.004435,0.008869,0,0,0,0,0.004435,0.011086,0,0.008869,0,0.002217,0.002217,0.002217,0,0.002217,0.011086,0.503643,0.806866,0.141739,0.446412,0,0.172873,0.3,0.252858,0.084906,0,0,0.509804,0.136502,0,0.282906,0.48977,0.016284,Interactive
hsa_6326,D00642,0.006986,0.002994,0.000499,0,0,0.000998,0.004491,0.005489,0.003992,0.002994,0.000998,0.000499,0.000998,0.001497,0.002495,0.000499,0.002495,0.779646,0.782608,0.415382,0.474388,0.4,0.213377,0.55,0.435746,0.352201,0.060606,0,0.189815,0.181901,0.733973,0.311342,0.768751,0.037738,Interactive
hsa_3758,D00418,0,0,0,0,0.002564,0.002564,0.005128,0.010256,0,0,0,0,0,0,0.005128,0.002564,0.007692,0.611355,0.71227,0.234373,0.459263,0,0.111442,0.1,0.698995,0.116352,0,0,0.21875,0.076173,0,0.390999,0.576984,0.010163,Interactive
hsa_8989,D00542,0.005367,0.003578,0,0.000894,0.000894,0,0.001789,0.010733,0.003578,0.001789,0,0.000894,0,0,0,0.000894,0.006261,0.699683,0.740178,0,0,0,0.034372,0,0,0,0,0,1,0,0,0.876471,0.24585,0.000773,Interactive
hsa_10008,D00294,0,0,0,0,0,0.009804,0,0.009804,0,0,0,0,0,0.009804,0,0,0,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_6334,D02098,0.005676,0.00258,0.000516,0,0,0.000516,0.003096,0.006192,0.001548,0.001032,0.001032,0.000516,0.000516,0.001548,0.00258,0.000516,0.003612,0.841839,0.715093,0.420057,0.379948,0.4,0.241425,0.55,0.349151,0.116352,0,0,0.652778,0.151737,0.444444,0.381847,0.564515,0.032924,Interactive
hsa_3784,D00345,0.002963,0,0,0,0.005926,0.001481,0.002963,0.007407,0,0,0,0,0.001481,0,0.001481,0,0.001481,0.727843,0.740178,0.260639,0.227129,0,0.236844,1,0.161413,0.248428,0.015152,0,0.238782,0.13288,0.601413,0.581323,0.74365,0.039491,Interactive
hsa_55515,D00775,0.003008,0.001504,0,0,0.001504,0,0,0.003008,0,0,0,0,0,0,0,0.001504,0.004511,0.520836,0.606828,0.097668,0.472783,0,0.111442,0.55,0.322134,0.125786,0.015152,0,0.348958,0.115461,0,0.692239,0.59847,0.010489,Interactive
hsa_1138,D05156,0.006424,0,0,0,0,0,0.004283,0.012848,0,0.002141,0.002141,0.004283,0,0,0,0,0,0.661836,0.663534,0.602924,0.35488,0.4,0.061728,0.3,0.155178,0.066038,0,0,0.11859,0.024054,0,0.095503,0.510219,0.0052,Interactive
hsa_6328,D02088,0.004615,0.00359,0.000513,0,0,0.000513,0.005128,0.005641,0.004103,0.00359,0.001026,0.001026,0.000513,0.001538,0.002051,0,0.003077,1,0.683829,0.262632,0.312395,0,0.121531,0.45,0.210946,0.066038,0,0,0.479167,0.045704,0,0.5453,0.512764,0.008558,Interactive
hsa_90134,D02356,0.005021,0,0,0,0.000837,0.001674,0.005858,0.005858,0.001674,0,0,0,0,0.001674,0.000837,0.000837,0.00251,0.873125,0.660895,0.529463,0.470891,0.4,0.416452,0.4,0.35123,0.257862,0,0,0.571078,0.371725,0.381625,0.541931,0.754651,0.109411,Interactive
hsa_778,D00319,0.006579,0.002024,0,0.000506,0.000506,0.000506,0.003543,0.005567,0.00253,0.001012,0,0.001012,0,0.000506,0.003036,0.001012,0.003543,0.798375,0.740178,0.350722,0.377003,0,0.280165,0.55,0.472116,0.311321,0,0,0.439103,0.365935,0,0.421993,0.762011,0.038154,Interactive
hsa_775,D00648,0.006083,0.001404,0,0.000936,0,0,0.005615,0.004679,0.002808,0.000468,0,0.000468,0,0.001404,0.00234,0.001872,0.002808,0.607098,0.726603,0.345469,0.370118,0.4,0.327198,0.5,0.432629,0.128931,0,0,0.679487,0.189214,0.428887,0.421894,0.587439,0.065284,Interactive
hsa_10369,D02356,0.003106,0,0,0,0,0,0.003106,0.006211,0.003106,0,0,0,0,0.003106,0,0,0.003106,0.873125,0.660895,0.529463,0.470891,0.4,0.416452,0.4,0.35123,0.257862,0,0,0.571078,0.371725,0.381625,0.541931,0.754651,0.109411,Interactive
hsa_3359,D00633,0.00207,0.00207,0,0.00207,0,0,0.004141,0.008282,0.00207,0,0,0.00207,0,0,0,0.00207,0.00207,0.845319,0.591438,0.229047,0.420798,0,0.070307,0.4,0.146519,0.044025,0,0,0.431818,0.030165,0,0.448735,0.421324,0.004279,Interactive
hsa_6323,D00638,0.005478,0.002988,0.000498,0,0,0.000996,0.003984,0.006972,0.003486,0.00249,0.000996,0.000498,0.000996,0.001494,0.00249,0.000996,0.002988,0.781549,0.830775,0.353353,0.302042,0.2,0.331196,0.55,0.321441,0.201258,0,0,0.533046,0.28245,0.929918,0.567846,0.673902,0.065849,Interactive
hsa_6332,D00332,0.004759,0.00119,0.000595,0.000595,0,0.000595,0.002974,0.010113,0.00238,0.00119,0.000595,0.000595,0,0.00238,0.00119,0,0.004164,0.636296,0.733744,0.172163,0.462245,0,0.087363,0.15,0.161067,0.037736,0,0,0.392361,0.02986,0,0.504484,0.483738,0.00526,Interactive
hsa_1136,D00726,0.003968,0,0,0,0,0,0.005952,0.009921,0,0.005952,0,0.001984,0,0,0,0,0.001984,0.657776,0.740178,0.263442,0.277601,0.4,0.224279,0.55,0.420159,0.116352,0,0,0.635417,0.113955,0.5,0.486142,0.593019,0.026328,Interactive
hsa_55584,D02204,0.006276,0.002092,0,0,0,0,0.002092,0.002092,0,0.002092,0.002092,0.004184,0,0,0.004184,0,0,0.636121,0.734292,1,0.319378,0.4,0.154675,0,0.02771,0.025157,0,0,1,0.076173,0,0.797031,0.371035,0.011203,Interactive
hsa_1136,D02204,0.003968,0,0,0,0,0,0.005952,0.009921,0,0.005952,0,0.001984,0,0,0,0,0.001984,0.636121,0.734292,1,0.319378,0.4,0.154675,0,0.02771,0.025157,0,0,1,0.076173,0,0.797031,0.371035,0.011203,Interactive
hsa_1137,D02204,0.003195,0,0,0,0,0,0.001597,0.00639,0,0.004792,0,0.003195,0.003195,0,0.003195,0,0,0.636121,0.734292,1,0.319378,0.4,0.154675,0,0.02771,0.025157,0,0,1,0.076173,0,0.797031,0.371035,0.011203,Interactive
hsa_8645,D00735,0.004016,0,0,0,0.002008,0.004016,0.01004,0.004016,0,0,0,0,0,0,0.002008,0,0,0.66007,0.795327,0.477939,0.423205,0.4,0.212341,0.45,0.240042,0.125786,0,0,0.38447,0.106338,0.190813,0.146107,0.559116,0.033875,Interactive
hsa_775,D00615,0.006083,0.001404,0,0.000936,0,0,0.005615,0.004679,0.002808,0.000468,0,0.000468,0,0.001404,0.00234,0.001872,0.002808,0.682544,0.740178,0.267758,0.445669,0,0.331196,0.55,0.554555,0.345912,0,0,0.497126,0.365021,0.321555,0.318716,0.765662,0.054081,Interactive
hsa_51802,D02356,0,0,0,0.001984,0.001984,0,0.001984,0.005952,0.001984,0,0,0,0,0,0.003968,0.003968,0.005952,0.873125,0.660895,0.529463,0.470891,0.4,0.416452,0.4,0.35123,0.257862,0,0,0.571078,0.371725,0.381625,0.541931,0.754651,0.109411,Interactive
hsa_3359,D00678,0.00207,0.00207,0,0.00207,0,0,0.004141,0.008282,0.00207,0,0,0.00207,0,0,0,0.00207,0.00207,0.601625,0.729252,0.416082,0.41984,0,0.180853,0.55,0.46311,0.330189,0.045455,0,0.125,0.131966,0.393357,0.296836,0.776138,0.02915,Interactive
hsa_2555,D02461,0.004444,0.004444,0,0,0,0,0,0.004444,0,0.006667,0,0,0.002222,0,0,0,0,0.776751,0.628648,0.250436,0.5301,0,0.220175,0.3,0.710772,0.286164,0.015152,0,0.291667,0.215756,0.593062,0.62639,0.792949,0.036579,Interactive
hsa_59284,D00542,0,0,0,0,0,0,0.00365,0.014599,0.00365,0,0,0,0,0.00365,0.00365,0,0,0.699683,0.740178,0,0,0,0.034372,0,0,0,0,0,1,0,0,0.876471,0.24585,0.000773,Interactive
hsa_3754,D00294,0,0.004057,0,0,0,0,0.008114,0.008114,0.002028,0.004057,0,0,0.004057,0.002028,0.004057,0,0.002028,0.686336,0.740178,0.263516,0.459139,0.4,0.094791,0.6,0.334257,0.132075,0.015152,0,0.097222,0.045094,0,0.745366,0.631611,0.007488,Interactive
hsa_2554,D00697,0.006593,0.004396,0,0,0,0,0,0,0,0.006593,0,0.002198,0.002198,0,0,0,0,0.730371,0.595487,0.363206,0.442104,0,0.203549,0.85,0.820229,0.336478,0.045455,0,0.21875,0.236187,1,0.433122,0.752875,0.027932,Interactive
hsa_786,D00542,0.004525,0.00905,0,0,0,0,0.00905,0.004525,0,0,0,0,0,0,0.004525,0,0,0.699683,0.740178,0,0,0,0.034372,0,0,0,0,0,1,0,0,0.876471,0.24585,0.000773,Interactive
hsa_6328,D02098,0.004615,0.00359,0.000513,0,0,0.000513,0.005128,0.005641,0.004103,0.00359,0.001026,0.001026,0.000513,0.001538,0.002051,0,0.003077,0.841839,0.715093,0.420057,0.379948,0.4,0.241425,0.55,0.349151,0.116352,0,0,0.652778,0.151737,0.444444,0.381847,0.564515,0.032924,Interactive
hsa_2557,D00631,0,0.005425,0,0,0,0,0.001808,0.001808,0.003617,0.007233,0,0,0.001808,0,0,0.001808,0.001808,0.83989,0.733866,0.635463,0.698135,0.4,0.287056,0.35,0.27849,0.213836,0,0,0.389368,0.166074,0.472983,0.102819,0.661255,0.055835,Non-Interactive
hsa_3359,D00274,0.00207,0.00207,0,0.00207,0,0,0.004141,0.008282,0.00207,0,0,0.00207,0,0,0,0.00207,0.00207,0.662932,0.740178,0.25736,0.264099,0.4,0.371257,0.55,0.589886,0.261006,0,0,0.417892,0.226996,0.434205,0.430899,0.730327,0.10531,Non-Interactive
hsa_6531,D00697,0,0,0,0.001616,0.001616,0,0.008078,0.008078,0,0.001616,0.001616,0,0,0,0.001616,0,0,0.730371,0.595487,0.363206,0.442104,0,0.203549,0.85,0.820229,0.336478,0.045455,0,0.21875,0.236187,1,0.433122,0.752875,0.027932,Non-Interactive
hsa_6336,D00351,0.00665,0.001023,0.000512,0.000512,0,0,0.002558,0.004604,0.001535,0.001023,0.000512,0.000512,0.001535,0.001535,0.002558,0.000512,0.002558,0.532007,0.740178,0.224956,0.293059,0,0.387763,0.4,1,0.427673,0,0,0.244792,0.284904,0.330717,0.418573,0.819239,0.138947,Non-Interactive
hsa_3780,D02087,0.00369,0.001845,0,0,0.001845,0.00369,0.00738,0.009225,0,0,0,0,0,0.001845,0,0,0.00369,0.625363,0.805269,0.375807,0.463268,0.4,0.312239,0.95,0.415656,0.380503,0.045455,0,0.242424,0.293723,0.368375,0.23174,0.772345,0.073812,Non-Interactive
hsa_10008,D00738,0,0,0,0,0,0.009804,0,0.009804,0,0,0,0,0,0.009804,0,0,0,0.901103,0.745327,0.452293,0.594715,0.4,0.161721,0.45,0.210946,0.116352,0,0,0.287281,0.137416,0,0.374757,0.607752,0.017621,Non-Interactive
hsa_55503,D02101,0.006906,0,0.001381,0,0,0,0.004144,0.002762,0,0.002762,0.001381,0,0,0.004144,0.001381,0.001381,0,0.848662,0.665701,0.425893,0.446565,0.4,0.160726,0.4,0.321787,0.679245,0.287879,1,0.11859,0.199607,0,0.447324,0.894521,0.02401,Non-Interactive
hsa_56479,D00528,0.001085,0.001085,0,0.001085,0.001085,0.001085,0.002169,0.004338,0,0.001085,0,0,0,0,0.002169,0,0,0.689399,0.324705,0.334892,0.434875,0,0.094791,0.55,0.425701,0.144654,0.015152,0,0.166667,0,0,0.438183,0.665984,0.007191,Non-Interactive
hsa_3768,D05461,0.00463,0.002315,0,0,0.002315,0,0.002315,0.011574,0,0.002315,0,0,0.002315,0,0.006944,0,0,0.617881,0.658843,0.331855,0.427031,0.2,0.220175,0.75,0.569103,0.31761,0.015152,0,0.208333,0.234004,0.515901,0.414757,0.74844,0.032687,Non-Interactive
hsa_56659,D01969,0.002457,0.002457,0,0,0.002457,0,0.004914,0.009828,0.004914,0,0,0,0,0.002457,0,0,0.004914,0.878109,0.669151,0.536642,0.528847,0.4,0.450606,0.45,0.347073,0.301887,0,0,0.594907,0.432663,0.346932,0.553671,0.780674,0.125397,Non-Interactive
hsa_93589,D00648,0.004401,0.002641,0,0.00088,0.002641,0,0.002641,0.009683,0,0.001761,0,0.001761,0.00088,0.00088,0,0.001761,0.002641,0.607098,0.726603,0.345469,0.370118,0.4,0.327198,0.5,0.432629,0.128931,0,0,0.679487,0.189214,0.428887,0.421894,0.587439,0.065284,Non-Interactive
hsa_6340,D05453,0.003086,0,0,0.003086,0,0,0.001543,0.001543,0.001543,0,0,0.00463,0,0.001543,0.001543,0,0.003086,0.693474,0.689137,0.591828,0.368913,0.4,0.137575,0.3,0.064773,0.176101,0,0,0.0625,0.087751,0,0.0674,0.678484,0.015838,Non-Interactive
hsa_55515,D00617,0.003008,0.001504,0,0,0.001504,0,0,0.003008,0,0,0,0,0,0,0,0.001504,0.004511,0.677116,0.707956,0.392373,0.668778,0.4,0.421996,0.55,0.429858,0.36478,0,0,0.408784,0.358013,0.451012,0.405218,0.792384,0.114938,Non-Interactive
hsa_2562,D05024,0,0.004237,0,0,0.002119,0,0.006356,0.006356,0.002119,0.004237,0,0,0.002119,0.004237,0.002119,0,0,0.726062,0.635462,0.424195,0.490974,0.4,0.412366,0.45,0.428126,0.418239,0.030303,0,0.412393,0.442752,0.540546,0.46982,0.824904,0.129498,Non-Interactive
hsa_55799,D01242,0.002752,0,0,0.000917,0,0,0.004587,0.004587,0.000917,0.001835,0,0.001835,0.000917,0.000917,0,0.000917,0.001835,0.897155,0.846048,0.674354,0.466902,0.4,0.170441,0.65,0.145826,0.27044,0.045455,0,0.242424,0.197441,0,0.264167,0.702988,0.021633,Non-Interactive
hsa_2897,D02087,0.002181,0,0,0,0,0.001091,0.005453,0.003272,0.001091,0.001091,0,0.002181,0.001091,0.003272,0.001091,0,0.001091,0.625363,0.805269,0.375807,0.463268,0.4,0.312239,0.95,0.415656,0.380503,0.045455,0,0.242424,0.293723,0.368375,0.23174,0.772345,0.073812,Non-Interactive
hsa_3764,D01969,0,0,0,0,0.002364,0,0.004728,0.009456,0,0.002364,0,0,0,0,0.002364,0,0,0.878109,0.669151,0.536642,0.528847,0.4,0.450606,0.45,0.347073,0.301887,0,0,0.594907,0.432663,0.346932,0.553671,0.780674,0.125397,Non-Interactive
hsa_8913,D00816,0.002562,0.001708,0.000854,0,0.001708,0.001281,0.003416,0.003843,0.002989,0.000854,0,0.000427,0.000854,0.000854,0.000854,0.000427,0.002989,0.802818,0.654879,0.494039,0.267713,0.2,0.170441,0.7,0.06512,0.248428,0.045455,0,0.147727,0.091458,0,0.066847,0.675237,0.022078,Non-Interactive
hsa_8514,D01243,0,0,0.002732,0,0.005464,0.002732,0.008197,0,0.002732,0,0,0,0.002732,0.005464,0,0,0,0.931072,0.800058,0.365757,0.433525,0.2,0.15575,0.45,0.215102,0.066038,0,0,0.544271,0.060938,0.855124,0.37752,0.496372,0.014025,Non-Interactive
hsa_5026,D04999,0.007143,0.002381,0.002381,0,0,0,0,0.007143,0,0,0,0.002381,0,0,0,0.004762,0.004762,0.599005,0.731383,0.373349,0.642681,0.2,0.144915,0.3,0.180811,0.113208,0,0,0.247685,0.104205,0,0.099743,0.586199,0.014323,Non-Interactive
hsa_9424,D02262,0.003205,0,0,0,0.003205,0,0,0.009615,0,0.003205,0.003205,0,0,0,0.003205,0,0,0.779646,0.782608,0.415382,0.474388,0.4,0.213377,0.55,0.435746,0.352201,0.060606,0,0.189815,0.181901,0.733973,0.311342,0.768751,0.037738,Non-Interactive
hsa_27012,D00617,0.002004,0,0,0,0.002004,0,0.004008,0.008016,0.002004,0,0,0,0.002004,0,0.002004,0,0,0.677116,0.707956,0.392373,0.668778,0.4,0.421996,0.55,0.429858,0.36478,0,0,0.408784,0.358013,0.451012,0.405218,0.792384,0.114938,Non-Interactive
hsa_2890,D00678,0.003315,0.001105,0,0.00221,0.001105,0.001105,0.003315,0.00442,0.00221,0.00221,0,0.001105,0,0,0.001105,0,0.001105,0.601625,0.729252,0.416082,0.41984,0,0.180853,0.55,0.46311,0.330189,0.045455,0,0.125,0.131966,0.393357,0.296836,0.776138,0.02915,Non-Interactive
hsa_2901,D02362,0.004086,0.001021,0,0,0,0.001021,0.002043,0.005107,0.002043,0.004086,0,0.001021,0,0,0.003064,0,0.001021,0.668488,0.744003,0.40148,0.291906,0.2,0.213377,0.45,0.281954,0.242138,0.015152,0,0.151235,0.148707,0.342766,0.202125,0.699609,0.042463,Non-Interactive
hsa_90134,D03274,0.005021,0,0,0,0.000837,0.001674,0.005858,0.005858,0.001674,0,0,0,0,0.001674,0.000837,0.000837,0.00251,0.709219,0.740178,0.257988,0.345804,0.4,0.186969,0.65,0.134742,0.27673,0.045455,0,0.275362,0.187995,0,0.289196,0.7039,0.026149,Non-Interactive
hsa_7225,D00392,0.008602,0.001075,0,0,0,0,0.008602,0.004301,0.002151,0.002151,0,0.001075,0.002151,0,0.001075,0.001075,0,0.645472,0,0.242769,0.230872,0,0.053277,0.3,0.255282,0.012579,0,0,0.270833,0,0,0.77555,0.540891,0.002615,Non-Interactive
hsa_54207,D00544,0.005587,0,0,0,0,0,0.003724,0.007449,0,0,0,0.003724,0.001862,0,0.001862,0,0,0.699683,0.740178,0,0,0,0.051558,0,0.100797,0,0,0,1,0,0,0.828634,0.309719,0.001367,Non-Interactive
hsa_60598,D02087,0.00304,0,0,0,0,0,0.00304,0.009119,0,0,0,0,0,0,0.00304,0,0,0.625363,0.805269,0.375807,0.463268,0.4,0.312239,0.95,0.415656,0.380503,0.045455,0,0.242424,0.293723,0.368375,0.23174,0.772345,0.073812,Non-Interactive
hsa_3749,D00615,0.0016,0,0,0.0016,0.0016,0,0.0016,0.008,0.0016,0.0032,0.0016,0,0.0032,0.0048,0.0032,0,0.0016,0.682544,0.740178,0.267758,0.445669,0,0.331196,0.55,0.554555,0.345912,0,0,0.497126,0.365021,0.321555,0.318716,0.765662,0.054081,Non-Interactive
hsa_3781,D00367,0.00173,0.00346,0,0,0.00173,0.00346,0.00346,0.00692,0.00173,0,0,0,0,0.00173,0,0,0.00519,0.689793,0.740178,0.249438,0.147505,0.4,0.148633,0.45,0.70523,0.361635,0.045455,1,0.094203,0.095081,0,0.402401,0.806977,0.020385,Non-Interactive
hsa_6530,D00616,0.001623,0,0,0.001623,0.003247,0,0.006494,0.00974,0,0,0.001623,0,0.001623,0,0,0.001623,0.001623,0.82656,0.786411,0.465108,0.43132,0.4,0.320671,0.45,0.491514,0.380503,0.015152,0,0.327957,0.407153,0.381036,0.384784,0.764028,0.061243,Non-Interactive
hsa_55515,D04985,0.003008,0.001504,0,0,0.001504,0,0,0.003008,0,0,0,0,0,0,0,0.001504,0.004511,0.279255,0.6038,0.223341,0.423341,0,0.207138,0.4,0.384482,0.138365,0,0,0.287281,0.128885,0,0.651296,0.702065,0.01872,Non-Interactive
hsa_8645,D00528,0.004016,0,0,0,0.002008,0.004016,0.01004,0.004016,0,0,0,0,0,0,0.002008,0,0,0.689399,0.324705,0.334892,0.434875,0,0.094791,0.55,0.425701,0.144654,0.015152,0,0.166667,0,0,0.438183,0.665984,0.007191,Non-Interactive
hsa_285242,D00560,0,0.004255,0,0,0,0,0.006383,0.008511,0.002128,0,0,0.004255,0,0,0,0,0,0.620558,0.71479,0.331302,0.382334,0.4,0.354744,0.5,0.286457,0.383648,0.015152,0,0.205044,0.318082,0.499748,0.286325,0.797369,0.117226,Non-Interactive
hsa_3762,D00136,0.002392,0.002392,0,0,0.002392,0,0.002392,0.004785,0.004785,0.002392,0,0.002392,0.002392,0,0.002392,0,0,0.692342,0.740178,0.253003,0.141594,0.4,0.270287,0.4,0.347073,0.220126,0,0,0.293155,0.196222,0.714566,0.503607,0.695904,0.059995,Non-Interactive
hsa_5025,D00451,0.005168,0,0.002584,0,0,0,0,0.005168,0,0.005168,0,0,0,0,0.002584,0,0.007752,0.658686,0.815763,0.43381,0.340364,0.4,0.195439,0.45,0.230689,0.18239,0.015152,0,0.404762,0.248036,0.327108,0.582824,0.654561,0.02505,Non-Interactive
hsa_3765,D00521,0.005102,0,0,0,0.002551,0,0.005102,0.005102,0,0,0,0,0.002551,0,0.002551,0,0,0.723435,0.708372,0.357872,0.47477,0.4,0.395615,0.3,0.481815,0.345912,0,0,0.342105,0.330896,0.656459,0.443263,0.803156,0.130984,Non-Interactive
hsa_6332,D00474,0.004759,0.00119,0.000595,0.000595,0,0.000595,0.002974,0.010113,0.00238,0.00119,0.000595,0.000595,0,0.00238,0.00119,0,0.004164,0.468915,0.550002,0.271579,0.554918,0,0.128153,0.3,0.50814,0.116352,0,0,0.142157,0.07404,0,0.410046,0.668383,0.010965,Non-Interactive
hsa_5023,D02204,0.005025,0,0.002513,0,0,0,0,0.005025,0,0.002513,0,0,0,0,0.002513,0,0.01005,0.636121,0.734292,1,0.319378,0.4,0.154675,0,0.02771,0.025157,0,0,1,0.076173,0,0.797031,0.371035,0.011203,Non-Interactive
hsa_3750,D00740,0.003096,0.001548,0,0,0,0.001548,0.006192,0.004644,0,0.003096,0,0,0.001548,0,0.003096,0,0.004644,0.756665,0.818916,0.39663,0.403226,0.4,0.172873,0.5,0.275719,0.075472,0,0,0.571078,0.09872,1,0.388004,0.489518,0.017888,Non-Interactive
hsa_2559,D00474,0,0.006637,0,0,0,0.002212,0,0,0.002212,0.00885,0,0,0.002212,0,0,0,0.004425,0.468915,0.550002,0.271579,0.554918,0,0.128153,0.3,0.50814,0.116352,0,0,0.142157,0.07404,0,0.410046,0.668383,0.010965,Non-Interactive
hsa_9311,D00537,0,0,0,0,0.001887,0,0.001887,0.007547,0.001887,0,0,0,0.001887,0,0,0,0.001887,0.604436,0.718593,0.35265,0.355269,0,0.203549,0.25,0.916176,0.349057,0.045455,0,0.305556,0.417564,0,1,0.812657,0.027694,Non-Interactive
