Protein,Drug,CN,CQ,WG,TH,GL,FL,GM,HM,PM,GF,VF,WS,DT,GT,RW,CW,GW,HW,WW,nAcid,nH1,nS1,MATS1c,MATS2m,GATS2i,nBondsD,Kier2,khs.dNH,khs.aaN,TpiPC,MWC8,SRW3,ClassLabel
hsa:64816,D00542,0.001988,0,0.001988,0.005964,0.007952,0.013917,0.001988,0,0.003976,0.001988,0.005964,0,0.001988,0.005964,0,0,0,0,0,0.090909,0,0,1,0.426349,0,0,0,0,0,0,0.109952,0,Interactive
hsa:5140,D00371,0.0027,0.0018,0.0009,0.0018,0.009001,0.007201,0,0,0,0.0018,0,0.0018,0.0036,0.0027,0.0009,0,0,0,0.0027,0.090909,0.063636,0,0.343,0.897697,0.336963,0.2,0.038242,0,0.25,0.431112,0.432902,0,Interactive
hsa:5144,D02655,0.001238,0,0.001238,0.002475,0.00495,0.003713,0.001238,0.001238,0.00495,0.002475,0.002475,0,0.007426,0.001238,0,0,0,0,0,0.090909,0.163636,0,0.67359,0.815991,0.670001,0.3,0.16379,0,0.5,0.647224,0.488483,0,Interactive
hsa:5743,D02350,0.001658,0.001658,0.001658,0.003317,0.008292,0.004975,0,0,0,0.006633,0.001658,0,0.003317,0,0,0,0,0.001658,0,0.181818,0.118182,0,0.443035,0.470999,0.61009,0.35,0.135679,0,0,0.549013,0.39071,0,Interactive
hsa:1557,D00293,0.00409,0,0,0.002045,0.00409,0.010225,0.002045,0.002045,0,0.00409,0.00409,0,0.002045,0.006135,0.002045,0,0,0,0,0.090909,0.109091,0,0.619951,0.426349,0,0.4,0.120883,0,0,0.607894,0.492138,0,Interactive
hsa:64816,D01071,0.001988,0,0.001988,0.005964,0.007952,0.013917,0.001988,0,0.003976,0.001988,0.005964,0,0.001988,0.005964,0,0,0,0,0,0.090909,0.127273,0,0.377247,0.758204,0.453881,0.2,0.081928,0,0,0.384056,0.490437,0,Interactive
hsa:761,D00538,0,0,0.007722,0,0,0.007722,0,0,0.003861,0,0.003861,0.003861,0.003861,0,0,0,0,0.011583,0,0.090909,0.063636,0.125,0.565008,0.058971,0.665876,0.3,0.053512,0,0.25,0.558658,0.40292,0,Interactive
hsa:1553,D03778,0,0,0,0.002028,0.008114,0.018256,0,0,0.004057,0.008114,0.006085,0,0.002028,0.006085,0,0,0,0,0,0.090909,0.109091,0,0.694454,0.335392,0.544866,0.25,0.092205,0,0.25,0.582926,0.449793,0,Interactive
hsa:9088,D01441,0.002331,0,0.006993,0,0.011655,0.002331,0,0,0,0,0.004662,0,0.004662,0.004662,0.002331,0.002331,0.004662,0,0,0.090909,0.272727,0,0.555772,0.464794,0.533064,0.65,0.324126,0,0.75,0.722576,0.569741,0,Interactive
hsa:246,D01364,0.001513,0,0.001513,0,0.01059,0.006051,0.001513,0,0.003026,0.001513,0.001513,0,0,0.003026,0.003026,0.003026,0,0,0,0.090909,0.145455,0,0.601288,0.505324,0.670989,0.2,0.080605,0,0,0.432444,0.397877,0,Interactive
hsa:1562,D00437,0.00409,0,0,0,0.00818,0.01227,0.002045,0.002045,0,0,0.002045,0,0,0.00409,0.002045,0,0,0,0,0.090909,0.154545,0,0.513685,0.77127,0.498282,0.4,0.197016,0,0,0.600503,0.551398,0,Interactive
hsa:5743,D00510,0.001658,0.001658,0.001658,0.003317,0.008292,0.004975,0,0,0,0.006633,0.001658,0,0.003317,0,0,0,0,0.001658,0,0.090909,0.172727,0,0.65702,0.487191,0.743854,0.4,0.173625,0,0,0.587219,0.531255,0,Interactive
hsa:10720,D01276,0,0,0,0.001894,0.003788,0.003788,0,0.001894,0.001894,0.003788,0.007576,0.003788,0,0,0.001894,0,0,0.001894,0,0.090909,0.463636,0,0.407761,0.602502,0.583272,0.65,0.532778,0,0.25,0.668104,0.62284,0,Interactive
hsa:1548,D01425,0,0,0,0,0.004057,0.018256,0.002028,0,0.004057,0.006085,0.008114,0,0.002028,0.006085,0,0,0,0,0,0.090909,0.427273,0,0.465083,0.456943,0.630209,0.6,0.481735,0,0,0.578448,0.599415,0,Interactive
hsa:4921,D01977,0.001171,0.002342,0,0.001171,0.003513,0.005855,0.004684,0,0.003513,0,0,0.001171,0.002342,0.002342,0.002342,0.001171,0.001171,0,0,0.090909,0.218182,0,0.601043,0.426349,0,0.4,0.267346,0,0.5,0.657047,0.544301,0,Interactive
hsa:2158,D00043,0.002174,0.002174,0.004348,0,0.002174,0.006522,0,0,0,0.004348,0.008696,0,0,0.002174,0,0.002174,0.002174,0,0,0.090909,0.118182,0,0,0.908694,0.450569,0.05,0.060543,0,0,0.122853,0.233625,0,Interactive
hsa:3702,D01441,0,0,0,0.001616,0.008078,0,0.004847,0,0,0.001616,0.009693,0.001616,0.001616,0.003231,0.001616,0.001616,0,0.001616,0.001616,0.090909,0.272727,0,0.555772,0.464794,0.533064,0.65,0.324126,0,0.75,0.722576,0.569741,0,Interactive
hsa:1636,D01667,0,0.000766,0.001533,0.001533,0.00613,0.003065,0,0.000766,0.000766,0.003065,0.001533,0.002299,0.003065,0.000766,0.001533,0.000766,0.004598,0,0.001533,0.181818,0.290909,0,0.493308,0.452655,0.656073,0.45,0.320376,0,0,0.538222,0.543278,0,Interactive
hsa:5328,D00043,0.002421,0.004843,0.002421,0.002421,0.007264,0.002421,0,0,0,0.002421,0.002421,0,0.004843,0.004843,0,0.002421,0,0.002421,0,0.090909,0.118182,0,0,0.908694,0.450569,0.05,0.060543,0,0,0.122853,0.233625,0,Interactive
hsa:4919,D01441,0,0.007653,0,0.002551,0,0,0,0.002551,0.007653,0.002551,0,0,0.005102,0.007653,0.002551,0,0,0,0,0.090909,0.272727,0,0.555772,0.464794,0.533064,0.65,0.324126,0,0.75,0.722576,0.569741,0,Interactive
hsa:247,D00097,0,0,0.001548,0.001548,0.00774,0.006192,0.001548,0,0.001548,0.004644,0.001548,0,0,0.009288,0.001548,0,0.001548,0.001548,0,0.181818,0.045455,0,0.392794,0.402753,0.621059,0.2,0.041315,0,0,0.321646,0.246656,0,Interactive
hsa:5143,D00691,0,0,0.001406,0.002813,0.008439,0.004219,0,0.001406,0.002813,0.002813,0.002813,0,0.007032,0,0,0,0,0,0,0.090909,0.118182,0,0.445558,0.647606,0.446504,0.2,0.098193,0,0.25,0.501874,0.494092,0,Interactive
hsa:1559,D03778,0.00409,0,0,0.002045,0.002045,0.010225,0.00409,0.002045,0,0.00409,0.00409,0,0.002045,0.006135,0,0,0,0,0,0.090909,0.109091,0,0.694454,0.335392,0.544866,0.25,0.092205,0,0.25,0.582926,0.449793,0,Interactive
hsa:2260,D03350,0,0,0.001221,0.001221,0.008547,0.002442,0.001221,0,0.001221,0,0.001221,0.003663,0.002442,0.003663,0.002442,0.001221,0,0,0,0.090909,0.227273,0,0.597117,0.426349,0,0.5,0.309641,0,0.5,0.674883,0.558695,0,Interactive
hsa:5148,D00227,0,0,0,0,0.011628,0,0.011628,0,0,0.011628,0,0,0,0.011628,0,0,0,0,0,0.090909,0.063636,0,0.343,0.897697,0.336963,0.2,0.038242,0,0.25,0.431112,0.432902,0,Interactive
hsa:4759,D00900,0,0.007916,0,0.007916,0.002639,0.007916,0,0,0,0,0.005277,0.007916,0.002639,0.005277,0,0,0,0,0,0.090909,0.254545,0,0.421708,0.583141,0.70968,0.15,0.215973,0,0,0.400368,0.445814,0,Interactive
hsa:8654,D01704,0,0.001144,0,0.001144,0.003432,0.006865,0,0.001144,0,0.001144,0.001144,0,0.001144,0.003432,0.001144,0,0,0.001144,0,0.181818,0.218182,0,0.54067,0.460926,0.585824,0.2,0.18423,0,0,0.561466,0.528074,0,Interactive
hsa:4482,D04983,0,0.005155,0,0,0.005155,0,0.005155,0.005155,0,0.005155,0.010309,0,0,0.015464,0,0,0,0,0,0.181818,0.1,0.125,0.315703,0.12126,0.792672,0.05,0.079306,0,0,0.078214,0.07995,0,Interactive
hsa:5532,D00107,0,0,0,0.001908,0.005725,0.007634,0.001908,0,0.001908,0.005725,0.005725,0.003817,0,0.001908,0,0,0,0,0,0.090909,0.618182,0,0.618324,0.516789,0.642413,0.35,0.558827,0,0,0.563976,0.690316,0,Interactive
hsa:2180,D02769,0.001435,0.001435,0,0.001435,0.004304,0.004304,0,0.001435,0.001435,0.007174,0.005739,0,0.002869,0.002869,0.001435,0,0.001435,0,0,0.272727,0.118182,0,0.33794,0.287015,0.56298,0.25,0.129192,0,0.75,0.625924,0.544232,0,Interactive
hsa:5338,D00528,0,0,0,0.002172,0.005429,0.0076,0.002172,0,0,0.002172,0.001086,0.002172,0.003257,0.005429,0.0076,0,0.001086,0,0.002172,0.090909,0.081818,0,0.377391,0.983281,0.269295,0.2,0.044778,0,0.25,0.451708,0.461603,0,Interactive
hsa:5742,D00827,0,0.001672,0.001672,0.005017,0.010033,0.010033,0.001672,0,0.001672,0.003344,0.001672,0,0,0.003344,0.001672,0,0,0.001672,0,0.090909,0.081818,0,0.389067,0.454553,0.45192,0.4,0.178729,0,0,0.481888,0.422992,0,Interactive
hsa:5599,D01840,0,0.002611,0,0.002611,0.005222,0,0.002611,0,0,0,0.002611,0.002611,0,0.005222,0,0,0,0,0,0.090909,0.154545,0.125,0.57264,0.527812,0.540902,0.35,0.120883,0,0.25,0.633044,0.497119,0,Interactive
hsa:2161,D00043,0,0.014658,0.008143,0.001629,0.006515,0.006515,0.001629,0,0,0.003257,0,0,0.001629,0.003257,0.001629,0.001629,0.001629,0,0,0.090909,0.118182,0,0,0.908694,0.450569,0.05,0.060543,0,0,0.122853,0.233625,0,Interactive
hsa:9420,D01071,0,0,0,0,0.005941,0.005941,0,0,0,0.00396,0.005941,0.00198,0.00396,0.00396,0,0,0.00396,0,0,0.090909,0.127273,0,0.377247,0.758204,0.453881,0.2,0.081928,0,0,0.384056,0.490437,0,Interactive
hsa:1580,D00960,0,0.001961,0,0.001961,0.007843,0.013725,0,0.001961,0,0.007843,0.003922,0,0.005882,0,0,0,0,0.001961,0,0.090909,0.163636,0,0.70987,0.792168,0.390333,0.25,0.143728,0,0.5,0.59958,0.494537,0,Interactive
hsa:1557,D03781,0.00409,0,0,0.002045,0.00409,0.010225,0.002045,0.002045,0,0.00409,0.00409,0,0.002045,0.006135,0.002045,0,0,0,0,0.090909,0.109091,0,0.630041,0.426349,0,0.45,0.132863,0,0.5,0.637275,0.516051,0,Interactive
hsa:1586,D00574,0,0.001972,0,0.001972,0,0.009862,0,0.001972,0.001972,0.001972,0.003945,0,0.001972,0.005917,0,0,0,0.001972,0,0.090909,0.136364,0,0.403662,0.611163,0.602492,0.25,0.092205,0,0,0.468076,0.464114,0,Interactive
hsa:5152,D00371,0.003759,0,0,0,0.007519,0.00188,0.00188,0.003759,0.005639,0.003759,0,0,0,0,0.00188,0,0,0,0,0.090909,0.063636,0,0.343,0.897697,0.336963,0.2,0.038242,0,0.25,0.431112,0.432902,0,Interactive
hsa:50940,D02229,0,0.002049,0,0,0.004098,0,0.002049,0,0.002049,0.004098,0,0,0,0.004098,0.002049,0,0,0,0,0.090909,0.272727,0.125,0.592014,0.708517,0.592143,0.45,0.241444,0,0.25,0.683571,0.619997,0,Interactive
hsa:9420,D00139,0,0,0,0,0.005941,0.005941,0,0,0,0.00396,0.005941,0.00198,0.00396,0.00396,0,0,0.00396,0,0,0.090909,0.063636,0,0.567225,0.577553,0.441599,0.3,0.066289,0,0,0.664624,0.478889,0,Interactive
hsa:284541,D00380,0,0.001931,0.001931,0.003861,0.007722,0.005792,0,0,0.001931,0,0.005792,0,0.007722,0,0.001931,0,0,0.001931,0,0.090909,0.154545,0.125,0.259416,0.604853,0.547681,0.3,0.151402,0,0,0.423869,0.383899,0,Interactive
hsa:5499,D00184,0,0,0.002941,0,0.011765,0.011765,0,0,0,0.005882,0,0.002941,0,0,0,0,0.002941,0,0,0.090909,1,0,0.447,0.677396,0.65579,0.6,1,0,0,0.555928,0.739405,0,Interactive
hsa:2042,D01977,0.003055,0.002037,0,0,0.003055,0.003055,0.002037,0,0.002037,0.003055,0.001018,0.002037,0.005092,0.003055,0.001018,0.001018,0.003055,0,0,0.090909,0.218182,0,0.601043,0.426349,0,0.4,0.267346,0,0.5,0.657047,0.544301,0,Interactive
hsa:2324,D03218,0.001542,0.001542,0.000771,0.000771,0.004626,0.003084,0.002313,0,0.000771,0.001542,0.001542,0.001542,0.004626,0.003855,0.000771,0.000771,0,0.000771,0,0.090909,0.154545,0.125,0.602828,0.502752,0.54443,0.6,0.225498,0,0.5,0.743266,0.531167,0,Interactive
hsa:1588,D01071,0.001992,0,0,0.001992,0.005976,0.007968,0.001992,0,0,0.001992,0,0,0.003984,0.003984,0,0,0,0,0,0.090909,0.127273,0,0.377247,0.758204,0.453881,0.2,0.081928,0,0,0.384056,0.490437,0,Interactive
hsa:1581,D00542,0.001988,0,0.001988,0.001988,0.007952,0.005964,0.001988,0.001988,0.001988,0,0.003976,0.001988,0.005964,0,0,0,0,0,0,0.090909,0,0,1,0.426349,0,0,0,0,0,0,0.109952,0,Interactive
hsa:5095,D00041,0,0.001376,0,0.002751,0.002751,0.008253,0.001376,0.001376,0.002751,0.006878,0.002751,0,0.004127,0.006878,0.001376,0,0.001376,0,0,0.181818,0.081818,0,0.335401,0.634989,0.917565,0.05,0.033426,0,0,0.052449,0.105566,0,Interactive
hsa:1636,D03752,0,0.000766,0.001533,0.001533,0.00613,0.003065,0,0.000766,0.000766,0.003065,0.001533,0.002299,0.003065,0.000766,0.001533,0.000766,0.004598,0,0.001533,0.181818,0.272727,0,0.444312,0.463109,0.65793,0.45,0.30084,0,0,0.565744,0.544522,0,Interactive
hsa:4129,D00826,0,0,0,0.003854,0.009634,0.00578,0.003854,0,0.001927,0.003854,0,0.001927,0.001927,0.00578,0,0.001927,0,0.001927,0,0.090909,0.1,0,0.520003,0.22082,0.649211,0.15,0.018797,0,0,0.337659,0.335009,1,Interactive
hsa:1565,D02671,0,0,0.002016,0.004032,0.014113,0.020161,0.002016,0.004032,0,0.006048,0.006048,0,0.002016,0.002016,0.002016,0,0,0,0,0.090909,0.236364,0.25,0.800452,0.454263,0.575167,0.35,0.178233,0,0,0.673782,0.549675,0,Interactive
hsa:1582,D00528,0,0,0.006,0.002,0.002,0.006,0.002,0.002,0,0.002,0.006,0.002,0.004,0.004,0.002,0.002,0.002,0,0,0.090909,0.081818,0,0.377391,0.983281,0.269295,0.2,0.044778,0,0.25,0.451708,0.461603,0,Interactive
hsa:1719,D00488,0,0,0,0,0,0.005376,0,0,0,0,0,0,0.005376,0,0,0,0,0,0,0.090909,0.109091,0,0.606725,0.426349,0,0.3,0.10374,0,0.5,0.548722,0.433317,0,Interactive
hsa:5742,D00810,0,0.001672,0.001672,0.005017,0.010033,0.010033,0.001672,0,0.001672,0.003344,0.001672,0,0,0.003344,0.001672,0,0,0.001672,0,0.181818,0.045455,0,0.392794,0.402753,0.621059,0.2,0.041315,0,0,0.321646,0.246656,0,Interactive
hsa:4058,D00519,0,0.001364,0.002729,0,0.006821,0.006821,0.002729,0,0.001364,0.001364,0.002729,0.001364,0,0.004093,0.001364,0.002729,0,0,0,0.090909,0.045455,0.25,0.590575,0.426349,0,0.4,0.064471,0,0,0.566836,0.49318,0,NonInteractive
hsa:2263,D01276,0,0,0.00122,0.00122,0.004878,0.00122,0.002439,0,0.003659,0,0.002439,0.002439,0.004878,0,0.00122,0.00122,0,0.00122,0,0.090909,0.463636,0,0.407761,0.602502,0.583272,0.65,0.532778,0,0.25,0.668104,0.62284,0,NonInteractive
hsa:84532,D00488,0.001458,0,0.001458,0.001458,0.002915,0.001458,0.002915,0.001458,0,0.001458,0.001458,0,0.005831,0.002915,0,0,0.002915,0,0.001458,0.090909,0.109091,0,0.606725,0.426349,0,0.3,0.10374,0,0.5,0.548722,0.433317,0,NonInteractive
hsa:1200,D03778,0,0,0.001779,0.001779,0.010676,0.010676,0,0,0,0.005338,0.003559,0.001779,0,0.008897,0,0.003559,0.005338,0,0,0.090909,0.109091,0,0.694454,0.335392,0.544866,0.25,0.092205,0,0.25,0.582926,0.449793,0,NonInteractive
hsa:686,D01842,0,0,0.00369,0,0.009225,0.01107,0.00369,0,0,0.00369,0.005535,0,0.005535,0.005535,0.001845,0,0.001845,0,0,0.090909,0.081818,0,0.378137,0.558159,0.552802,0.3,0.0922,0,0,0.570103,0.556543,0,NonInteractive
hsa:36,D00203,0,0,0,0,0.018561,0.009281,0,0,0,0,0.00232,0,0.00232,0.006961,0,0,0,0,0,0.181818,0.663636,0,0.522765,0.393903,0.750781,0.45,0.747481,0,0,0.589454,0.665694,0,NonInteractive
hsa:1846,D03758,0.002545,0.002545,0,0,0.005089,0.005089,0,0,0,0,0.002545,0,0,0.005089,0,0,0,0,0,0.272727,0.236364,0,0.387204,0.454078,0.742781,0.3,0.245783,0,0,0.534625,0.497154,0,NonInteractive
hsa:30,D01915,0,0,0,0,0.009091,0.00303,0.006061,0,0,0.00303,0.00303,0,0.006061,0.006061,0,0,0.00303,0,0,0.181818,0.245455,0.125,0.403114,0.53826,0.556,0.5,0.290826,0,0.5,0.725432,0.56067,0,NonInteractive
hsa:6610,D01825,0,0,0.00237,0.004739,0.018957,0.00237,0.004739,0,0,0.004739,0.00237,0.00237,0,0.00237,0.00237,0.00237,0,0,0.00237,0.090909,0.263636,0,0.592163,0.706821,0.558346,0.2,0.137438,0,0,0.622042,0.748371,0,NonInteractive
hsa:5602,D02655,0,0.004751,0,0.002375,0.004751,0.002375,0.002375,0,0,0.002375,0.002375,0.002375,0,0.004751,0,0,0,0,0,0.090909,0.163636,0,0.67359,0.815991,0.670001,0.3,0.16379,0,0.5,0.647224,0.488483,0,NonInteractive
hsa:2822,D00947,0.002384,0.001192,0,0.002384,0.008343,0.010727,0.001192,0.001192,0,0.002384,0.002384,0.001192,0.001192,0.003576,0.001192,0,0.002384,0.001192,0,0.090909,0.172727,0,0.468993,0.484931,0.577468,0.25,0.178848,0,0,0.550206,0.502813,0,NonInteractive
hsa:4128,D01133,0,0,0,0.003802,0.005703,0.001901,0,0.001901,0.001901,0.005703,0,0.001901,0.001901,0.003802,0,0.001901,0,0,0,0.090909,0.154545,0,0.575005,0.580351,0.594208,0.45,0.161475,0,0.25,0.787425,0.538889,0,NonInteractive
hsa:53938,D00148,0,0,0.006098,0,0.006098,0,0,0,0,0.006098,0.018293,0,0,0,0,0,0,0,0,0.090909,0.409091,0,0.719899,0.50455,0.599493,0.35,0.353954,0,0,0.588543,0.523341,0,NonInteractive
hsa:4921,D03882,0.001171,0.002342,0,0.001171,0.003513,0.005855,0.004684,0,0.003513,0,0,0.001171,0.002342,0.002342,0.002342,0.001171,0.001171,0,0,0.090909,0.227273,0,0.602753,0.54055,0.545308,0.2,0.27917,0,0,0.450838,0.436409,0,NonInteractive
hsa:6300,D01690,0,0,0,0,0.010929,0.002732,0,0.002732,0,0.002732,0.002732,0.002732,0.002732,0.005464,0.002732,0,0,0,0,0.090909,0.218182,0,0.589925,0.51195,0.555986,0.4,0.218413,0,0,0.608567,0.553264,0,NonInteractive
hsa:3991,D00328,0,0,0,0,0.006512,0.006512,0.00186,0,0.002791,0.005581,0.00093,0,0.003721,0.00186,0,0.00093,0,0,0,0.090909,0.290909,0,0.590414,0.677836,0.564072,0.15,0.136877,0,0,0.596954,0.727794,0,NonInteractive
hsa:54575,D01441,0.00189,0.00189,0,0.003781,0.00189,0.005671,0,0,0.007561,0.007561,0.009452,0,0.00189,0.00189,0,0,0.00189,0.00189,0,0.090909,0.272727,0,0.555772,0.464794,0.533064,0.65,0.324126,0,0.75,0.722576,0.569741,0,NonInteractive
hsa:1581,D00463,0.001988,0,0.001988,0.001988,0.007952,0.005964,0.001988,0.001988,0.001988,0,0.003976,0.001988,0.005964,0,0,0,0,0,0,0.181818,0.127273,0,0.451393,0.423829,0.626253,0.45,0.168592,0,0.25,0.73574,0.48054,0,NonInteractive
hsa:1589,D00198,0,0,0,0,0.008097,0.008097,0.002024,0.002024,0,0.002024,0.002024,0.004049,0,0.006073,0,0,0,0.002024,0.002024,0.090909,0.381818,0,0.642685,0.510052,0.510376,0.5,0.373152,0,0,0.691164,0.694942,0,NonInteractive
hsa:4594,D02451,0,0.001335,0.00267,0.001335,0.006676,0.00267,0.004005,0.00267,0,0.004005,0.004005,0.001335,0.004005,0.004005,0,0,0.001335,0,0,0.090909,0.109091,0,0.694454,0.335392,0.544866,0.25,0.092205,0,0.25,0.582926,0.449793,0,NonInteractive
hsa:2066,D00900,0.003098,0.000775,0.001549,0.000775,0.006971,0.004648,0.001549,0,0.000775,0.001549,0.002324,0.000775,0.001549,0.006197,0,0.002324,0,0.000775,0,0.090909,0.254545,0,0.421708,0.583141,0.70968,0.15,0.215973,0,0,0.400368,0.445814,0,NonInteractive
hsa:3034,D00125,0.002232,0.002232,0,0,0.008929,0.006696,0,0,0.002232,0.002232,0.002232,0.002232,0.004464,0.006696,0,0,0.004464,0,0,0.090909,0.281818,0,0.593988,0.438374,0.506825,0.35,0.277607,0,0,0.717802,0.70809,0,NonInteractive
hsa:2160,D03736,0.003205,0.008013,0.003205,0.003205,0.001603,0.003205,0,0,0,0.003205,0.004808,0,0.004808,0.003205,0.001603,0.001603,0.001603,0,0,0.090909,0.336364,0,0.55691,0.568946,0.587585,0.55,0.321954,0,0.25,0.677257,0.613187,0,NonInteractive
hsa:1969,D04029,0.002051,0.002051,0.001026,0.001026,0.005128,0.002051,0.004103,0.001026,0.002051,0.006154,0,0.002051,0.002051,0.002051,0.002051,0.002051,0.002051,0,0,0.090909,0.181818,0,0.566751,0.70519,0.489796,0.6,0.271545,0,0.75,0.823035,0.640359,0,NonInteractive
hsa:670,D00216,0,0,0.003448,0,0,0.003448,0.003448,0,0,0,0,0.006897,0,0.003448,0,0,0.003448,0,0,0.090909,0.390909,0,0.542909,0.270528,0.822099,0.05,0.361753,0,0,0.520621,0.665657,0,NonInteractive
hsa:501,D01211,0,0,0.001859,0,0.011152,0.001859,0,0,0,0,0.003717,0.001859,0,0.005576,0.001859,0,0.001859,0,0,0.272727,0.209091,0,0.342102,0.451468,0.688999,0.55,0.309641,0,0,0.602534,0.563516,0,NonInteractive
hsa:4311,D02441,0,0,0,0.001335,0.004005,0.001335,0.001335,0,0.001335,0.001335,0.00267,0,0,0.00534,0.001335,0,0.00267,0,0.001335,0.090909,0.081818,0.25,0.443979,0.742511,0.570929,0.3,0.075709,0,0.25,0.611011,0.439524,0,NonInteractive
hsa:5599,D01974,0,0.002611,0,0.002611,0.005222,0,0.002611,0,0,0,0.002611,0.002611,0,0.005222,0,0,0,0,0,0.090909,0.163636,0.125,0.427449,0.529206,0.558024,0.35,0.138963,0,0.25,0.691283,0.527939,0,NonInteractive
hsa:9420,D00593,0,0,0,0,0.005941,0.005941,0,0,0,0.00396,0.005941,0.00198,0.00396,0.00396,0,0,0.00396,0,0,0.090909,0.3,0.125,0.263578,0.58931,0.564301,0.45,0.295708,0,0,0.527685,0.561025,0,NonInteractive
hsa:5599,D03735,0,0.002611,0,0.002611,0.005222,0,0.002611,0,0,0,0.002611,0.002611,0,0.005222,0,0,0,0,0,0.090909,0.354545,0.125,0.401764,0.427716,0.599709,0.6,0.468478,0,0.25,0.644768,0.576195,0,NonInteractive
hsa:5533,D03828,0,0,0,0.001923,0.003846,0.007692,0.001923,0,0.001923,0.003846,0.005769,0.005769,0,0.001923,0,0,0,0,0,0.272727,0.181818,0,0.327646,0.523614,0.597482,0.5,0.267346,0,0,0.620951,0.542166,0,NonInteractive
hsa:495,D00752,0.000967,0.002901,0,0.001934,0.008704,0.001934,0.001934,0,0,0.002901,0.003868,0,0.000967,0.002901,0,0,0.000967,0,0.001934,0.090909,0.281818,0,0.590164,0.513374,0.527756,0.3,0.281569,0,0,0.587017,0.552657,0,NonInteractive
hsa:124,D03736,0,0,0,0.002674,0.005348,0.002674,0,0,0.002674,0.008021,0.002674,0,0.002674,0.013369,0,0,0,0,0,0.090909,0.336364,0,0.55691,0.568946,0.587585,0.55,0.321954,0,0.25,0.677257,0.613187,0,NonInteractive
hsa:5335,D01180,0.000775,0.000775,0,0.000775,0.003876,0.009302,0.00155,0.000775,0.002326,0.000775,0.00155,0.00155,0.002326,0.003876,0.000775,0.000775,0.000775,0.000775,0.000775,0.090909,0.236364,0,0.60734,0.577965,0.564651,0.05,0.079096,0,0,0.567362,0.691397,1,NonInteractive
hsa:6259,D00107,0,0,0.001642,0.001642,0.006568,0.004926,0.001642,0.001642,0.003284,0.001642,0.003284,0,0.003284,0.001642,0.001642,0.001642,0,0,0,0.090909,0.618182,0,0.618324,0.516789,0.642413,0.35,0.558827,0,0,0.563976,0.690316,0,NonInteractive
hsa:1890,D00884,0,0,0,0,0.010395,0,0.002079,0,0.002079,0.004158,0.002079,0,0,0.010395,0,0,0,0,0,0.181818,0.427273,0,0.521677,0.395834,0.731087,0.35,0.441346,0,0,0.5611,0.638623,1,NonInteractive
hsa:2260,D03758,0,0,0.001221,0.001221,0.008547,0.002442,0.001221,0,0.001221,0,0.001221,0.003663,0.002442,0.003663,0.002442,0.001221,0,0,0,0.272727,0.236364,0,0.387204,0.454078,0.742781,0.3,0.245783,0,0,0.534625,0.497154,0,NonInteractive
hsa:3156,D00813,0,0,0,0.001127,0.006764,0.003382,0.003382,0.001127,0.002255,0.001127,0.002255,0,0.003382,0.006764,0.001127,0,0.001127,0,0,0.181818,0.109091,0,0.539006,0.40965,0.642022,0.35,0.104271,0,0,0.587156,0.49878,0,NonInteractive
hsa:2673,D02193,0.001433,0.001433,0.001433,0.001433,0.005731,0.005731,0,0,0,0.001433,0.002865,0,0.005731,0.002865,0.002865,0,0,0,0,0.090909,0.2,0.125,0.395747,0.781213,0.452535,0.05,0.124817,0,0,0.193491,0.302326,0,NonInteractive
hsa:5594,D00533,0,0.002786,0,0,0.005571,0.005571,0.002786,0,0,0.002786,0.002786,0.002786,0,0,0.002786,0,0,0,0,0.090909,0.1,0,0.37365,0.505181,0.54266,0.4,0.104271,0,0,0.635697,0.503647,0,NonInteractive
hsa:3002,D01164,0.004065,0,0.00813,0,0,0.00813,0.004065,0,0,0.004065,0,0,0,0,0,0.004065,0.004065,0.004065,0,0.090909,0.236364,0,0.66304,0.447666,0.643592,0.35,0.248877,0,0,0.56306,0.532197,0,NonInteractive
hsa:5599,D03899,0,0.002611,0,0.002611,0.005222,0,0.002611,0,0,0,0.002611,0.002611,0,0.005222,0,0,0,0,0,0.090909,0.263636,0,0.587374,0.579728,0.561283,0.45,0.258462,0,0,0.744788,0.697822,0,NonInteractive
hsa:1555,D02769,0,0,0,0.002041,0.004082,0.020408,0.002041,0.002041,0.002041,0.004082,0.008163,0,0.004082,0.002041,0.002041,0,0,0,0,0.272727,0.118182,0,0.33794,0.287015,0.56298,0.25,0.129192,0,0.75,0.625924,0.544232,0,NonInteractive
hsa:11343,D00218,0,0,0,0,0.009934,0.006623,0.003311,0,0,0,0.013245,0,0,0.006623,0,0,0,0,0,0.090909,0.045455,0.25,0.348597,0.854158,0.747726,0.25,0.05761,0,0.5,0.369015,0.344062,0,NonInteractive
hsa:56922,D02698,0,0.001381,0,0,0.002762,0.002762,0.001381,0,0.002762,0.001381,0.004144,0,0.002762,0.005525,0.001381,0,0,0,0,0.090909,0.281818,0.125,0.597362,0.370888,0.488151,0.45,0.312181,0,0,0.732897,0.723952,0,NonInteractive
hsa:353,D00155,0,0,0,0.005587,0.01676,0.005587,0,0,0,0.005587,0.005587,0,0,0.005587,0,0,0,0,0,0.090909,0.136364,0,0.550784,0.288671,0.6224,0.15,0.104271,0,0.25,0.536922,0.497013,0,NonInteractive
