Protein,Drug,CN,CQ,WG,TH,GL,FL,GM,HM,PM,GF,VF,WS,DT,GT,RW,CW,GW,HW,WW,nAcid,nH1,nS1,MATS1c,MATS2m,GATS2i,nBondsD,Kier2,khs.dNH,khs.aaN,TpiPC,MWC8,SRW3,ClassLabel
hsa:1544,D00960,0,0,0.001942,0.001942,0.005825,0.01165,0.001942,0,0,0.003883,0.003883,0.001942,0.007767,0.001942,0,0,0.001942,0,0,0.090909,0.163636,0,0.70987,0.792168,0.390333,0.25,0.143728,0,0.5,0.59958,0.494537,0,Interactive
hsa:7155,D02756,0.001235,0.000617,0,0,0.00679,0.001852,0.001852,0.000617,0.001852,0.002469,0.002469,0.001235,0.002469,0.004938,0.000617,0,0.000617,0,0,0.090909,0.481818,0,0.59493,0.585256,0.570774,0.5,0.444897,0,0,0.758817,0.758285,0,Interactive
hsa:191,D00002,0.00464,0.00232,0.00232,0.00232,0.00464,0.00232,0.00232,0.00232,0,0.00232,0,0.00232,0,0,0,0,0,0,0,0.090909,0.227273,0,0.401897,0.531784,0.534885,0.5,0.328674,0,0.75,0.621701,0.669261,0,Interactive
hsa:5536,D00184,0.002101,0.002101,0,0.002101,0.004202,0.002101,0.002101,0,0.004202,0.004202,0.004202,0.002101,0.002101,0,0,0,0,0,0,0.090909,1,0,0.447,0.677396,0.65579,0.6,1,0,0,0.555928,0.739405,0,Interactive
hsa:1594,D00437,0,0,0.001972,0.003945,0.005917,0.005917,0,0,0,0.001972,0.003945,0,0.003945,0.005917,0.003945,0,0,0.001972,0,0.090909,0.154545,0,0.513685,0.77127,0.498282,0.4,0.197016,0,0,0.600503,0.551398,0,Interactive
hsa:4129,D01097,0,0,0,0.003854,0.009634,0.00578,0.003854,0,0.001927,0.003854,0,0.001927,0.001927,0.00578,0,0.001927,0,0.001927,0,0.090909,0.063636,0,0.502744,0.428385,0.65836,0.2,0.101401,0,0.25,0.36422,0.274474,0,Interactive
hsa:1582,D00574,0,0,0.006,0.002,0.002,0.006,0.002,0.002,0,0.002,0.006,0.002,0.004,0.004,0.002,0.002,0.002,0,0,0.090909,0.136364,0,0.403662,0.611163,0.602492,0.25,0.092205,0,0,0.468076,0.464114,0,Interactive
hsa:64816,D01425,0.001988,0,0.001988,0.005964,0.007952,0.013917,0.001988,0,0.003976,0.001988,0.005964,0,0.001988,0.005964,0,0,0,0,0,0.090909,0.427273,0,0.465083,0.456943,0.630209,0.6,0.481735,0,0,0.578448,0.599415,0,Interactive
hsa:6416,D01441,0,0,0,0.002513,0,0,0,0,0.002513,0,0.002513,0.002513,0,0.002513,0,0.002513,0,0.002513,0,0.090909,0.272727,0,0.555772,0.464794,0.533064,0.65,0.324126,0,0.75,0.722576,0.569741,0,Interactive
hsa:5742,D00904,0,0.001672,0.001672,0.005017,0.010033,0.010033,0.001672,0,0.001672,0.003344,0.001672,0,0,0.003344,0.001672,0,0,0.001672,0,0.181818,0.090909,0,0.632485,0.426349,0,0.35,0.14026,0,0,0.532373,0.42572,0,Interactive
hsa:1576,D00394,0,0,0.001996,0.003992,0.003992,0.013972,0.003992,0,0,0.005988,0.005988,0,0.003992,0.003992,0,0,0,0,0,0.090909,0.236364,0,0.844228,0.464265,0.544478,0.3,0.155595,0,0,0.623751,0.49652,0,Interactive
hsa:115,D00002,0.001479,0.002219,0.00074,0,0.004438,0.008136,0.001479,0.00074,0,0.003698,0.005178,0.001479,0.002219,0.002959,0.001479,0,0.00074,0.00074,0.00074,0.090909,0.227273,0,0.401897,0.531784,0.534885,0.5,0.328674,0,0.75,0.621701,0.669261,0,Interactive
hsa:2050,D03218,0,0.002028,0,0,0.004057,0.004057,0.002028,0.001014,0,0.003043,0.001014,0.002028,0.002028,0.005071,0.001014,0.002028,0.002028,0.001014,0,0.090909,0.154545,0.125,0.602828,0.502752,0.54443,0.6,0.225498,0,0.5,0.743266,0.531167,0,Interactive
hsa:260293,D03781,0,0.001969,0.001969,0.003937,0.005906,0.005906,0.001969,0,0,0.001969,0.003937,0,0.005906,0,0.001969,0,0,0.001969,0,0.090909,0.109091,0,0.630041,0.426349,0,0.45,0.132863,0,0.5,0.637275,0.516051,0,Interactive
hsa:759,D00652,0,0,0.007692,0.003846,0.003846,0,0,0,0.003846,0,0,0.003846,0.003846,0,0,0,0,0.007692,0,0.090909,0.190909,0.375,0.486564,0.786891,0.497955,0.3,0.149559,0,0,0.561303,0.549702,0,Interactive
hsa:80339,D01223,0.004167,0,0,0,0.008333,0.010417,0.002083,0,0,0.004167,0.002083,0.002083,0.002083,0,0,0.002083,0.002083,0,0,0.090909,0.2,0,0.333744,0.539903,0.615905,0.25,0.210882,0,0,0.528922,0.508263,0,Interactive
hsa:23236,D00528,0,0.001646,0,0.000823,0.001646,0.002469,0.000823,0,0.000823,0.002469,0.003292,0,0.003292,0.003292,0,0.000823,0,0,0,0.090909,0.081818,0,0.377391,0.983281,0.269295,0.2,0.044778,0,0.25,0.451708,0.461603,0,Interactive
hsa:476,D00658,0.000978,0.000978,0,0,0.007828,0.006849,0.002935,0.000978,0,0.004892,0.003914,0,0.001957,0.004892,0.000978,0,0.000978,0,0.000978,0.090909,0.063636,0.25,1,0.426349,0,0.35,0.0922,0,0,0.554615,0.529522,0,Interactive
hsa:1577,D00380,0,0,0.001996,0.003992,0.005988,0.011976,0.001996,0,0,0.003992,0.005988,0,0.005988,0.00998,0,0,0,0,0,0.090909,0.154545,0.125,0.259416,0.604853,0.547681,0.3,0.151402,0,0,0.423869,0.383899,0,Interactive
hsa:2041,D04025,0,0.002051,0,0,0.013333,0.002051,0.001026,0,0.001026,0.001026,0.002051,0.002051,0.009231,0.006154,0.003077,0.001026,0.002051,0.001026,0.001026,0.090909,0.2,0,0.578911,0.491831,0.44763,0.55,0.309641,0,0.75,0.652575,0.525068,0,Interactive
hsa:11238,D00653,0,0,0.006329,0,0.006329,0.006329,0,0,0,0,0.003165,0,0.003165,0,0.003165,0,0,0.006329,0,0.090909,0.145455,0.375,0.447699,0.797341,0.521551,0.3,0.085692,0,0,0.537188,0.531535,0,Interactive
hsa:199974,D00410,0,0,0,0,0.003968,0.005952,0,0,0,0.001984,0.009921,0,0.003968,0,0.003968,0,0,0.001984,0,0.090909,0.118182,0,0.772193,0.57727,0.496911,0.35,0.10374,0,0.5,0.501018,0.428809,0,Interactive
hsa:1636,D01900,0,0.000766,0.001533,0.001533,0.00613,0.003065,0,0.000766,0.000766,0.003065,0.001533,0.002299,0.003065,0.000766,0.001533,0.000766,0.004598,0,0.001533,0.181818,0.227273,0.125,0.431199,0.487387,0.681713,0.35,0.269378,0,0,0.467714,0.494377,0,Interactive
hsa:761,D01196,0,0,0.007722,0,0,0.007722,0,0,0.003861,0,0.003861,0.003861,0.003861,0,0,0,0,0.011583,0,0.090909,0.045455,0.25,0.348597,0.854158,0.747726,0.25,0.05761,0,0.5,0.369015,0.344062,0,Interactive
hsa:10269,D00279,0,0,0,0.00211,0.006329,0.008439,0.004219,0,0,0.012658,0.00211,0.004219,0.00211,0.00211,0,0,0,0.00211,0,0.090909,0.127273,0,0.596382,0.426349,0,0.2,0.112085,0,0,0.377322,0.365495,0,Interactive
hsa:2066,D03218,0.003098,0.000775,0.001549,0.000775,0.006971,0.004648,0.001549,0,0.000775,0.001549,0.002324,0.000775,0.001549,0.006197,0,0.002324,0,0.000775,0,0.090909,0.154545,0.125,0.602828,0.502752,0.54443,0.6,0.225498,0,0.5,0.743266,0.531167,0,Interactive
hsa:284541,D00437,0,0.001931,0.001931,0.003861,0.007722,0.005792,0,0,0.001931,0,0.005792,0,0.007722,0,0.001931,0,0,0.001931,0,0.090909,0.154545,0,0.513685,0.77127,0.498282,0.4,0.197016,0,0,0.600503,0.551398,0,Interactive
hsa:4128,D01097,0,0,0,0.003802,0.005703,0.001901,0,0.001901,0.001901,0.005703,0,0.001901,0.001901,0.003802,0,0.001901,0,0,0,0.090909,0.063636,0,0.502744,0.428385,0.65836,0.2,0.101401,0,0.25,0.36422,0.274474,0,Interactive
hsa:112,D00002,0.001714,0,0.001714,0.000857,0.012853,0.008569,0,0.000857,0,0.002571,0.005141,0.000857,0.000857,0.003428,0.000857,0.000857,0,0,0,0.090909,0.227273,0,0.401897,0.531784,0.534885,0.5,0.328674,0,0.75,0.621701,0.669261,0,Interactive
hsa:6098,D03218,0.001279,0.000853,0.001279,0.001705,0.004689,0.005541,0.000853,0,0,0.001279,0.00341,0.001705,0.002984,0.002984,0.001705,0.000853,0,0,0,0.090909,0.154545,0.125,0.602828,0.502752,0.54443,0.6,0.225498,0,0.5,0.743266,0.531167,0,Interactive
hsa:8972,D00625,0,0,0.002694,0.001078,0.00431,0.00431,0.002694,0,0.000539,0.005388,0.003772,0.002155,0.002694,0.008082,0.003233,0.000539,0.001078,0.001616,0.001078,0.090909,0.154545,0,0.545831,0.168686,0.900828,0,0.088493,0,0,0.233131,0.376972,0,Interactive
hsa:5320,D01223,0,0,0,0.006993,0.006993,0.006993,0,0,0,0.006993,0,0,0,0.006993,0,0,0,0,0,0.090909,0.2,0,0.333744,0.539903,0.615905,0.25,0.210882,0,0,0.528922,0.508263,0,Interactive
hsa:766,D00653,0,0,0.004831,0,0.004831,0.004831,0,0.004831,0,0,0.004831,0,0,0.004831,0,0,0,0.009662,0,0.090909,0.145455,0.375,0.447699,0.797341,0.521551,0.3,0.085692,0,0,0.537188,0.531535,0,Interactive
hsa:1589,D01071,0,0,0,0,0.008097,0.008097,0.002024,0.002024,0,0.002024,0.002024,0.004049,0,0.006073,0,0,0,0.002024,0.002024,0.090909,0.127273,0,0.377247,0.758204,0.453881,0.2,0.081928,0,0,0.384056,0.490437,0,Interactive
hsa:3156,D00889,0,0,0,0.001127,0.006764,0.003382,0.003382,0.001127,0.002255,0.001127,0.002255,0,0.003382,0.006764,0.001127,0,0.001127,0,0,0.181818,0.3,0,0.588644,0.570066,0.548104,0.4,0.320376,0,0.25,0.652642,0.566148,0,Interactive
hsa:29785,D00542,0,0,0,0,0.007952,0.00994,0.001988,0,0.001988,0,0.005964,0,0.001988,0.017893,0.001988,0,0,0,0,0.090909,0,0,1,0.426349,0,0,0,0,0,0,0.109952,0,Interactive
hsa:1577,D00139,0,0,0.001996,0.003992,0.005988,0.011976,0.001996,0,0,0.003992,0.005988,0,0.005988,0.00998,0,0,0,0,0,0.090909,0.063636,0,0.567225,0.577553,0.441599,0.3,0.066289,0,0,0.664624,0.478889,0,Interactive
hsa:2280,D00753,0,0,0,0,0,0,0.009346,0,0,0,0.009346,0,0,0,0,0,0.009346,0,0,0.090909,0.709091,0,0.617835,0.514754,0.642614,0.45,0.682478,0,0,0.576696,0.695044,0,Interactive
hsa:43,D02418,0,0,0,0,0.006525,0.013051,0.003263,0,0.001631,0.006525,0.003263,0.003263,0.006525,0.003263,0.001631,0,0,0.001631,0,0.090909,0.190909,0,0.380505,0.722257,0.430844,0.2,0.0922,0,0,0.575424,0.567977,0,Interactive
hsa:260293,D03670,0,0.001969,0.001969,0.003937,0.005906,0.005906,0.001969,0,0,0.001969,0.003937,0,0.005906,0,0.001969,0,0,0.001969,0,0.090909,0.436364,0,0.534911,0.392058,0.798422,0.25,0.63277,0,0,0.368364,0.431334,0,Interactive
hsa:3551,D00448,0.001328,0.001328,0.001328,0.001328,0.002656,0.002656,0.001328,0,0.001328,0.002656,0.001328,0.002656,0.002656,0.007968,0.001328,0,0,0,0,0.181818,0.118182,0.125,0.42549,0.384724,0.649933,0.65,0.225498,0,0.25,0.667831,0.514868,0,Interactive
hsa:7156,D01061,0.005,0.003,0.001,0.002,0.004,0.003,0.001,0,0.001,0.006,0.001,0.001,0.002,0.004,0.002,0,0,0.001,0,0.090909,0.336364,0,0.451099,0.614319,0.586105,0.55,0.293082,0,0.25,0.871033,0.705268,0,Interactive
hsa:1595,D00410,0,0,0.001969,0,0.005906,0.007874,0.003937,0,0,0.003937,0.007874,0.001969,0,0,0,0,0.001969,0,0,0.090909,0.118182,0,0.772193,0.57727,0.496911,0.35,0.10374,0,0.5,0.501018,0.428809,0,Interactive
hsa:199974,D00394,0,0,0,0,0.003968,0.005952,0,0,0,0.001984,0.009921,0,0.003968,0,0.003968,0,0,0.001984,0,0.090909,0.236364,0,0.844228,0.464265,0.544478,0.3,0.155595,0,0,0.623751,0.49652,0,Interactive
hsa:84171,D00270,0.001325,0.005298,0.006623,0.001325,0.006623,0.003974,0.002649,0.002649,0,0.006623,0.001325,0.002649,0.002649,0.009272,0.002649,0.001325,0.002649,0.001325,0,0.090909,0.172727,0.125,0.616389,0.426349,0,0.3,0.138003,0,0,0.608962,0.499336,0,Interactive
hsa:4758,D00902,0,0.004831,0.004831,0,0.004831,0.004831,0,0,0,0.002415,0.012077,0.012077,0.004831,0.012077,0.004831,0,0,0,0,0.181818,0.172727,0,0.409286,0.447738,0.777303,0.2,0.202343,0.5,0,0.421979,0.480559,0,Interactive
hsa:2044,D04025,0.001931,0.000965,0,0.000965,0.003861,0.002896,0.002896,0,0.000965,0.001931,0.004826,0.000965,0.004826,0.001931,0.000965,0.000965,0.001931,0,0,0.090909,0.2,0,0.578911,0.491831,0.44763,0.55,0.309641,0,0.75,0.652575,0.525068,0,Interactive
hsa:10461,D01441,0,0.001002,0,0,0.007014,0.004008,0.002004,0,0.001002,0.002004,0.002004,0.002004,0.001002,0.001002,0.001002,0.001002,0.002004,0,0.001002,0.090909,0.272727,0,0.555772,0.464794,0.533064,0.65,0.324126,0,0.75,0.722576,0.569741,0,Interactive
hsa:5052,D03670,0,0.005051,0,0,0.010101,0,0,0,0.005051,0,0.005051,0,0.005051,0,0,0,0.005051,0,0,0.090909,0.436364,0,0.534911,0.392058,0.798422,0.25,0.63277,0,0,0.368364,0.431334,0,Interactive
hsa:1565,D00300,0,0,0.002016,0.004032,0.014113,0.020161,0.002016,0.004032,0,0.006048,0.006048,0,0.002016,0.002016,0.002016,0,0,0,0,0.090909,0.190909,0,0.806504,0.272686,0.496224,0.3,0.171779,0,0,0.525681,0.390134,0,Interactive
hsa:1559,D03784,0.00409,0,0,0.002045,0.002045,0.010225,0.00409,0.002045,0,0.00409,0.00409,0,0.002045,0.006135,0,0,0,0,0,0.090909,0.109091,0,0.630041,0.426349,0,0.45,0.132863,0,0.5,0.637275,0.516051,0,Interactive
hsa:4915,D03218,0,0,0.002101,0.002101,0.006303,0.006303,0.002101,0.004202,0,0.008403,0,0,0.004202,0.002101,0.002101,0.002101,0.002101,0.002101,0,0.090909,0.154545,0.125,0.602828,0.502752,0.54443,0.6,0.225498,0,0.5,0.743266,0.531167,0,Interactive
hsa:10846,D02731,0.001269,0,0.001269,0,0.006345,0.003807,0,0,0.001269,0.003807,0.002538,0,0.002538,0.005076,0,0,0,0.001269,0,0.090909,0.290909,0.125,0.554619,0.714635,0.632614,0.45,0.258454,0,0.25,0.67329,0.62331,0,Interactive
hsa:5148,D00231,0,0,0,0,0.011628,0,0.011628,0,0,0.011628,0,0,0,0.011628,0,0,0,0,0,0.090909,0.072727,0,0.477016,0.373464,0.591243,0.3,0.075072,0,0.25,0.499768,0.357977,0,Interactive
hsa:7150,D02756,0.001309,0,0.001309,0,0.002618,0.002618,0.001309,0,0,0.002618,0.003927,0,0.002618,0.001309,0,0,0,0,0.001309,0.090909,0.481818,0,0.59493,0.585256,0.570774,0.5,0.444897,0,0,0.758817,0.758285,0,Interactive
hsa:2042,D03350,0.003055,0.002037,0,0,0.003055,0.003055,0.002037,0,0.002037,0.003055,0.001018,0.002037,0.005092,0.003055,0.001018,0.001018,0.003055,0,0,0.090909,0.227273,0,0.597117,0.426349,0,0.5,0.309641,0,0.5,0.674883,0.558695,0,Interactive
hsa:766,D00655,0,0,0.004831,0,0.004831,0.004831,0,0.004831,0,0,0.004831,0,0,0.004831,0,0,0,0.009662,0,0.090909,0.063636,0.25,0.383299,0.96373,0.672446,0.25,0.063522,0,0,0.362179,0.382515,0,Interactive
hsa:43,D00667,0,0,0,0,0.006525,0.013051,0.003263,0,0.001631,0.006525,0.003263,0.003263,0.006525,0.003263,0.001631,0,0,0.001631,0,0.090909,0.463636,0,0.450204,0.604147,0.462643,0.4,0.427528,0,0,0.533205,0.542403,0,Interactive
hsa:10846,D01712,0.001269,0,0.001269,0,0.006345,0.003807,0,0,0.001269,0.003807,0.002538,0,0.002538,0.005076,0,0,0,0.001269,0,0.090909,0.063636,0,0.343,0.897697,0.336963,0.2,0.038242,0,0.25,0.431112,0.432902,0,Interactive
hsa:1583,D00139,0,0.001923,0.001923,0.001923,0.003846,0.007692,0.001923,0,0.001923,0.001923,0,0,0.001923,0.003846,0.001923,0,0.003846,0,0,0.090909,0.063636,0,0.567225,0.577553,0.441599,0.3,0.066289,0,0,0.664624,0.478889,0,Interactive
hsa:1543,D03781,0,0.001957,0.001957,0,0.007828,0.009785,0.001957,0.001957,0,0.003914,0.005871,0.001957,0.007828,0,0.001957,0,0.001957,0,0,0.090909,0.109091,0,0.630041,0.426349,0,0.45,0.132863,0,0.5,0.637275,0.516051,0,Interactive
hsa:768,D01196,0,0,0.004367,0,0.010917,0.004367,0,0,0,0.002183,0.004367,0,0.002183,0.002183,0,0,0,0.004367,0,0.090909,0.045455,0.25,0.348597,0.854158,0.747726,0.25,0.05761,0,0.5,0.369015,0.344062,0,Interactive
hsa:5142,D01133,0,0.001776,0.001776,0.003552,0.003552,0.003552,0.001776,0.001776,0.001776,0.003552,0.001776,0,0.005329,0.001776,0,0,0,0,0,0.090909,0.154545,0,0.575005,0.580351,0.594208,0.45,0.161475,0,0.25,0.787425,0.538889,0,Interactive
hsa:5145,D00528,0.001164,0,0,0,0.003492,0.004657,0,0.001164,0.002328,0.003492,0.002328,0.002328,0.001164,0.001164,0,0,0.002328,0.001164,0,0.090909,0.081818,0,0.377391,0.983281,0.269295,0.2,0.044778,0,0.25,0.451708,0.461603,0,Interactive
hsa:4907,D00252,0.001912,0,0,0,0.003824,0.007648,0,0,0,0.003824,0.001912,0,0,0.003824,0,0,0,0,0,0.090909,0.1,0,0.261809,0.446072,0.533889,0.4,0.098193,0,0,0.664074,0.481018,0,NonInteractive
hsa:5049,D01974,0,0,0,0,0,0,0,0,0,0,0,0.004975,0.00995,0.00995,0.00995,0,0,0,0,0.090909,0.163636,0.125,0.427449,0.529206,0.558024,0.35,0.138963,0,0.25,0.691283,0.527939,0,NonInteractive
hsa:4593,D01866,0,0,0,0.001279,0.007673,0.001279,0.002558,0,0.003836,0,0.002558,0.001279,0.002558,0.003836,0.001279,0.001279,0,0.001279,0,0.090909,0.081818,0.25,0.622471,0.426349,0,0.45,0.129192,0,0.25,0.588247,0.563103,0,NonInteractive
hsa:111,D02323,0.002198,0,0.002198,0.002198,0.004396,0.00989,0.001099,0.001099,0,0.003297,0.006593,0.001099,0,0.001099,0,0,0,0.001099,0,0.181818,0.118182,0.125,0.493863,0.726421,0.314758,0.35,0.16669,0,0,0.677809,0.538989,0,NonInteractive
hsa:93650,D00887,0,0.002353,0.002353,0,0.021176,0.007059,0,0,0.004706,0.007059,0.004706,0,0.002353,0,0.002353,0,0.002353,0,0,0.181818,0.309091,0,0.548894,0.464299,0.603856,0.65,0.384859,0,0,0.714422,0.634478,0,NonInteractive
hsa:4329,D00454,0.001873,0,0,0,0.001873,0.001873,0,0,0.003745,0,0.001873,0,0.003745,0.005618,0,0,0,0,0,0.090909,0.181818,0.125,0.619022,0.641374,0.552248,0.3,0.122891,0,0,0.678741,0.530146,0,NonInteractive
hsa:4191,D03899,0,0,0,0,0.002967,0,0.002967,0,0,0,0.005935,0,0,0.002967,0,0,0,0,0,0.090909,0.263636,0,0.587374,0.579728,0.561283,0.45,0.258462,0,0,0.744788,0.697822,0,NonInteractive
hsa:2045,D03882,0.001003,0.001003,0,0.001003,0.004012,0.002006,0.002006,0,0.001003,0.003009,0.004012,0.003009,0.004012,0.007021,0.001003,0.002006,0.001003,0,0,0.090909,0.227273,0,0.602753,0.54055,0.545308,0.2,0.27917,0,0,0.450838,0.436409,0,NonInteractive
hsa:2044,D03899,0.001931,0.000965,0,0.000965,0.003861,0.002896,0.002896,0,0.000965,0.001931,0.004826,0.000965,0.004826,0.001931,0.000965,0.000965,0.001931,0,0,0.090909,0.263636,0,0.587374,0.579728,0.561283,0.45,0.258462,0,0,0.744788,0.697822,0,NonInteractive
hsa:9641,D00391,0.001587,0.001587,0.001587,0.001587,0.007937,0.001587,0.003175,0.001587,0,0.001587,0.003175,0.003175,0,0.004762,0,0.001587,0,0.001587,0,0.090909,0.090909,0,0.462467,0.515435,0.403246,0.15,0.110422,0,0,0.427175,0.50146,0,NonInteractive
hsa:5624,D00131,0,0.002174,0.006522,0.002174,0.006522,0.006522,0,0,0.002174,0,0.004348,0.002174,0.004348,0.006522,0.002174,0,0.006522,0,0,0.090909,0.172727,0.5,0.574559,0.954831,0.53357,0.1,0.191711,0,0,0.221004,0.285525,0,NonInteractive
hsa:1267,D00325,0,0,0,0,0.007143,0.011905,0,0,0,0.002381,0.002381,0,0.004762,0.002381,0.002381,0,0.002381,0,0,0.090909,0.281818,0,0.56827,0.747895,0.557421,0.25,0.169787,0,0,0.628517,0.75274,0,NonInteractive
hsa:558,D03743,0,0.002262,0,0.002262,0.00905,0.005656,0.002262,0,0,0,0.002262,0.002262,0.002262,0.003394,0,0.001131,0.001131,0.003394,0.001131,0.090909,0.427273,0.125,0.469682,0.289029,0.697203,0.35,0.489223,0,0,0.503604,0.564576,0,NonInteractive
hsa:29968,D00252,0,0,0,0,0.006192,0.009288,0,0,0,0.006192,0,0.003096,0,0.003096,0,0,0,0,0,0.090909,0.1,0,0.261809,0.446072,0.533889,0.4,0.098193,0,0,0.664074,0.481018,0,NonInteractive
hsa:63036,D01977,0.007463,0.003731,0.007463,0,0.003731,0,0,0,0,0,0.003731,0,0,0.003731,0.003731,0,0.003731,0,0.003731,0.090909,0.218182,0,0.601043,0.426349,0,0.4,0.267346,0,0.5,0.657047,0.544301,0,NonInteractive
hsa:219,D02194,0,0,0,0,0.003876,0.003876,0,0,0.001938,0.005814,0.003876,0,0.001938,0.001938,0,0,0.003876,0,0,0.272727,0.236364,0.125,0.336104,0.403345,0.730762,0.2,0.222188,0,0,0.354644,0.463677,1,NonInteractive
hsa:18,D03826,0.002004,0,0.002004,0.002004,0.004008,0.004008,0.002004,0,0,0.004008,0.002004,0,0.002004,0.002004,0,0,0,0.002004,0,0.090909,0.190909,0,0.380505,0.722257,0.430844,0.2,0.0922,0,0,0.575424,0.567977,0,NonInteractive
hsa:5320,D01844,0,0,0,0.006993,0.006993,0.006993,0,0,0,0.006993,0,0,0,0.006993,0,0,0,0,0,1,0.472727,1,0.335874,0.236632,0.604154,0.9,0.791881,0,0,0.651865,0.805786,0,NonInteractive
hsa:1436,D00963,0,0,0,0.00309,0.005149,0.006179,0.00103,0,0,0.00309,0.00206,0.00103,0.00206,0.00206,0.00103,0.00103,0.00103,0.00103,0,0.090909,0.209091,0,0.635543,0.636884,0.522478,0.25,0.083487,0,0,0.56309,0.616655,0,NonInteractive
hsa:142679,D02173,0.006061,0,0,0,0,0.006061,0,0,0,0.012121,0,0,0.006061,0,0,0,0,0,0,0.090909,0.190909,0,0.676179,0.507686,0.494681,0.2,0.090837,0,0,0.631973,0.594678,0,NonInteractive
hsa:1890,D02110,0,0,0,0,0.010395,0,0.002079,0,0.002079,0.004158,0.002079,0,0,0.010395,0,0,0,0,0,0.181818,0.136364,0,0.616773,0.426349,0,0.45,0.172415,0,0,0.639339,0.558169,0,NonInteractive
hsa:5168,D00437,0.00116,0.00116,0.00116,0.00348,0.00464,0.00464,0.00116,0,0.00116,0.0058,0.00232,0.00116,0.00116,0.00464,0.00232,0,0.00232,0.00116,0.00116,0.090909,0.154545,0,0.513685,0.77127,0.498282,0.4,0.197016,0,0,0.600503,0.551398,0,NonInteractive
hsa:2597,D02581,0,0,0.003425,0.006849,0.003425,0,0.003425,0.003425,0.003425,0,0.003425,0,0.003425,0.003425,0,0,0,0,0,0.090909,0.154545,0,0.529034,0.386762,0.49061,0.35,0.210882,0,0,0.585942,0.486564,0,NonInteractive
hsa:28972,D02008,0,0.005952,0,0,0.005952,0,0,0,0,0.011905,0,0,0.005952,0,0,0,0.005952,0,0,0.090909,0.163636,0,0.549425,0.497517,0.541337,0.45,0.151223,0,0,0.768036,0.647732,0,NonInteractive
hsa:7150,D01256,0.001309,0,0.001309,0,0.002618,0.002618,0.001309,0,0,0.002618,0.003927,0,0.002618,0.001309,0,0,0,0,0.001309,0.090909,0.136364,0.25,0.393737,0.372262,0.566714,0.4,0.103475,0,0,0.630062,0.596787,0,NonInteractive
hsa:771,D00455,0.002833,0,0.002833,0.002833,0.011331,0.002833,0,0.002833,0,0.002833,0.002833,0.002833,0,0,0,0,0,0.002833,0,0.090909,0.163636,0.125,0.656237,0.663566,0.558758,0.4,0.16669,0,0.5,0.66541,0.520464,0,NonInteractive
hsa:5754,D02560,0.000929,0.000929,0,0.001857,0.0065,0.002786,0.000929,0,0,0,0.0065,0,0.000929,0.005571,0.000929,0.000929,0,0,0.000929,0.090909,0.145455,0,0.603997,0.426349,0,0.2,0.098193,0,0,0.541313,0.472261,0,NonInteractive
hsa:94,D00538,0.001992,0,0,0.001992,0.017928,0.003984,0,0,0,0.001992,0,0,0,0.005976,0,0.001992,0,0,0,0.090909,0.063636,0.125,0.565008,0.058971,0.665876,0.3,0.053512,0,0.25,0.558658,0.40292,0,NonInteractive
hsa:128,D02194,0,0.002681,0.002681,0.002681,0.008043,0,0,0,0,0,0.002681,0,0.002681,0.008043,0,0,0.005362,0,0,0.272727,0.236364,0.125,0.336104,0.403345,0.730762,0.2,0.222188,0,0,0.354644,0.463677,1,NonInteractive
hsa:2950,D03778,0,0,0,0,0.004785,0.004785,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909,0.109091,0,0.694454,0.335392,0.544866,0.25,0.092205,0,0.25,0.582926,0.449793,0,NonInteractive
hsa:1846,D03899,0.002545,0.002545,0,0,0.005089,0.005089,0,0,0,0,0.002545,0,0,0.005089,0,0,0,0,0,0.090909,0.263636,0,0.587374,0.579728,0.561283,0.45,0.258462,0,0,0.744788,0.697822,0,NonInteractive
hsa:223,D00965,0.001934,0.001934,0,0,0.007737,0.005803,0.003868,0,0,0.003868,0.005803,0.001934,0.005803,0.007737,0,0,0,0,0,0.090909,0.081818,0,0.355049,1,0.405338,0.3,0.113717,0,0,0.559243,0.547122,0,NonInteractive
hsa:225689,D01578,0,0,0,0,0.003683,0.001842,0,0,0,0,0.003683,0.001842,0.003683,0.005525,0.001842,0,0,0,0,0.181818,0.109091,0,0.404119,0.588699,0.535745,0.35,0.104271,0,0.25,0.646791,0.478812,0,NonInteractive
hsa:7010,D00753,0.002671,0,0.00089,0.00089,0.006233,0.002671,0.003562,0,0,0.001781,0.00089,0.001781,0.001781,0.003562,0.00089,0.00089,0.003562,0,0,0.090909,0.709091,0,0.617835,0.514754,0.642614,0.45,0.682478,0,0,0.576696,0.695044,0,NonInteractive
hsa:5657,D03751,0,0,0.007843,0,0,0.003922,0,0,0,0,0.003922,0,0,0.007843,0,0,0.003922,0,0,0.090909,0.227273,0,0.688933,0.400471,0.639984,0.4,0.190098,0,0.25,0.678475,0.555582,0,NonInteractive
hsa:1576,D00530,0,0,0.001996,0.003992,0.003992,0.013972,0.003992,0,0,0.005988,0.005988,0,0.003992,0.003992,0,0,0,0,0,0.090909,0.127273,0,0.679697,0.686045,0.622696,0.4,0.161076,0,0.5,0.769092,0.522448,0,NonInteractive
