Protein,Drug,LN,ED,DC,MH,GI,CL,VL,CT,CW,MY,VY,nAcid,nO,MATS7e,MATS1p,C1SP2,nHBDon_Lipinski,MLFER_A,nG12Ring,nT9Ring,RotBFrac,MWC7,SRW9,TSRW,WTPT.5,ClassLabel
hsa:3356,D00227,0.004255,0.002128,0.002128,0.002128,0.004255,0.006383,0.006383,0,0,0,0.002128,0,0.125,1,0.186961,0.25,0.058824,0.294529,0,0.25,0,0.478253,0.789848,0.48173,0.425241,NonInteractive
hsa:2912,D01692,0.002296,0.002296,0.003444,0.001148,0.003444,0.004592,0.008037,0.002296,0.001148,0.001148,0.001148,0,0.25,0.606148,0.411076,0.25,0.176471,0.308815,0,0,0.364286,0.636444,0.749822,0.628504,0.512781,NonInteractive
hsa:7201,D00520,0.015113,0,0,0,0.005038,0.005038,0.010076,0.002519,0,0,0.002519,0,0.0625,0.578891,0.539871,0,0.058824,0.121884,0,0,0.364286,0.430155,0,0.410362,0.101337,NonInteractive
hsa:9934,D00493,0.005935,0,0,0,0.002967,0.002967,0.005935,0,0,0.002967,0,0,0,0.580076,0.613592,0,0.117647,0.074772,0,0,0.173469,0.637584,0,0.631564,0.347384,NonInteractive
hsa:1813,D01358,0.00905,0.002262,0.002262,0,0,0,0.011312,0.006787,0.002262,0,0.006787,0,0,0.564131,0.602435,0,0.058824,0.074772,0,0,0,0.623031,0.650476,0.594978,0.232888,NonInteractive
hsa:2915,D02278,0.000848,0.000848,0,0.001696,0.005089,0.002545,0.001696,0.003393,0.001696,0.000848,0.001696,0.333333,0.125,0.59863,0.805802,0.125,0.411765,0.273556,0,0,0.674603,0.005797,0,0,0.165245,NonInteractive
hsa:1132,D00523,0.002092,0,0,0,0,0,0.008368,0,0,0,0.002092,0.666667,0.0625,0.532656,0.635905,0.375,0.058824,0.240729,0,0,0.236111,0.752403,0.938181,0.739205,0.636729,NonInteractive
hsa:64805,D02578,0.002933,0,0.002933,0,0,0.002933,0.005865,0.005865,0,0.002933,0,0,0.125,0.568852,0.578555,0.125,0.058824,0.280851,0,0,0.319549,0.460995,0,0.452095,0.098704,NonInteractive
hsa:9283,D01994,0.002083,0.002083,0.002083,0,0.004167,0.004167,0.004167,0.002083,0,0,0.002083,0,0.1875,0.580076,0.613592,0.125,0.235294,0.21459,0,0,0.313364,0.616281,0,0.611251,0.307315,NonInteractive
hsa:10161,D00235,0.002915,0,0,0,0,0,0.011662,0.002915,0,0.005831,0.005831,0,0.1875,0.658052,0.646357,0.125,0.294118,0.31003,0,0,0.511278,0.356605,0,0.343322,0.179076,NonInteractive
hsa:3363,D01103,0.002252,0,0,0.002252,0.006757,0.004505,0.002252,0.002252,0.002252,0.002252,0,0,0.1875,0.498121,0.630569,0.125,0.058824,0.197872,0,0,0.183983,0.7691,0.909757,0.77201,0.129717,NonInteractive
hsa:4985,D04006,0.002695,0,0,0,0.002695,0,0.013477,0.002695,0.002695,0,0,0,0.125,0.532579,0.390206,0.25,0.117647,0.526748,0,0.25,0.161905,0.463806,0.789848,0.45542,0.426522,NonInteractive
hsa:7201,D05246,0.015113,0,0,0,0.005038,0.005038,0.010076,0.002519,0,0,0.002519,1,0.1875,0.543028,0.684059,0.375,0.176471,0.524316,0,0,0.269841,0.747268,0.887006,0.732031,0.63631,NonInteractive
hsa:4543,D01126,0.008596,0,0,0,0.002865,0.002865,0.020057,0.005731,0.002865,0,0.002865,0.333333,0.125,0.607219,0.775094,0.125,0.470588,0.353799,0,0,0.662338,0.085539,0,0.08235,0.3429,NonInteractive
hsa:56413,D00522,0,0,0,0,0,0.002801,0.016807,0,0,0.002801,0.005602,1,0.1875,0.544295,0.643194,0.25,0.117647,0.419453,0,0.25,0.22973,0.753108,0.885746,0.733711,0.639946,NonInteractive
hsa:5731,D01441,0.002494,0,0,0,0.002494,0,0.007481,0,0.002494,0,0.002494,0,0.0625,0.598865,0.570878,0.5,0.235294,0.047112,0,0,0.236934,0.708752,0,0.704747,0.753114,NonInteractive
hsa:10800,D00494,0,0,0,0,0.005952,0,0.014881,0.002976,0,0,0.008929,0,0,0.487998,0.63935,0,0.058824,0.121884,0,0,0.165584,0.581828,0,0.570641,0.222022,NonInteractive
hsa:5029,D00779,0.005319,0.007979,0,0,0,0.007979,0.026596,0,0,0,0.00266,0,0.0625,0.520899,0.707134,0,0.117647,0.27386,0,0,0.233516,0.64666,0.883185,0.645657,0.115912,NonInteractive
hsa:136,D00524,0,0,0,0,0.006042,0.009063,0.018127,0.006042,0.003021,0,0.006042,0,0.125,0,0,0,0.117647,0.306383,0,0,0.539683,0.046309,0,0.086053,0.189309,NonInteractive
hsa:2911,D00371,0.001676,0.002515,0,0.001676,0.004191,0.002515,0.005029,0.004191,0.001676,0.001676,0.001676,0,0.125,1,0.186961,0.25,0.058824,0.294529,0,0.25,0,0.478253,0.789848,0.48173,0.425241,NonInteractive
hsa:3360,D01441,0.005168,0,0,0,0.002584,0.005168,0.01292,0,0.007752,0,0.002584,0,0.0625,0.598865,0.570878,0.5,0.235294,0.047112,0,0,0.236934,0.708752,0,0.704747,0.753114,NonInteractive
hsa:1815,D00574,0.004785,0.002392,0.007177,0,0,0,0.011962,0.002392,0.002392,0,0.004785,0,0.125,0.556158,0.736599,0.25,0.176471,0.512462,0,0,0.134921,0.528149,0,0.538004,0.186731,NonInteractive
hsa:1129,D03880,0,0.002151,0,0,0,0,0.008602,0.002151,0,0,0,0.333333,0.75,0.568231,0.782686,0.125,0.529412,0.657447,0,0,0.404762,0.580667,0,0.576774,0,NonInteractive
hsa:6755,D00356,0.002755,0,0,0,0,0.008264,0.030303,0,0.002755,0,0,0,0.3125,0.567432,0.678048,0.125,0.176471,0.483587,0,0,0.53125,0.571363,0.832296,0.559142,0,NonInteractive
hsa:11255,D00234,0.003657,0.006042,0.000896,0,0.004046,0.005903,0.007993,0.001492,0.000994,0,0.000496,0,0.0625,0.593695,0.564681,0.427829,0.148207,0.125458,0,0.082485,0.254547,0.708692,0.785394,0.703334,0.710732,Interactive
hsa:1128,D00494,0.001862,0.000762,0,0,0,0,0.00398,0.001985,0.003006,0,0,0,0,0.487998,0.63935,0,0.058824,0.121884,0,0,0.165584,0.581828,0,0.570641,0.222022,Interactive
hsa:146,D00454,0.004595,0.007668,0,0.001808,0.0032,0.005023,0.008133,0,0.002063,0,0.000317,0,0,0.521593,0.634856,0.25,0.117647,0.074772,0,0,0.048571,0.631613,0.836199,0.601412,0.4456,Interactive
hsa:3354,D00726,0.001962,0,0,0,0.002778,0.002809,0.013343,0.001345,0.006338,0,0.002703,0,0.125,0.580076,0.613592,0.125,0.235294,0.308815,0,0,0.485714,0.456628,0,0.449553,0.296397,Interactive
hsa:146,D00607,0.004,0.001776,0,0,0.002033,0.003282,0.011029,0.001929,0.002132,0.001665,0.003239,0,0.125,0.563942,0.55634,0,0.235294,0.202128,0,0,0.227679,0.428142,0.812953,0.427935,0.261615,Interactive
hsa:1128,D02361,0.000156,0.001969,0.001246,0,0.002146,0,0.009465,0.001552,0,0,0,0,0.0625,0.511845,0.636816,0,0.058824,0.121884,0,0,0.233516,0.638662,0,0.6257,0.222457,Interactive
hsa:3577,D00397,0.006649,0.001699,0,0.000854,0.001148,0.000943,0.009041,0,0.003185,0,0.002186,0,0.085666,0.591118,0.562082,0.490955,0.048488,0.126502,0,0,0.369191,0.482825,0,0.475973,0.203962,Interactive
hsa:150,D00270,0.009942,0.002244,0.001796,0,0,0,0.012037,0.00437,0.002291,0,0.005401,0,0,0.580076,0.613592,0,0.058824,0.168997,0,0,0.21118,0.583729,0,0.572447,0.222951,Interactive
hsa:3356,D00563,0.004289,0.001236,0.000415,0.001316,0.002748,0.004367,0.006404,0.000421,0.000017,0,0.00214,0,0,0.520719,0.562249,0.25,0.058824,0.074772,0,0,0,0.623031,0.650476,0.594978,0.339053,Interactive
hsa:1128,D01871,0.005679,0.007494,0.00095,0,0.001554,0.005805,0.01071,0.000322,0.001105,0,0,0,0,0.580918,0.681789,0,0.058824,0.168997,0,0,0.095146,0.623057,0,0.622389,0.169274,Interactive
hsa:150,D00270,0.004775,0.002236,0.002158,0.001026,0.001862,0.00378,0.011109,0.003285,0.001641,0,0.004929,0,0,0.580076,0.613592,0,0.058824,0.168997,0,0,0.21118,0.583729,0,0.572447,0.222951,Interactive
hsa:1128,D00494,0.000642,0.002151,0,0,0.000304,0.001516,0.013484,0.003422,0.000913,0.001653,0.001617,0,0,0.487998,0.63935,0,0.058824,0.121884,0,0,0.165584,0.581828,0,0.570641,0.222022,Interactive
hsa:3274,D00318,0.010086,0,0,0,0,0.006163,0.015206,0.002509,0.003335,0,0.00504,0,0.019276,0.627603,0.714439,0.229064,0.266223,0.411181,0,0.173545,0.325519,0.400728,0.802984,0.39569,0.500911,Interactive
hsa:1128,D02361,0.001888,0.002169,0.002138,0.001199,0.002797,0.002541,0.00739,0.000625,0,0,0.000036,0,0.0625,0.511845,0.636816,0,0.058824,0.121884,0,0,0.233516,0.638662,0,0.6257,0.222457,Interactive
hsa:146,D00509,0.005395,0.008109,0,0,0.001089,0.005758,0.008596,0.000244,0.002021,0.0005,0.001137,0,0.036471,0.568058,0.608603,0.125,0.097011,0.271744,0,0,0.21118,0.512813,0.745791,0.492915,0.262746,Interactive
hsa:1812,D00493,0.005447,0.002186,0.002191,0.001686,0.002443,0.005044,0.007597,0.004091,0.000417,0,0.006193,0,0,0.580076,0.613592,0,0.117647,0.074772,0,0,0.173469,0.637584,0,0.631564,0.347384,Interactive
hsa:3354,D00451,0.005315,0.002145,0,0,0.002671,0.004185,0.010731,0.00244,0.004277,0,0.002629,0,0.125,0.694699,0.514835,0.125,0.176471,0.38997,0,0.25,0.346939,0.526686,0.812953,0.521765,0.298512,Interactive
hsa:146,D01713,0.000755,0.003917,0.001211,0,0.001038,0.00046,0.010708,0.003395,0.002002,0.001671,0.004168,0,0,0.570427,0.68367,0,0.117647,0.222796,0,0,0,0.629285,0.839979,0.596803,0.311939,Interactive
hsa:1812,D00493,0.009738,0.000259,0.00208,0,0,0,0.011678,0.005061,0.002422,0,0.00511,0,0,0.580076,0.613592,0,0.117647,0.074772,0,0,0.173469,0.637584,0,0.631564,0.347384,Interactive
