Protein,Drug,LN,ED,DC,MH,GI,CL,VL,CT,CW,MY,VY,nAcid,nO,MATS7e,MATS1p,C1SP2,nHBDon_Lipinski,MLFER_A,nG12Ring,nT9Ring,RotBFrac,MWC7,SRW9,TSRW,WTPT.5,ClassLabel
hsa:3354,D01020,0.002747,0.002747,0,0,0,0,0.002747,0.008242,0,0,0,0,0.1875,0.342043,0.579351,0,0.235294,0.199696,0,0,0.32381,0.391994,0,0.383319,0.080998,NonInteractive
hsa:7201,D03274,0.015113,0,0,0,0.005038,0.005038,0.010076,0.002519,0,0,0.002519,0,0,0.580076,0.613592,0,0.058824,0.168997,0,0,0.21118,0.583729,0,0.572447,0.222951,NonInteractive
hsa:1132,D02884,0.002092,0,0,0,0,0,0.008368,0,0,0,0.002092,0,0.125,1,0.186961,0.25,0.058824,0.294529,0,0.25,0,0.478253,0.789848,0.48173,0.425241,NonInteractive
hsa:9934,D02147,0.005935,0,0,0,0.002967,0.002967,0.005935,0,0,0.002967,0,0,0.1875,0.582883,0.75993,0,0.294118,0.469605,0,0,0.357143,0.407494,0,0.417657,0.097982,NonInteractive
hsa:3363,D00513,0.002252,0,0,0.002252,0.006757,0.004505,0.002252,0.002252,0.002252,0.002252,0,0,0.125,0.558162,0.634936,0.125,0.235294,0.28541,0,0.25,0.383459,0.444315,0.786981,0.432792,0.202032,NonInteractive
hsa:23620,D01692,0.002445,0,0,0,0,0.002445,0.01956,0.002445,0.002445,0.00489,0,0,0.25,0.606148,0.411076,0.25,0.176471,0.308815,0,0,0.364286,0.636444,0.749822,0.628504,0.512781,NonInteractive
hsa:5030,D00426,0.005495,0.005495,0.005495,0,0.002747,0.010989,0.019231,0,0.002747,0,0.002747,0,0.125,0.53773,0.577158,0.25,0.058824,0.168997,0,0.25,0.142857,0.722824,0.815264,0.719554,0.44747,NonInteractive
hsa:5731,D00665,0.002494,0,0,0,0.002494,0,0.007481,0,0.002494,0,0.002494,0,0,0.580076,0.613592,0.125,0.058824,0.168997,0,0,0.303571,0.452301,0,0.435167,0.205959,NonInteractive
hsa:57105,D03879,0.005797,0,0,0,0.002899,0.005797,0.008696,0.002899,0,0.002899,0.002899,0,0.1875,0.572627,0.796086,0,0.294118,0.587842,0,0,0.369565,0.457343,0,0.459174,0.101814,NonInteractive
hsa:1131,D02082,0.001698,0.001698,0,0,0.001698,0,0.005093,0,0,0,0,0.666667,0.25,0.549475,0.704043,0.625,0.117647,0.526444,0,0,0.379464,0.633635,0.865047,0.612515,0.227005,NonInteractive
hsa:56413,D01103,0,0,0,0,0,0.002801,0.016807,0,0,0.002801,0.005602,0,0.1875,0.498121,0.630569,0.125,0.058824,0.197872,0,0,0.183983,0.7691,0.909757,0.77201,0.129717,NonInteractive
hsa:6755,D00503,0.002755,0,0,0,0,0.008264,0.030303,0,0.002755,0,0,0,0.0625,0.580076,0.613592,0,0.176471,0.105471,0,0,0.242857,0.651263,0,0.643447,0.354536,NonInteractive
hsa:3358,D01925,0.006565,0,0,0.002188,0.006565,0.002188,0.013129,0,0,0,0.002188,0,0.3125,0.413959,0.507258,0.625,0.294118,0.54924,0,0,0.313364,0.659156,0.850647,0.648935,0.717128,NonInteractive
hsa:9052,D00598,0,0.005618,0,0,0.008427,0.002809,0.014045,0,0,0,0,0,0.1875,0.593604,0.577018,0,0.176471,0.172644,0,0,0.580745,0.43315,0.844242,0.4433,0.097559,NonInteractive
hsa:3350,D02278,0.004751,0.002375,0,0,0.004751,0,0.019002,0.004751,0.002375,0,0,0.333333,0.125,0.59863,0.805802,0.125,0.411765,0.273556,0,0,0.674603,0.005797,0,0,0.165245,NonInteractive
hsa:57105,D00790,0.005797,0,0,0,0.002899,0.005797,0.008696,0.002899,0,0.002899,0.002899,0,0,0.580076,0.613592,0,0.058824,0.168997,0,0,0.158385,0.583729,0,0.572447,0.10141,NonInteractive
hsa:4986,D00465,0.002639,0.005277,0,0,0.002639,0.002639,0.010554,0,0.002639,0,0.005277,0,0.1875,0.542888,0.586987,0.125,0.117647,0.197872,0,0,0.359788,0.585418,0,0.581597,0.109074,NonInteractive
hsa:5737,D00110,0,0.005587,0,0,0.011173,0.002793,0.005587,0,0.002793,0,0.005587,0,0.25,0.575546,0.519772,0.25,0.058824,0.168997,0,0,0.252976,0.614018,0.834264,0.602789,0.112818,NonInteractive
hsa:6915,D00674,0.002924,0,0,0,0.005848,0,0.011696,0,0.002924,0,0.005848,0,0.125,0.567404,0.558063,0.125,0.176471,0.38997,0,0.25,0.242857,0.599053,0.815264,0.594273,0.306755,NonInteractive
hsa:3355,D00301,0.008219,0.00274,0,0,0.00274,0,0.008219,0.00274,0.00274,0,0.00274,0,0.125,0.520971,0.617587,0.125,0.058824,0.168997,0,0,0.295367,0.745911,0,0.745945,0.203736,NonInteractive
hsa:6751,D00419,0.002564,0.002564,0,0,0,0.010256,0.012821,0.002564,0.002564,0,0,0,0.3125,0.60737,0.617204,0.125,0.117647,0.196049,0,0,0.62963,0.527906,0.832296,0.522919,0,NonInteractive
hsa:1812,D00336,0.008989,0.002247,0,0,0.002247,0,0.006742,0,0.002247,0,0.002247,0,0.3125,0.580076,0.613592,0.125,0.176471,0.45076,0,0,0.381633,0.653161,0,0.657719,0.306048,NonInteractive
hsa:6915,D05113,0.002924,0,0,0,0.005848,0,0.011696,0,0.002924,0,0.005848,0,0.25,0.480284,0.764638,0,0.176471,0.28845,0,0.75,0.080952,0.866308,0.942454,0.867502,0.119761,NonInteractive
hsa:3362,D00415,0.004556,0,0.002278,0,0.004556,0.004556,0.01139,0.002278,0,0,0,0,0.125,0.5539,0.55416,0.125,0.176471,0.385714,0,0.25,0.263975,0.552842,0.879238,0.535746,0.310254,NonInteractive
hsa:6755,D02578,0.002755,0,0,0,0,0.008264,0.030303,0,0.002755,0,0,0,0.125,0.568852,0.578555,0.125,0.058824,0.280851,0,0,0.319549,0.460995,0,0.452095,0.098704,NonInteractive
hsa:153,D02338,0,0,0,0.002101,0.002101,0.002101,0.010504,0.002101,0.002101,0,0.002101,0,0.25,0.672672,0.562834,0.125,0.21346,0.166096,0,0,0.487052,0.497651,0,0.474114,0.198872,Interactive
hsa:1128,D00454,0.000375,0.00214,0.00215,0.001294,0.003995,0.002782,0.010298,0.001633,0,0,0.002118,0,0,0.521593,0.634856,0.25,0.117647,0.074772,0,0,0.048571,0.631613,0.836199,0.601412,0.4456,Interactive
hsa:155,D02066,0.002457,0,0,0,0,0,0.012285,0.002457,0.002457,0,0.002457,0,0.1875,0.558204,0.790941,0,0.294118,0.453495,0,0,0.32381,0.34345,0,0.342184,0.097785,Interactive
hsa:6752,D02250,0.013113,0,0,0,0.003753,0.008171,0.024605,0.002412,0.002736,0,0,0,0.625,0.468163,0.824736,1,1,1,1,0.25,0.307619,0.889276,0.812953,0.877027,1,Interactive
hsa:185,D01236,0.002603,0.000715,0.002816,0.002044,0.00255,0.00022,0.014423,0.002836,0.006722,0.000458,0.001274,0,0.125,0.551962,0.643334,0.375,0.117647,0.266869,0,0,0.169435,0.793112,0.836199,0.774321,0.434724,Interactive
hsa:2911,D00775,0.001563,0.002829,0,0.001437,0.00352,0.001503,0.005426,0.003804,0.001248,0.001411,0.002118,0,0.0625,0.477209,0.732816,0,0.117647,0.244073,0,0.25,0.151786,0.449174,0.810596,0.452078,0.190077,Interactive
hsa:1812,D00493,0.006749,0.002144,0.000117,0.001437,0.003642,0.004419,0.006465,0,0.001998,0,0.002194,0,0,0.580076,0.613592,0,0.117647,0.074772,0,0,0.173469,0.637584,0,0.631564,0.347384,Interactive
hsa:1814,D00136,0.009983,0.001553,0.001011,0,0,0,0.011526,0.003904,0.002296,0,0.005772,0,0.125,0.580076,0.613592,0,0.117647,0.27386,0,0,0.260204,0.597114,0,0.605736,0.116942,Interactive
hsa:153,D01390,0.001739,0.00012,0,0.002313,0.003399,0.002325,0.007436,0.000871,0.002423,0,0.003887,0,0.1875,0.558204,0.790941,0,0.294118,0.453495,0,0,0.32381,0.34345,0,0.342184,0.097785,Interactive
hsa:135,D00227,0.001466,0.000367,0.000902,0,0.005434,0.008592,0.021247,0.002816,0.005792,0.001462,0.006143,0,0.125,1,0.186961,0.25,0.058824,0.294529,0,0.25,0,0.478253,0.789848,0.48173,0.425241,Interactive
hsa:3274,D00295,0.010269,0,0.002612,0,0.000289,0.005375,0.014758,0.002654,0.005131,0,0.004237,0,0.008999,0.560411,0.596044,0.116014,0.176471,0.3489,0,0.114606,0.330794,0.551685,0.848508,0.48054,0.416947,Interactive
hsa:2911,D00775,0.001592,0.003235,0.000607,0.000145,0.002634,0.002956,0.002611,0.002269,0.001131,0.001816,0.002738,0,0.0625,0.477209,0.732816,0,0.117647,0.244073,0,0.25,0.151786,0.449174,0.810596,0.452078,0.190077,Interactive
hsa:146,D00607,0.004421,0.000202,0,0,0.001584,0.002187,0.01115,0.002201,0.002193,0,0.004393,0,0.125,0.563942,0.55634,0,0.235294,0.202128,0,0,0.227679,0.428142,0.812953,0.427935,0.261615,Interactive
hsa:1128,D00524,0.000831,0.001927,0.000039,0,0.002076,0.001021,0.011093,0.002163,0.000987,0.000738,0.000283,0,0.170859,0.042078,0.159931,0,0.201165,0.275404,0,0,0.367696,0.359996,0,0.339852,0.147549,Interactive
hsa:155,D00255,0.003981,0.000653,0,0,0,0.000203,0.012314,0.002353,0.002242,0,0.002996,0,0.25,0.622627,0.613437,0,0.235294,0.238298,0,0.5,0.367965,0.665246,0.841824,0.653529,0.210284,Interactive
hsa:154,D02066,0.002427,0.004854,0,0.002427,0.004854,0.004854,0.007282,0,0.002427,0,0.004854,0,0.1875,0.574143,0.784525,0,0.294118,0.465265,0,0,0.33802,0.347106,0,0.372978,0.097963,Interactive
hsa:151,D00270,0.004385,0.003029,0.001297,0.000331,0.003748,0.005832,0.009863,0.000029,0.00093,0,0.003896,0,0,0.580076,0.613592,0,0.058824,0.168997,0,0,0.21118,0.583729,0,0.572447,0.222951,Interactive
hsa:1128,D03858,0.001645,0.001929,0.001834,0,0.001822,0,0.007022,0.001488,0,0,0,0,0.0625,0.548355,0.676109,0,0.117647,0.27386,0,0,0.291429,0.560458,0,0.559819,0.115668,Interactive
hsa:3354,D00451,0.004623,0,0.002215,0,0.004023,0.004826,0.012088,0.001438,0.004579,0,0.001352,0,0.125,0.694699,0.514835,0.125,0.176471,0.38997,0,0.25,0.346939,0.526686,0.812953,0.521765,0.298512,Interactive
