Protein,Drug,LN,ED,DC,MH,GI,CL,VL,CT,CW,MY,VY,nAcid,nO,MATS7e,MATS1p,C1SP2,nHBDon_Lipinski,MLFER_A,nG12Ring,nT9Ring,RotBFrac,MWC7,SRW9,TSRW,WTPT.5,ClassLabel
hsa:2846,D00274,0.00813,0,0,0,0.00271,0.00271,0.01084,0.00271,0,0.00271,0.00542,0,0.25,0.580076,0.613592,0.125,0.235294,0.261702,0,0,0.357143,0.649025,0,0.64574,0.308255,NonInteractive
hsa:5739,D02374,0,0.002597,0,0,0.002597,0.007792,0.005195,0,0,0.002597,0,0,0.25,0.600056,0.524791,0.125,0.176471,0.172644,0,0,0.441558,0.501569,0,0.495547,0.097542,NonInteractive
hsa:5031,D01024,0.006116,0,0,0,0.006116,0.006116,0.009174,0.006116,0,0,0.009174,0,0.3125,0.660537,0.514279,0,0.235294,0.230091,0,0,0.460591,0.585754,0,0.58777,0.182957,NonInteractive
hsa:1814,D05938,0.010025,0,0,0,0,0,0.015038,0.002506,0.002506,0,0.005013,0,0.125,0.514128,0.598911,0.25,0.058824,0.168997,0,0,0.376847,0.638209,0.745791,0.626005,0.237053,NonInteractive
hsa:6915,D03490,0.002924,0,0,0,0.005848,0,0.011696,0,0.002924,0,0.005848,0,0.25,0.435462,0.515208,0,0.176471,0.172644,0,0,0.607143,0.440027,0.844242,0.449332,0.097559,NonInteractive
hsa:3361,D00306,0,0,0,0,0.002809,0,0.016854,0.002809,0.002809,0,0.002809,0,0.125,0.337406,0.667204,0,0.058824,0.334043,0,0,0.194286,0.659898,0,0.657665,0,NonInteractive
hsa:2917,D02361,0.002188,0.004376,0,0,0.003282,0,0.00547,0.004376,0.001094,0.002188,0.003282,0,0.0625,0.511845,0.636816,0,0.058824,0.121884,0,0,0.233516,0.638662,0,0.6257,0.222457,NonInteractive
hsa:152,D00371,0.004338,0,0,0,0.002169,0.002169,0.010846,0.002169,0.002169,0,0.004338,0,0.125,1,0.186961,0.25,0.058824,0.294529,0,0.25,0,0.478253,0.789848,0.48173,0.425241,NonInteractive
hsa:152,D01712,0.004338,0,0,0,0.002169,0.002169,0.010846,0.002169,0.002169,0,0.004338,0,0.125,1,0.186961,0.25,0.058824,0.294529,0,0.25,0,0.478253,0.789848,0.48173,0.425241,NonInteractive
hsa:10800,D02150,0,0,0,0,0.005952,0,0.014881,0.002976,0,0,0.008929,0,0.1875,0.558204,0.790941,0,0.294118,0.453495,0,0,0.32381,0.34345,0,0.342184,0.097785,NonInteractive
hsa:554,D00300,0.002703,0,0.002703,0,0.002703,0.002703,0.016216,0.005405,0.005405,0.002703,0.002703,0,0.0625,0.578891,0.539871,0,0.058824,0.121884,0,0,0.364286,0.430155,0,0.410362,0.101337,NonInteractive
hsa:4985,D00509,0.002695,0,0,0,0.002695,0,0.013477,0.002695,0.002695,0,0,0,0.0625,0.643778,0.615791,0.125,0.117647,0.337386,0,0,0.21118,0.53009,0.745791,0.512202,0.326176,NonInteractive
hsa:1814,D01782,0.010025,0,0,0,0,0,0.015038,0.002506,0.002506,0,0.005013,0,0,0.47207,0.604612,0.125,0.058824,0.168997,0,0,0.21118,0.505958,0.745791,0.489307,0.218896,NonInteractive
hsa:1241,D02910,0.008547,0,0,0,0.002849,0,0.025641,0,0,0.002849,0,0,0.1875,0.567542,0.600189,0,0.058824,0.121884,0,0.25,0.404762,0.690101,0.839979,0.672562,0.109293,NonInteractive
hsa:1234,D02007,0.008547,0,0,0,0.008547,0,0.005698,0,0,0,0.005698,0,0.25,0.46411,0.588712,0.625,0.294118,0.58541,0,0,0.346939,0.615305,0.903376,0.595411,0.608146,NonInteractive
hsa:64805,D02671,0.002933,0,0.002933,0,0,0.002933,0.005865,0.005865,0,0.002933,0,0,0.0625,0.543698,0.658845,0,0.058824,0.168997,0,0,0.167488,0.664465,0,0.657674,0.233113,NonInteractive
hsa:5739,D02327,0,0.002597,0,0,0.002597,0.007792,0.005195,0,0,0.002597,0,0,0.0625,0.574616,0.497653,0.125,0.058824,0.121884,0,0,0.346939,0.511486,0,0.508838,0.204853,NonInteractive
hsa:9052,D00419,0,0.005618,0,0,0.008427,0.002809,0.014045,0,0,0,0,0,0.3125,0.60737,0.617204,0.125,0.117647,0.196049,0,0,0.62963,0.527906,0.832296,0.522919,0,NonInteractive
hsa:3354,D02671,0.002747,0.002747,0,0,0,0,0.002747,0.008242,0,0,0,0,0.0625,0.543698,0.658845,0,0.058824,0.168997,0,0,0.167488,0.664465,0,0.657674,0.233113,NonInteractive
hsa:3355,D00996,0.008219,0.00274,0,0,0.00274,0,0.008219,0.00274,0.00274,0,0.00274,0,0.1875,0.534572,0.838335,0,0.294118,0.453495,0,0,0.28022,0.307127,0,0.307471,0.091922,NonInteractive
hsa:9283,D01020,0.002083,0.002083,0.002083,0,0.004167,0.004167,0.004167,0.002083,0,0,0.002083,0,0.1875,0.342043,0.579351,0,0.235294,0.199696,0,0,0.32381,0.391994,0,0.383319,0.080998,NonInteractive
hsa:23620,D04625,0.002445,0,0,0,0,0.002445,0.01956,0.002445,0.002445,0.00489,0,0,0.1875,0.602532,0.75993,0,0.294118,0.453495,0,0,0.357143,0.415195,0,0.409323,0.09869,NonInteractive
hsa:5031,D00522,0.006116,0,0,0,0.006116,0.006116,0.009174,0.006116,0,0,0.009174,1,0.1875,0.544295,0.643194,0.25,0.117647,0.419453,0,0.25,0.22973,0.753108,0.885746,0.733711,0.639946,NonInteractive
hsa:1909,D04006,0.003155,0,0,0.003155,0.003155,0.009464,0.003155,0.006309,0.003155,0,0.003155,0,0.125,0.532579,0.390206,0.25,0.117647,0.526748,0,0.25,0.161905,0.463806,0.789848,0.45542,0.426522,NonInteractive
hsa:146,D00509,0.002944,0.000444,0,0,0.002158,0.002155,0.014056,0.002795,0.002168,0.000278,0.002609,0,0.0625,0.643778,0.615791,0.125,0.117647,0.337386,0,0,0.21118,0.53009,0.745791,0.512202,0.326176,Interactive
hsa:153,D00235,0,0,0,0.002101,0.002101,0.002101,0.010504,0.002101,0.002101,0,0.002101,0,0.1875,0.639651,0.579068,0.041084,0.234005,0.214662,0,0,0.561063,0.350999,0,0.341478,0.099181,Interactive
hsa:5733,D01352,0.005141,0.002571,0.002571,0,0.002571,0,0.010283,0.005141,0.002571,0,0.005141,0,0.422099,0.57231,0.617719,0.125,0.158063,0.197698,0,0,0.459362,0.583291,0.832296,0.56579,0.004235,Interactive
hsa:1128,D00136,0.00762,0.002185,0.002205,0,0.001451,0,0.011127,0.0029,0.000763,0,0.004963,0,0.179698,0.580076,0.613592,0.004527,0.205441,0.27149,0,0,0.35582,0.61435,0,0.642141,0.280805,Interactive
hsa:155,D01390,0.002457,0,0,0,0,0,0.012285,0.002457,0.002457,0,0.002457,0,0.1875,0.558204,0.790941,0,0.294118,0.453495,0,0,0.32381,0.34345,0,0.342184,0.097785,Interactive
hsa:1128,D00136,0.009753,0.003749,0,0,0,0.001923,0.014851,0.002444,0.002365,0,0.004965,0,0.125,0.580076,0.613592,0,0.117647,0.27386,0,0,0.260204,0.597114,0,0.605736,0.116942,Interactive
hsa:153,D01454,0.001068,0.002368,0,0.002323,0.003652,0.004673,0.008731,0.000845,0.002144,0,0.002176,0,0,0.580076,0.613592,0,0,0.168997,0,0,0.28022,0.316617,0,0.332593,0.113122,Interactive
hsa:153,D02066,0,0,0,0.002101,0.002101,0.002101,0.010504,0.002101,0.002101,0,0.002101,0,0.1875,0.558204,0.790941,0,0.294118,0.453495,0,0,0.32381,0.34345,0,0.342184,0.097785,Interactive
hsa:6752,D02250,0.013049,0,0,0,0.00299,0.001801,0.023196,0.000011,0.002289,0.002462,0,0,0.555876,0.554488,0.694089,0.589378,0.317167,0.54062,0.037554,0.25,0.300925,0.872931,0.843195,0.794276,0.934434,Interactive
hsa:185,D00415,0.008161,0.001924,0.003919,0,0.006995,0.003423,0.006547,0.003582,0.001556,0.001889,0.001054,0.33299,0.159485,0.53533,0.680282,0.511134,0.085488,0.501723,0,0,0.377733,0.637091,0.75371,0.623195,0.232287,Interactive
hsa:222545,D00332,0.006253,0.001314,0.000237,0.0007,0.004074,0.002177,0.009446,0.00361,0.000004,0,0.002499,0.333333,0.125,0.596424,0.79685,0.125,0.244905,0.304578,0,0,0.522137,0.093421,0,0.185619,0.133471,Interactive
hsa:153,D00645,0.005598,0.008033,0,0,0.003932,0.00356,0.006638,0.000489,0.001251,0,0.001547,0.019721,0.104655,0.580076,0.613592,0.125,0.165783,0.181007,0,0,0.312753,0.42409,0,0.341251,0.158694,Interactive
hsa:154,D02578,0.002513,0.004985,0,0.001387,0.003455,0.002734,0.008843,0,0.00246,0,0.00508,0,0.12005,0.575754,0.813899,0,0.282075,0.358917,0,0,0.3233,0.585008,0,0.577199,0.097793,Interactive
hsa:1131,D02671,0.003054,0.002094,0,0,0.002241,0,0.006399,0,0.000211,0,0.000779,0,0.062388,0.564742,0.699792,0,0.058824,0.168997,0,0,0.161965,0.63235,0,0.614645,0.224929,Interactive
hsa:153,D00632,0.001935,0.004559,0,0.002172,0.004811,0.004707,0.008756,0.001616,0.002322,0,0.003387,0,0.221404,0.618559,0.713693,0,0.277354,0.581293,0,0,0.398469,0.491156,0,0.472862,0.102306,Interactive
hsa:10161,D00528,0.005093,0.000312,0,0,0.001433,0,0.013053,0.002765,0,0.005727,0.009233,0,0.125,0.74402,0.089367,0.25,0,0.168997,0,0.25,0,0.519597,0.815264,0.519801,0.432169,Interactive
hsa:1128,D03858,0,0.002156,0.001448,0,0.000715,0,0.008906,0.002169,0,0,0,0,0.0625,0.559682,0.637988,0,0.117647,0.334043,0,0,0.34,0.557301,0,0.547041,0.111293,Interactive
hsa:5739,D02721,0.001715,0.000166,0,0,0.002583,0.002543,0.005692,0,0.000369,0.0012,0.000344,0.333333,0.25,0.543367,0.743596,0.125,0.176471,0.557447,0,0,0.359788,0.581759,0.906609,0.561085,0,Interactive
hsa:1131,D02361,0.003884,0.001679,0,0,0.001906,0,0.007778,0,0.000749,0,0.002148,0,0.0625,0.511845,0.636816,0,0.058824,0.121884,0,0,0.233516,0.638662,0,0.6257,0.222457,Interactive
