Protein,Drug,LN,ED,DC,MH,GI,CL,VL,CT,CW,MY,VY,nAcid,nO,MATS7e,MATS1p,C1SP2,nHBDon_Lipinski,MLFER_A,nG12Ring,nT9Ring,RotBFrac,MWC7,SRW9,TSRW,WTPT.5,ClassLabel
hsa:7201,D00301,0.015113,0,0,0,0.005038,0.005038,0.010076,0.002519,0,0,0.002519,0,0.125,0.520971,0.617587,0.125,0.058824,0.168997,0,0,0.295367,0.745911,0,0.745945,0.203736,NonInteractive
hsa:135,D00954,0.004866,0.002433,0.002433,0,0.002433,0.004866,0.024331,0,0.007299,0.002433,0.007299,0,0.125,0.572919,0.750062,0,0.058824,0.298784,0,0.25,0.046703,0.751344,0.86353,0.756225,0,NonInteractive
hsa:134,D02725,0.006154,0.003077,0,0,0.003077,0.003077,0.015385,0,0.003077,0,0.006154,0,0.4375,0.556506,0.597628,0.125,0.176471,0.277204,0,0,0.478355,0.592409,0.832296,0.591142,0.097227,NonInteractive
hsa:23620,D01994,0.002445,0,0,0,0,0.002445,0.01956,0.002445,0.002445,0.00489,0,0,0.1875,0.580076,0.613592,0.125,0.235294,0.21459,0,0,0.313364,0.616281,0,0.611251,0.307315,NonInteractive
hsa:23620,D02566,0.002445,0,0,0,0,0.002445,0.01956,0.002445,0.002445,0.00489,0,0,0,0.596419,0.704999,0,0.058824,0.195441,0,0,0.202381,0.702875,0,0.710474,0.092615,NonInteractive
hsa:222545,D02359,0.006486,0.001081,0.001081,0.001081,0.005405,0.002162,0.004324,0.004324,0,0,0,0,0.1875,0.652462,0.810602,0,0.294118,0.529787,0,0,0.331169,0.4617,0,0.461001,0.101604,NonInteractive
hsa:5030,D02725,0.005495,0.005495,0.005495,0,0.002747,0.010989,0.019231,0,0.002747,0,0.002747,0,0.4375,0.556506,0.597628,0.125,0.176471,0.277204,0,0,0.478355,0.592409,0.832296,0.591142,0.097227,NonInteractive
hsa:2917,D00542,0.002188,0.004376,0,0,0.003282,0,0.00547,0.004376,0.001094,0.002188,0.003282,0,0,0.580076,0.613592,0,0,0.174772,0,0,0.202381,0,0,0.081764,0,NonInteractive
hsa:2914,D00682,0,0.003293,0,0.002195,0.005488,0.002195,0.005488,0.003293,0.001098,0.001098,0.003293,0.333333,0.3125,0.53683,0.727608,0.125,0.235294,0.66231,0,0,0.56044,0.521757,0.832296,0.513781,0,NonInteractive
hsa:3361,D02614,0,0,0,0,0.002809,0,0.016854,0.002809,0.002809,0,0.002809,0,0.25,0.625148,0.630292,0,0.235294,0.364742,0,0,0.404762,0.495768,0,0.493133,0.1025,NonInteractive
hsa:2913,D00110,0.002278,0.003417,0.001139,0,0.002278,0.003417,0.005695,0.002278,0.001139,0.001139,0.002278,0,0.25,0.575546,0.519772,0.25,0.058824,0.168997,0,0,0.252976,0.614018,0.834264,0.602789,0.112818,NonInteractive
hsa:5029,D02149,0.005319,0.007979,0,0,0,0.007979,0.026596,0,0,0,0.00266,0,0.1875,0.534572,0.838335,0,0.294118,0.453495,0,0,0.28022,0.307127,0,0.307471,0.091922,NonInteractive
hsa:3351,D00079,0.002571,0.002571,0,0,0.002571,0,0.002571,0.005141,0.005141,0.002571,0.007712,0.333333,0.3125,0.541908,0.708808,0.125,0.176471,0.374772,0,0,0.582857,0.485136,0.832296,0.463683,0,NonInteractive
hsa:2911,D00996,0.001676,0.002515,0,0.001676,0.004191,0.002515,0.005029,0.004191,0.001676,0.001676,0.001676,0,0.1875,0.534572,0.838335,0,0.294118,0.453495,0,0,0.28022,0.307127,0,0.307471,0.091922,NonInteractive
hsa:9052,D03415,0,0.005618,0,0,0.008427,0.002809,0.014045,0,0,0,0,0,0.25,0.622627,0.613437,0,0.235294,0.238298,0,0.5,0.367965,0.665246,0.841824,0.653529,0.210284,NonInteractive
hsa:2846,D00442,0.00813,0,0,0,0.00271,0.00271,0.01084,0.00271,0,0.00271,0.00542,0,0.625,0.468163,0.824736,1,1,1,1,0.25,0.307619,0.889276,0.812953,0.877027,1,NonInteractive
hsa:338442,D00606,0.002762,0,0,0,0.005525,0.008287,0.005525,0,0,0,0.005525,0,0.0625,0.580076,0.613592,0.125,0.235294,0.33465,0,0,0.32381,0.350025,0,0.349322,0.258993,NonInteractive
hsa:2918,D00318,0.001103,0.002205,0,0.001103,0.003308,0,0.002205,0.002205,0.001103,0.002205,0.00441,0,0.125,0.640317,0.696251,0.25,0.470588,0.438602,0,0,0.425,0.400824,0.78103,0.401499,0.629635,NonInteractive
hsa:9283,D01652,0.002083,0.002083,0.002083,0,0.004167,0.004167,0.004167,0.002083,0,0,0.002083,0,0.125,0.580076,0.613592,0.375,0,0.168997,0,0,0.173469,0.741073,0.908717,0.714026,0.551778,NonInteractive
hsa:185,D01871,0.00838,0.002793,0.005587,0,0.00838,0.005587,0.005587,0,0,0,0.002793,0,0,0.590039,0.707473,0,0.058824,0.168997,0,0,0.097143,0.618225,0,0.608656,0.109602,NonInteractive
hsa:1813,D04716,0.00905,0.002262,0.002262,0,0,0,0.011312,0.006787,0.002262,0,0.006787,0,0.125,0.544723,0.536064,0.125,0,0.168997,0,0,0.404762,0.647432,0,0.627487,0.100933,NonInteractive
hsa:1132,D00318,0.002092,0,0,0,0,0,0.008368,0,0,0,0.002092,0,0.125,0.640317,0.696251,0.25,0.470588,0.438602,0,0,0.425,0.400824,0.78103,0.401499,0.629635,NonInteractive
hsa:136,D01164,0,0,0,0,0.006042,0.009063,0.018127,0.006042,0.003021,0,0.006042,0,0.125,0.580076,0.613592,0.125,0.117647,0.047112,0,0,0.257576,0.648092,0,0.649731,0.340403,NonInteractive
hsa:3354,D00665,0.002747,0.002747,0,0,0,0,0.002747,0.008242,0,0,0,0,0,0.580076,0.613592,0.125,0.058824,0.168997,0,0,0.303571,0.452301,0,0.435167,0.205959,NonInteractive
hsa:1128,D03858,0,0.002179,0.002179,0,0.002179,0,0.010893,0.002179,0,0,0,0,0.11762,0.547517,0.63534,0.098099,0.117647,0.208101,0,0,0.32218,0.574276,0,0.571478,0.112922,Interactive
hsa:153,D00598,0.001804,0.002262,0,0.002419,0.002552,0.003544,0.009498,0.001197,0.002185,0,0.003397,0,0.25,0.50667,0.490628,0,0.176471,0.172644,0,0,0.63334,0.417131,0.241524,0.442078,0.097559,Interactive
hsa:146,D01024,0.000918,0.001015,0.000686,0,0.000003,0,0.011753,0.002939,0.002325,0.000959,0.003393,0,0.252134,0.695152,0.532234,0.011232,0.235294,0.160385,0,0,0.493471,0.516324,0,0.478147,0.18802,Interactive
hsa:148,D00996,0.002151,0.002151,0,0,0.002151,0.002151,0.015054,0.006452,0.002151,0.002151,0.002151,0,0.1875,0.534572,0.838335,0,0.294118,0.453495,0,0,0.28022,0.307127,0,0.307471,0.091922,Interactive
hsa:3355,D00451,0.009629,0.00208,0.001871,0,0.002703,0.002097,0.010923,0.002708,0.002996,0,0.001768,0,0.125,0.694699,0.514835,0.125,0.176471,0.38997,0,0.25,0.346939,0.526686,0.812953,0.521765,0.298512,Interactive
hsa:1129,D02070,0.000186,0.003135,0,0,0.003653,0.000159,0.008165,0.000041,0.000373,0,0.001379,0,0.1875,0.511667,0.556108,0.125,0.058824,0.197872,0,0,0.21118,0.603721,0.852335,0.614672,0.118617,Interactive
hsa:154,D00432,0.001221,0.002769,0,0.00239,0.003673,0.00265,0.010294,0.000839,0.002292,0,0.00298,0,0.218083,0.573439,0.714885,0,0.294118,0.386936,0,0,0.322138,0.469413,0,0.465762,0.097963,Interactive
hsa:1128,D00494,0.001485,0.002163,0.002158,0.002038,0.003347,0.001944,0.009282,0.000591,0,0,0.000142,0,0,0.487892,0.639024,0,0.058824,0.121884,0,0,0.199199,0.590471,0,0.588461,0.225161,Interactive
hsa:147,D00255,0.00405,0.004195,0,0,0.001175,0.002165,0.014904,0.004567,0.002176,0.000633,0.002481,0,0.25,0.622627,0.613437,0,0.235294,0.238298,0,0.5,0.367965,0.665246,0.841824,0.653529,0.210284,Interactive
hsa:3360,D00513,0.001607,0,0,0,0.002623,0.001219,0.015749,0.000485,0.005791,0,0.002756,0,0.111284,0.561624,0.598767,0.197433,0.235294,0.297004,0,0.25,0.410764,0.483064,0.790811,0.456922,0.405541,Interactive
hsa:3351,D00415,0.013298,0,0.00266,0,0.00266,0.00266,0.013298,0.00266,0.005319,0,0,0,0.04235,0.553793,0.525046,0.125,0.137446,0.370208,0,0.25,0.273305,0.539878,0.876696,0.515424,0.352969,Interactive
hsa:146,D01051,0.003871,0.001615,0.001225,0.002198,0.005849,0.004531,0.004846,0.001987,0.000213,0.001444,0.000926,0,0.125,0.506441,0.59937,0.125,0.117647,0.304863,0,0,0.227679,0.691488,0.838104,0.689993,0.341909,Interactive
hsa:3356,D01358,0.00442,0.002469,0.001379,0.001117,0.001561,0.003161,0.010107,0.000175,0.001989,0,0.002446,0,0,0.556537,0.599735,0.008757,0.058824,0.074772,0,0,0,0.623031,0.650476,0.594978,0.305697,Interactive
hsa:3269,D00136,0.005586,0.006629,0,0,0.001771,0.00612,0.007386,0.002127,0.002128,0,0.001256,0,0.065106,0.580076,0.613592,0,0.111626,0.222491,0,0,0.267903,0.597273,0.239414,0.603577,0.115413,Interactive
hsa:154,D03879,0.002427,0.004854,0,0.002427,0.004854,0.004854,0.007282,0,0.002427,0,0.004854,0,0.25,0.596503,0.688981,0,0.294118,0.469605,0,0,0.626728,0.509683,0,0.501422,0.101928,Interactive
hsa:6752,D02250,0.010539,0.000089,0,0,0.004007,0.010227,0.008398,0.0027,0.002598,0,0,0,0.625,0.468163,0.824736,1,1,1,1,0.25,0.307619,0.889276,0.812953,0.877027,1,Interactive
hsa:147,D00437,0.002867,0.002022,0,0,0,0.000581,0.013246,0.002359,0.002399,0,0.003022,0,0.375,0.697973,0.561362,0.25,0.058824,0.266565,0,0,0.28022,0.659421,0,0.638621,0.205831,Interactive
hsa:134,D00227,0.005039,0.002689,0.001093,0,0.002437,0.004025,0.019972,0,0.007098,0.001896,0.006239,0,0.125,1,0.186961,0.25,0.058824,0.294529,0,0.25,0,0.478253,0.789848,0.48173,0.425241,Interactive
hsa:146,D02237,0.002614,0.000713,0,0,0.00206,0.004252,0.00764,0.00214,0.002151,0.001665,0.002101,0,0,0.444371,0.565786,0,0.294118,0.202128,0,0,0.346939,0.187659,0,0.147441,0.376936,Interactive
